"species","gdd","provenance","method"
1,543.15404160468,42.9688178374564,0
1,502.58813050304,53.4410751395952,1
1,458.629073408748,47.7701857980693,1
1,467.032668216487,46.6303927077935,1
1,436.512390909967,39.4860798406053,1
1,537.376168625287,39.0108603505991,0
1,544.255592000035,43.1403308313209,0
1,474.487052060926,53.3227458427424,1
1,441.639210240245,43.6049732453659,1
1,551.568080968386,39.2244381271353,0
1,447.979770926881,45.0939127676435,1
1,552.945030366795,43.3230721882853,0
1,501.421140593579,35.327766871027,0
1,526.823955492643,43.3656618200468,0
1,479.950223803355,45.5649047653853,1
1,540.408064002628,40.4461109009897,0
1,527.771063582549,44.2784077613736,0
1,529.441081881057,44.3211127500115,0
1,449.972498848943,43.8984597051242,1
1,582.965557062152,52.0818133045699,0
1,503.894962811488,44.6907649259423,0
1,535.682346148044,45.4821547109188,0
1,518.8118978665,38.9276745905795,0
1,441.039738870698,41.0208189399862,1
1,501.218926634217,49.9619125599848,1
1,542.762905674896,54.1282651480606,0
1,505.060561730831,34.7477500755903,0
1,452.96548074267,44.7476332516266,1
1,579.581091608675,48.0823604863628,0
1,450.806065618144,40.7445103535521,1
1,454.206848884067,52.0818133045699,1
1,538.83622157679,47.6573607138929,0
1,508.288526647002,38.4743431988261,0
1,432.670146695635,50.2644241135943,1
1,554.130866710329,45.4952815308056,0
1,543.590912962733,41.0312246307723,0
1,576.376446568983,48.7209383046218,0
1,511.335419737968,44.587945836955,0
1,461.821541156599,49.2949898455466,1
1,549.304984449812,40.8676204808314,0
1,553.581119978593,48.4195024472101,0
1,475.641261125445,53.0448929715955,1
1,548.835675871744,46.1606350962719,0
1,448.193073976125,41.9663692098407,1
1,504.460136820325,43.0273060974138,0
1,427.676594628484,41.7981288135208,1
1,468.265295352978,48.4340696190573,1
1,529.991986053768,39.4753126966146,0
1,542.413273770833,48.711252697034,0
1,495.555202289577,51.9640004468986,1
1,532.848631370102,37.5168993968054,0
1,454.691865873271,41.8903153020258,1
1,441.695638445341,38.2066469220079,1
1,517.379486079641,39.4329071433243,0
1,524.143823950572,38.8971119684143,0
1,538.159882742882,45.0994798856881,0
1,425.246729527502,37.7641426418805,1
1,520.818505356672,41.1433647883461,0
1,457.948889671674,48.4238968048177,1
1,435.295405907352,37.9190724936376,1
1,425.425425794066,36.2379016306507,1
1,535.423698595504,40.8216529578015,0
1,444.099452827269,34.0676709155892,1
1,440.580896885595,51.679904167483,1
1,516.738166775602,51.9518662787129,0
1,581.344639869761,53.0448929715955,0
1,550.901377870406,48.9844084978877,0
1,479.323932420865,45.1755998673441,1
1,406.792425428344,47.6567258259475,1
1,551.524107061638,38.2330350087716,0
1,462.499204533555,53.4410751395952,1
1,491.278050863587,40.3812830364065,0
1,508.068514470655,41.9306743870264,0
1,487.128073734584,34.5680561271664,0
2,667.880013740423,46.0832247120548,1
2,664.240110170224,41.9306743870264,1
2,671.895500021838,41.0355193416746,1
2,666.892147570481,49.2099994562718,1
2,694.537162334035,43.8029272937898,1
2,679.221264182958,43.4789327910533,1
2,720.657136206716,42.4787788750285,0
2,724.954604427397,40.9497481433477,0
2,642.604680366124,45.3787489858997,1
2,774.572468977009,48.9319520383751,0
2,778.577331608919,50.8193772553329,0
2,629.931648980953,36.6253136070476,1
2,665.348568835986,47.8274618512577,1
2,713.582481575245,43.4158719707407,0
2,768.828954035746,48.0995191645429,0
2,627.425836757424,39.1779740602374,1
2,688.321850506956,37.8996859758513,0
2,708.706644947427,51.9420520221242,1
2,704.197952625031,34.478673967244,0
2,640.57728673733,41.5783828488088,1
2,668.22593286866,45.2855954637118,1
2,605.414250434796,33.6100493225438,1
2,718.764935697661,46.0832247120548,0
2,735.046791933043,44.1518766745958,0
2,664.144960839317,37.0028110754253,0
2,796.779278440414,48.0543961901146,0
2,726.736132146421,49.5677317518736,1
2,740.813867229721,42.6960339808018,0
2,654.755977529399,38.0189823340949,1
2,626.863840768321,41.9663692098407,1
2,696.280173142988,39.4189091610034,0
2,686.467430624222,37.2336263178252,0
2,586.47938096861,37.6528979148056,1
2,575.627565271355,35.327766871027,1
2,696.734510513375,38.2696983403923,0
2,741.340910662502,48.2656378498586,0
2,754.014712166943,45.9301682977866,0
2,757.206834445078,50.2432466571217,0
2,695.550459084577,40.981251271076,0
2,714.584041000262,40.4152076399171,0
2,672.591854389399,43.5221802025769,1
2,657.003487699014,44.4826295624209,1
2,684.269462656694,38.0289448730965,0
2,633.605656963475,38.9581478673735,1
2,651.108748861814,41.7682782847291,1
2,637.922519299013,41.5046228701646,1
2,740.415358924704,41.6264925013449,0
2,716.423735941742,44.587945836955,0
2,549.469417562499,25.2209600254655,1
2,607.089571830125,34.6546502261132,1
2,716.495490334867,37.3006155506044,0
2,706.527132000016,40.4075600247149,0
2,670.165403358042,48.4195024472101,1
2,671.576667531491,43.8984597051242,1
2,652.560414952325,42.7877876506275,1
2,676.16182825082,45.2075209303023,1
2,707.452990799221,41.9306743870264,0
2,602.18073225325,40.4461109009897,1
2,604.886989848112,35.4637757944475,1
2,707.860557452734,39.4329071433243,0
2,770.570041550052,50.1974114492384,0
2,737.259871030583,48.0994582095673,0
2,647.771987459518,41.0463307984767,1
2,703.542128292239,44.6907649259423,1
2,729.9329085392,41.0312246307723,0
2,682.396811321081,37.2185554217206,0
2,639.777705779846,42.0856344128282,1
2,606.739708581758,35.455348790205,1
2,637.096641674795,39.516175086279,1
2,606.892745586176,38.6371552991554,1
2,657.755060965676,38.6371234081423,1
2,704.594423444986,40.0654503798319,0
2,644.202411311212,42.6352269817526,1
2,711.996081644555,45.8934910600231,0
2,629.030392726974,41.554274107329,1
2,703.87711361202,50.1974114492384,1
2,674.827392108005,34.9926540250126,0
2,693.338973468472,52.3219257137185,1
2,683.060076174807,47.0738520606193,1
2,659.469973020686,44.8878297687539,1
2,687.644884973695,42.2967054332954,0
2,773.721765580113,49.4596241388866,0
2,614.10279913802,42.2106136271418,1
2,659.784848624099,39.5450766058523,1
2,714.315915730119,52.2502387739378,1
2,704.220589039522,33.9388195832318,0
2,689.255487055236,37.3997140395746,0
2,662.770825332368,45.4605017260059,1
2,729.609016693317,42.0030516137021,0
2,633.575742698538,38.8250141771952,1
2,728.024896376808,40.3613353355224,0
2,781.914209430288,45.7604224739469,0
2,716.088435402054,39.6961375030827,0
2,562.212167592166,34.1164899015013,1
2,759.570978316209,43.5294056518815,0
2,673.182024604299,45.068089374708,1
2,658.831694974849,40.9213362139278,1
2,785.033117204244,52.0945179568495,0
2,638.201347443263,39.4753126966146,1
2,681.633310935475,42.9827736357835,1
2,574.57065883118,32.2389494614555,1
2,660.571435966313,45.2984910163593,1
2,741.910959103022,47.2291448087416,1
2,691.059753527738,38.0289448730965,0
2,701.418787877038,50.6553062651419,1
2,716.657276756346,48.0543961901146,1
2,675.992554957138,39.4090264567945,1
2,736.321526225984,47.9150903830909,0
2,625.739699959462,41.1135099546579,1
2,740.608104804629,48.648976776618,1
2,637.360572123588,37.3030714182252,1
2,724.206855838917,47.3918722047114,1
2,611.472558416265,36.649435739118,1
2,729.502132584582,45.235745339036,0
2,634.988292280714,41.9142594755924,1
2,791.014314857633,49.4979765152858,0
2,600.854182557748,35.7507668816203,1
2,653.94139620096,41.7017137150153,1
2,660.365587467415,38.0189823340949,1
2,721.456959420367,42.7702161092926,0
2,734.851765215286,43.0402537033697,0
2,766.741138524739,49.9588621721716,0
2,656.040309981239,33.5825597271604,0
2,693.262320534785,44.0835176217996,0
2,664.2416980946,49.1447687080166,1
2,677.222217152548,45.4635924951789,1
2,795.732191440674,49.6415830478339,0
2,667.411710970398,44.0831091813728,1
2,662.136773298293,44.3422802400025,1
2,667.471897442775,41.7848274916697,1
2,772.950714120807,49.37485494473,0
2,632.723166769217,39.2122930374988,1
2,709.565855332998,38.6190408827475,0
2,720.178914680068,43.9919720531153,0
2,769.710822637766,47.1479504393538,0
2,741.751466037975,51.5380446493682,0
2,674.048639004601,48.8607569730117,1
2,689.62321753137,43.1526857006325,0
2,692.459532991819,50.0390208325851,1
2,735.332156320037,45.6498553851312,0
2,588.788263704489,32.2389494614555,1
2,682.332242254639,47.8299597550552,1
2,763.304896455654,44.0643804894986,0
2,681.879150453814,49.5254364170113,1
2,607.739527391531,40.0984855934934,1
2,701.768755004111,38.0289448730965,0
2,728.232047435369,49.500498644699,0
2,708.553842786027,48.2829940547099,1
2,641.378300189723,42.8997314622947,1
2,727.442524444658,48.6674415219874,0
2,619.671828566037,38.6190408827475,1
2,702.855029035759,43.6938698022314,0
2,673.995258417631,38.4999217314495,1
2,643.787260558218,42.3667647180165,1
2,732.023696995306,47.41776812258,0
2,616.916673576122,38.6371234081423,1
2,704.837058263596,39.551737717505,0
2,761.739981064432,51.4651483981213,0
2,636.949954159757,45.2392691873872,1
2,629.216766579728,43.8938305116497,1
2,709.529662393782,40.4464331324689,0
2,731.459993913501,45.9615918870077,0
2,625.508077999139,38.6518327803895,1
2,711.360921839928,40.6299749581378,0
2,682.476075854051,37.500763940486,0
2,653.689644860926,43.1360187622355,1
2,711.993709645416,42.7783352171393,0
2,617.456684258871,36.4577133634939,1
2,692.948038755059,46.8159160567954,1
2,711.142866594901,48.5555249697525,1
2,623.647211211178,35.3302242083366,1
2,731.552098248903,36.7916949416825,0
2,707.168004376149,48.0982079184588,1
2,687.485842786873,47.3750847959343,1
2,603.522375698146,35.9947868018244,1
2,777.27846671352,47.5506673309472,0
2,791.563943673924,49.2652960747844,0
2,671.20018575465,43.6449316577817,1
2,674.071516622602,47.0475828679926,1
2,685.038630338698,41.5046228701646,0
2,708.072414829613,39.6080946497286,0
2,738.446857902381,46.5318763882859,0
2,680.008103000606,38.9939364811099,0
2,563.646163132193,27.672363875042,1
2,753.672252645569,49.37485494473,0
2,633.143733944581,38.8434403188758,1
2,696.654349905038,48.3869454220044,1
2,741.464243592176,44.8020587615549,0
2,637.09153357218,41.0201971139681,1
2,703.137380271831,41.0444702146882,0
2,643.043501521981,44.2784077613736,1
2,728.830900738311,40.6596215385933,0
2,687.191827793057,40.4929265038615,0
2,605.6300147247,37.6969761357918,1
2,613.776206803196,36.2379016306507,1
2,639.150108739971,38.0289448730965,1
2,730.22296363819,43.368624850989,0
2,622.847394457401,40.4572675765856,1
2,671.325264018044,38.5744967202718,0
2,660.097793404259,43.280964503991,1
3,642.633132160157,37.2423082131867,0
3,676.442265366269,41.0208189399862,0
3,577.139916565817,41.7848274916697,1
3,666.759956041166,40.4233944376592,0
3,555.329049983538,36.9776944202063,1
3,705.567957828931,47.0849882146817,0
3,606.438713931537,43.5249800738096,1
3,677.468492175317,54.4199022779188,1
3,734.589506080599,45.5302714197784,0
3,534.219712612147,37.5168993968054,1
3,743.669091703791,49.2652960747844,0
3,731.13377732389,45.6916353085311,0
3,709.366379721929,44.6907649259423,0
3,730.847461937799,49.8138038907106,0
3,742.176680965728,51.4651483981213,0
3,677.235576072984,40.7481016670041,0
3,790.816111150168,51.4589866055395,0
3,703.783067332922,45.5287899842354,0
3,597.719778321523,42.9941983215085,1
3,698.041942944465,46.2589728806375,0
3,734.690544175139,48.610933063064,0
3,666.619452245745,49.2855189700759,1
3,699.153027391467,42.7540316084971,0
3,640.304636485796,38.0573148430125,0
3,591.412715989983,41.9306743870264,1
3,620.945890216159,42.5577448802433,1
3,682.068069722256,40.4572675765856,0
3,570.722427577809,40.4505631848449,1
3,578.862187697422,45.2283067001896,1
3,732.544791712698,45.9615918870077,0
3,739.299618982848,45.2075209303023,0
3,682.566611948684,45.5657630969745,0
3,580.634402384292,41.554274107329,1
3,700.296995191334,43.1094742495418,0
3,654.831085058964,40.7975943129396,0
3,669.976721314539,40.7005170903666,0
3,602.432292083037,41.7017137150153,1
3,496.795203256079,31.019012440014,1
3,682.021218053405,41.554274107329,0
3,613.521753950113,33.463201433225,0
3,709.22897323168,48.8953975024295,0
3,698.873124140892,41.2440453901425,0
3,650.494322157933,35.3104815298105,0
3,703.198451442899,48.6232749941164,0
3,634.26493091673,46.5889692674481,1
3,559.689869973726,38.8307603798488,1
3,763.634029996536,49.2855189700759,0
3,587.731180137313,39.4696200007883,1
3,620.935271408781,48.6174815284107,1
3,687.5030492492,41.5873993965163,0
3,696.906199616522,45.2750486432378,0
3,691.840692867251,44.6683075189639,0
3,662.84138373091,40.4464331324689,0
3,738.779286466617,46.5318763882859,0
3,559.971644847045,36.1558521690044,1
3,729.017617513247,45.4194445114275,0
3,646.492785449834,51.4435581712427,1
3,685.766882072753,44.6683075189639,0
3,620.633711155608,48.1111839021748,1
3,698.689413818638,42.7877876506275,0
3,674.263434385201,42.6175691342023,0
3,713.893186513087,46.2471101220229,0
3,651.698525578101,37.408008862826,0
3,709.859168202835,44.4135208426905,0
3,706.754472995641,40.9660493395198,0
3,681.29234234483,40.5903460423793,0
3,691.299770819345,45.9615918870077,0
3,596.431437795846,42.2314382839669,1
3,519.855587016315,35.1038071258348,1
3,610.421097875593,42.6474105120686,1
3,591.129025453944,38.7689880596047,1
3,573.315631604894,37.9525777505893,1
3,511.921430921706,35.8481845886939,1
3,688.799174930571,46.1764670261863,0
3,731.634817519781,49.7526957270257,0
3,682.532772392243,39.9295709160828,0
3,616.990546875182,43.8604838143417,1
3,617.064879405101,40.8802299451268,1
3,705.304909059059,54.2515235342999,1
3,576.691014304798,41.0670828400889,1
3,614.362615937501,48.6174815284107,1
3,527.245708235709,36.0859489060483,1
3,663.669101275444,41.2655312179201,0
3,581.155249500039,38.9430952903148,1
3,700.772771663988,44.4919145660619,0
3,690.502703799781,42.4515301315262,0
3,635.882423720176,36.2641920485562,0
3,682.178980700052,43.6445978680359,0
3,681.034841640523,42.0292065608191,0
3,600.592679216046,41.491111066484,1
3,627.068802400201,50.2297571683204,1
3,676.287146811564,43.7466038293454,0
3,672.329509160108,40.802625800927,0
3,604.823630766416,45.1982488377896,1
3,605.343731602896,41.1948231649821,1
3,549.077226588041,38.9535292388822,1
3,557.694810998569,36.4038853331278,1
3,590.627133760644,40.4929265038615,1
3,678.197763706803,43.5193121906975,0
3,659.655320295319,39.9598934889769,0
3,672.138501258059,44.7875782810158,0
3,730.825060694923,49.500498644699,0
3,588.124759719285,39.6080946497286,1
3,699.699789402593,48.0994582095673,0
3,628.138732467695,45.3701164996276,1
3,565.221575759195,37.5619157745444,1
3,574.497685182279,32.9497041491832,0
3,726.069543204047,49.5887414148322,0
3,699.042894631473,40.3733557096678,0
3,612.57995342923,40.349584257616,1
3,558.662019782077,42.0030516137021,1
3,511.93626586191,39.033565330426,1
3,571.165234353972,45.0834433576834,1
3,631.662597173896,38.6095563990307,0
3,670.745153507741,39.4090264567945,0
3,540.898488222364,36.4903651480168,1
3,541.525064543483,42.3287877788977,1
3,654.571452754201,41.5783828488088,0
3,736.441110463792,46.2879886087575,0
3,626.784713281667,48.0823604863628,1
3,631.662621898891,45.8087076136531,1
3,587.992832022815,49.3211965233356,1
3,737.120618536049,48.3149891614828,0
3,521.436393701075,33.4819414249196,1
3,582.956736396535,40.8130906227345,1
3,695.401032778669,45.0994798856881,0
3,709.968770710731,47.2574132525275,0
3,677.559910141959,52.0818133045699,1
3,704.718796170657,44.8159016547361,0
3,727.095939540839,46.0475578864853,0
3,717.879830089825,51.4589866055395,0
3,568.006564819981,39.283461252295,1
3,662.745920167218,49.500498644699,1
3,735.991694839402,50.0032316884348,0
3,639.425721155495,40.5927047351858,0
3,646.979935454145,38.6371234081423,0
3,692.735928717072,40.9660493395198,0
3,756.380938694453,52.5729464729364,0
3,695.595380791112,42.9827736357835,0
3,559.007535050607,39.6961375030827,1
3,639.670511220969,49.5887414148322,1
3,577.456178655757,43.280964503991,1
3,537.019238989551,37.5967356793473,1
3,720.595752090615,43.7023369911425,0
3,708.030081113004,45.8113423225324,0
3,644.048406037865,42.5061304157908,0
3,657.566362144794,51.679904167483,1
3,678.915034555306,40.981251271076,0
3,713.598343368542,43.4007646238054,0
3,634.97567730424,38.2653569843185,0
3,527.669363176136,37.2727142051797,1
3,660.08250711368,38.2330350087716,0
3,628.151074699438,48.126500561788,1
3,566.140102116239,31.019012440014,0
3,663.645650110397,49.2327216249578,0
3,710.939237979884,43.7466038293454,0
3,655.05794843918,40.8946474364197,0
3,713.425964796494,45.2855954637118,0
3,650.577231865807,39.7685450421221,0
3,591.428514124362,44.3063564606504,1
3,742.227218375435,52.0818133045699,0
3,684.151763452627,42.7769661855781,0
3,638.787849382791,48.0823604863628,1
3,614.752744553438,49.5677317518736,1
3,676.274277813543,38.6095563990307,0
3,650.448033003845,45.1669866351648,0
3,640.542734540383,38.2167946576932,0
3,577.485688510103,42.9827736357835,1
3,746.275247141398,48.7297932714,0
3,717.027013908198,47.049479945882,0
3,618.040023177218,43.4789327910533,1
3,542.749064032241,35.7292288397303,1
3,672.426979041171,46.8200816537787,1
3,662.749374230026,40.9213362139278,0
3,580.715467560792,39.6691607751459,1
3,739.033761881885,49.2855189700759,0
3,683.23543688921,38.3929726064349,0
3,579.094026051733,40.466643855348,1
3,574.401612527927,34.684051113768,1
3,538.444758869682,38.2491976959988,1
3,518.712327468599,33.1962047111949,1
3,714.079859113767,46.8159160567954,0
3,572.844092205024,36.8655686171801,1
3,720.719327225497,49.2099994562718,0
3,611.793317487198,45.8934910600231,1
3,745.365682578495,51.3813761103694,0
3,638.528174634973,34.2018655861993,0
3,630.866450611207,34.7477500755903,0
3,618.125986204574,47.41776812258,1
3,605.488795313866,41.1135099546579,1
3,655.588228345147,52.605644110921,1
3,715.692349496123,46.4333422690935,0
3,674.237846337584,52.568507905562,1
3,685.211961421475,43.3656618200468,0
3,716.608616702027,40.9497481433477,0
3,584.376256823255,43.1094742495418,1
3,579.378866539331,43.1094742495418,1
3,607.935153939551,36.1797210744147,0
3,584.234133329054,40.4233944376592,1
3,681.580843218144,44.3355278781633,0
4,735.512061965854,47.049479945882,0
4,698.650057427546,37.3997140395746,0
4,650.863442691867,52.0566726456435,1
4,556.54227468625,37.4981008010688,1
4,700.24907700941,48.0543961901146,0
4,633.234146417392,46.0433604862249,1
4,714.094962298804,41.4365994854667,0
4,673.023869349266,50.5311572986066,1
4,705.437249812483,45.235745339036,0
4,700.804577191552,45.3576279611869,0
4,745.045799137073,50.3978901971792,0
4,542.56243782212,41.0463307984767,1
4,609.780006519789,42.6435244386148,1
4,623.348151627274,45.0549333453051,1
4,702.823729822303,43.1685364377601,0
4,575.760043871775,41.491111066484,1
4,554.505176060707,37.6677841689274,1
4,574.595168571117,40.7108919418582,1
4,530.332937647632,37.2423082131867,1
4,578.30772869504,44.0831091813728,1
4,566.024983476162,40.4278335833665,1
4,494.176164094155,33.7602154445816,1
4,645.102280335892,49.5385764268745,1
4,689.690116875202,39.4860798406053,0
4,593.751359219991,37.4181332785903,1
4,694.772938605219,38.6518327803895,0
4,603.206791444452,43.0697138772269,1
4,588.975064685584,48.7297932714,1
4,594.907869583048,44.9323645196556,1
4,689.279192842133,45.2274414302445,0
4,665.232481184824,38.6371552991554,0
4,648.512917114287,45.2512770586448,1
4,704.229410177141,41.5046228701646,0
4,510.250631616621,33.6366884994231,1
4,542.610576450603,34.4474202855737,1
4,625.479826154011,43.2056702180416,1
4,710.401110894514,50.8358512374748,0
4,671.996755417112,36.4577133634939,0
4,591.231891992483,43.5178763568687,1
4,761.384039504509,49.5385764268745,0
4,540.346616230165,34.9262579531834,1
4,667.095954373941,50.2297571683204,1
4,642.629494047447,33.7693471929079,0
4,677.09124797826,37.7018720079218,0
4,576.013450958936,43.3230721882853,1
4,604.517652928451,44.9719454264785,1
4,708.857762933319,43.4007646238054,0
4,566.578441616184,37.6677841689274,1
4,601.366233299771,45.4525131199931,1
4,716.275916518902,40.5353802142267,0
4,607.71382242346,46.6833345158697,1
4,674.328729839168,42.7540316084971,0
4,623.371106234497,48.1111839021748,1
4,658.663856735997,50.2355307466796,1
4,739.529695775343,45.8934910600231,0
4,631.46796377637,34.0424091148995,0
4,631.520725167913,37.3030714182252,0
4,606.281132656057,42.9688178374564,1
4,780.097966342682,51.4757306495904,0
4,716.742037961464,45.4751744536582,0
4,750.034499678817,50.2432466571217,0
4,658.242872837825,51.4757306495904,1
4,619.367526409883,36.8655686171801,0
4,609.613235503686,46.8490046613718,1
4,727.070964922093,44.2695744170792,0
4,659.81023382025,48.6232749941164,1
4,628.913711485187,43.4099574292657,1
4,601.143009180694,43.5247899497943,1
4,694.770256885606,41.7981288135208,0
4,679.513112238958,38.3316554433591,0
4,674.986297673474,36.9106876220695,0
4,680.121190292026,43.368624850989,0
4,550.956925382042,34.6546502261132,1
4,709.260258582508,43.0697138772269,0
4,721.129035086838,49.2564990373191,0
4,735.587141886196,44.8038055578921,0
4,701.470463644072,42.2967054332954,0
4,764.581210573278,51.9518662787129,0
4,603.302672900737,45.2855954637118,1
4,743.835396699281,50.5311572986066,0
4,586.438926325761,36.754667697964,1
4,601.881820983138,44.0908452411526,1
4,685.687311488735,44.0642751848093,0
4,598.48413015505,45.2075209303023,1
4,492.532954736391,34.753375959377,1
4,587.718859649805,39.6961375030827,1
4,735.742673898213,46.9872660750994,0
4,516.54053550849,35.8546595094557,1
4,677.713890376384,41.9225113553082,0
4,582.622037946769,44.5373806743249,1
4,566.310176010617,43.5294056518815,1
4,712.536121204602,42.3287877788977,0
4,702.213878349493,43.280964503991,0
4,572.075354198841,38.9563894651324,1
4,715.328032611542,41.0670828400889,0
4,676.808791608907,52.2502387739378,1
4,752.84672847158,49.9825806092586,0
4,660.784584182479,41.0208189399862,0
4,648.656088512612,54.2515235342999,1
4,671.660677346589,34.0910706452275,0
4,699.452683639525,45.4751744536582,0
4,726.272370011799,44.0643804894986,0
4,718.121349310406,47.6003528219633,0
4,640.940653421304,32.0702856586444,0
4,706.720434282456,38.8307603798488,0
4,693.73743327834,43.3521282638572,0
4,620.963597608168,43.0756120591274,1
4,598.609941784284,46.9955823814546,1
4,567.230463260363,39.7733520476012,1
4,775.537223815828,50.2801947729035,0
4,534.149063330791,40.612053341657,1
4,573.858803899967,43.1403308313209,1
4,573.128754463046,44.5373806743249,1
4,556.836606860071,38.8307603798488,1
4,712.377149224256,45.2984910163593,0
4,627.446274119259,42.0226383422191,1
4,573.820889053246,40.4075600247149,1
4,718.009090054815,46.7560627774754,0
4,600.344182193678,41.9923618602377,1
4,593.72968582244,44.1160143798416,1
4,705.424246657402,45.6498553851312,0
4,661.457398289779,37.8996859758513,0
4,675.996623632894,41.5046228701646,0
4,570.72261392142,40.4464331324689,1
4,696.459673942831,43.1864882591449,0
4,594.409690353122,32.3994986661626,0
4,682.060722997919,37.70654604133,0
4,722.613454407232,48.3382776710315,0
4,619.273313317824,45.3701164996276,1
4,621.377504917568,46.9443269689682,1
4,557.237121945511,38.2491976959988,1
4,591.724064650107,45.0994798856881,1
4,580.027836412786,43.1685364377601,1
4,674.264690116419,41.1444996870459,0
4,691.242853119194,42.0701817395319,0
4,613.380875976462,45.4869169667244,1
4,553.966595608463,33.7693471929079,1
4,557.797683944669,41.1493415843484,1
4,662.073349307253,37.0028110754253,0
