"species","gdd","provenance"
1,-887.762241426829,44.5288006604349
1,-615.957780695184,46.8369594136568
1,-429.51379857314,34.5991060826492
1,-892.983963032111,46.6055777194638
1,-1141.99338546935,51.5560324217129
1,-856.295497432276,44.9878213489839
1,-967.79669275487,51.9981197584611
1,-751.662880796072,40.4406766449761
1,-999.013718714783,54.0052436507387
1,-709.145948994623,39.223066970237
1,-994.304342445304,50.384818494087
1,-744.163442707332,45.0181725872396
1,-1153.50556667203,54.8507173453341
1,-648.021929155219,42.6554286381438
1,-742.742767011173,45.6846241976873
1,-882.859242204877,47.1705052970623
1,-707.394853788748,46.3864936659522
1,-463.35677373886,35.7865834031385
1,-297.373620534471,28.1408423499032
1,-245.47452490265,27.3124287329502
1,-633.249292977546,39.1919590945473
1,-1589.07903974262,67.7202036499911
1,-675.890412549718,42.4166334831302
1,-861.046024068425,43.3110763833136
1,-1014.44205724751,50.5277193723903
1,-521.611307614666,38.890326287875
1,-1161.18076685145,53.4809361203364
1,-1863.90519388233,73.4039981362092
1,-730.718967073548,37.4825868478809
1,-653.060871791285,39.4766544143191
1,-874.805407069032,43.6993775227611
1,-1242.33273667034,52.8788561972987
1,-850.949940294189,49.3745762801215
1,-485.158071061604,34.4806424747341
1,-1084.62445240643,50.7253430531477
1,-485.309332052968,35.0737191555526
1,-1490.30555718124,64.0701020931835
1,-1421.20875308767,61.9284231290107
1,-777.19424024201,40.0072935007326
1,-769.346823199928,38.3749678464824
1,-1120.44086423249,58.0867656204499
1,-627.200733589534,38.0650823179939
1,-470.81099853524,34.4085799104605
1,-509.696345474921,41.5094606515263
1,-1236.90780121102,56.5739571300469
1,-866.426454654757,45.0181725872396
1,-245.356108257658,36.5386270787219
1,-1639.68583111607,62.7309497205325
1,-819.274096864329,42.3318581975205
1,-440.523807162906,34.9257984415852
1,-1024.00724257214,48.9170632084039
1,-661.284038382875,43.0307919059139
1,-861.658942979035,47.0142320298554
1,-793.866989872993,44.4767516347392
1,-547.909316941372,37.6623961505675
1,-94.3880641359199,25.1227198994358
1,-1017.38353388275,47.8893273838766
1,-538.08230046865,38.2081422348895
1,-400.147255571703,34.4507066437846
1,-741.708791982808,41.3252954523897
1,-1004.10338510795,51.2095790775739
1,-633.538466303255,37.4375566631469
2,-7220.10638902913,37.0488101981852
2,-8326.57049307364,42.5801969658933
2,-10666.3212478513,54.3800177220195
2,-10525.5088566041,52.8788561972987
2,-10302.001484991,53.1937724757278
2,-7603.96479547513,38.6313917655385
2,-10319.4059683997,52.590376270959
2,-11340.8634281128,57.8258792211263
2,-9309.70245757184,47.4763789622911
2,-7412.71920971227,37.8688484354031
2,-7538.80940894479,39.2535249998809
2,-6741.61544192423,34.2412314477249
2,-10172.2387087405,51.3436393716661
2,-10014.0495651523,50.384818494087
2,-11869.5085196763,59.3042478459955
2,-8318.44993427918,41.9469948711824
2,-6433.02078313754,32.5737210365299
2,-6438.75163035042,32.9107473650218
2,-6894.90659402709,35.5052172348694
2,-10129.1234394641,50.5586313219538
2,-7380.72954927291,37.0488101981852
2,-5640.04512244892,29.1423241585819
2,-4770.46212568625,25.0569314595582
2,-9744.71631973672,49.867367312118
2,-5412.10444745386,26.9636280511554
2,-5887.50909094066,30.5909131290809
2,-8996.58700368495,46.0576102003427
2,-12855.5675054629,64.4135292690294
2,-9349.95217015446,47.2039381639626
2,-9315.86836548097,47.4688094250424
2,-5843.84274406533,29.8959627772888
2,-11298.1344826302,56.7744451301987
2,-12240.9467932389,63.0904003254271
2,-11045.3536206519,56.4497351849397
2,-6543.34365464005,34.9149157135184
2,-6170.89749757967,31.8767236936538
2,-5891.86760129553,30.2644734059507
2,-6646.84022489471,33.6348591878881
2,-9107.00595315418,45.9413028922529
2,-9623.33697220382,48.9170632084039
2,-11226.2137976037,56.5739571300469
2,-10749.1499286839,54.7038689951637
2,-7396.04121019876,37.9872378232265
2,-7365.36704355763,38.1351974823033
2,-7583.30131861655,38.9190193991422
2,-9755.39507974288,50.0852259475808
2,-4886.44787039921,25.0569314595582
2,-9867.16785905422,50.1030831567564
2,-10971.4014465095,55.3319469087063
2,-9398.31016776776,47.4688094250424
2,-10371.621310405,52.8707418521463
2,-6959.47717234632,35.5928896584389
2,-7348.06727394179,37.6623961505675
2,-8965.16336228795,46.2335321585668
2,-6344.88823477607,31.0826399802949
2,-9663.92986817586,49.5386301828671
2,-8717.88002125461,45.084680505031
2,-7316.34214731909,37.8688484354031
2,-7009.94465953755,35.3590982949902
2,-8067.39915493313,41.3941302451983
2,-11507.3391284342,57.8535536314088
2,-10546.9673068386,53.8290080950021
2,-6791.17739436447,34.4543540202183
2,-9835.5265557348,50.0852259475808
2,-9252.57388111757,46.4413660171693
2,-8719.2197162829,44.616095668332
2,-9343.87895773221,47.2616523312236
2,-6335.87649887158,32.2070979544812
2,-8746.53647355201,44.1553152441199
2,-5230.92992650604,27.6670741836366
2,-11419.1233667313,57.8258792211263
2,-11068.0373948358,54.3800177220195
2,-7064.96030878101,35.9789197435747
2,-11171.3074165978,56.5093370722294
2,-7905.75477673349,40.4796440493349
2,-8450.12090772489,43.0307919059139
2,-8407.95693769994,43.3536575779017
2,-10818.8014741946,55.2602444201113
2,-8519.23027303251,44.3002550824429
2,-6703.78966823872,34.4543540202183
2,-6480.49392130578,32.6521700753407
2,-7783.61276484792,39.3933402655965
2,-10457.4990965245,52.6716566139505
2,-10453.595351225,52.8788561972987
2,-8669.58364006951,44.5288006604349
2,-8519.98261753827,43.4131953137432
2,-10002.5067435547,51.452830913065
2,-9414.34244102724,47.5188557906886
2,-8663.72391709765,43.3536575779017
2,-6621.83580908612,33.8638433449571
2,-9971.47893857132,50.8913489202709
2,-8967.10472170934,46.1953693984944
2,-7490.50833745333,38.7118804270842
2,-8426.08591201696,44.145086939312
2,-6648.18882565457,33.8865212064771
2,-10690.0206851143,55.060431540749
2,-7404.56545477567,37.4026386569523
2,-7288.15086343268,36.4040644478567
2,-7357.84330271866,38.1982673045531
2,-9404.07513022113,46.8509959465348
2,-10702.2370420547,54.1125629980065
2,-10727.9324840617,55.3477737689886
2,-8233.80265558278,42.1387121245569
2,-8756.10120918015,44.3302720569009
2,-7801.93171636954,39.5508728736523
2,-7563.04570787998,38.2696688601745
2,-11712.9952834543,58.999197451692
2,-11515.9822558703,57.7617232757063
2,-4098.89956333992,20.8906831346789
2,-7576.77736782773,39.1919590945473
2,-9776.79927724416,48.9460930373023
2,-9117.57349365282,46.0535970183472
2,-6721.11139564492,33.7483720494792
2,-10408.700418472,53.5742652840763
2,-9181.29789144741,47.3907190130327
2,-14502.1030652824,73.2930999777054
2,-8703.5170263023,44.1553152441199
2,-9635.74967816262,49.4357684649225
2,-12514.598554914,62.8794010455118
2,-10846.115356346,55.2617193271752
2,-7238.78545599869,36.4828992405503
2,-9034.91354789265,45.3162460138991
2,-6284.99826637074,32.995747931219
2,-7486.45341106469,37.8507448021684
2,-6425.51436169822,32.5737210365299
2,-6742.30977296901,34.4806424747341
2,-10326.6577186911,53.3807531923289
2,-8573.35104870337,43.1371485100801
2,-8734.70979383277,44.3360025656396
2,-12511.2619842384,63.0904003254271
2,-9587.1658358082,49.2807479399144
2,-6682.92257721629,33.6348591878881
2,-8404.78718161297,43.2012421684978
2,-8472.22562010564,42.7089046934607
2,-7684.16633516293,39.5069220813331
2,-9852.48799550292,50.5111540673911
2,-7802.89032435426,39.6660378216644
2,-8591.43000589832,44.4285032835222
2,-11017.6828337468,56.4497351849397
2,-6760.36786559437,34.8909360566644
2,-10221.3875780244,51.0227825674358
2,-11330.7206613459,57.5808447070241
2,-8741.67098829295,44.616095668332
2,-8741.2498426228,44.2215836519531
2,-10580.8436704724,54.3815829651331
2,-4107.17790233451,21.5536630491341
2,-10117.7237556009,51.1244208833036
2,-10199.9707068267,51.8999328991854
2,-7669.26633593664,39.2535249998809
2,-8352.60454793955,42.8527986244954
2,-6670.22463331541,33.6044718201552
2,-9854.47205064514,49.4097914787714
2,-2734.96770856013,15.3039744791918
2,-10049.4707218221,50.8913489202709
2,-8770.34371789094,45.3162460138991
2,-8079.86384066351,40.6667129840684
2,-7812.26671346462,38.934532597926
2,-11447.3242557194,58.0867656204499
2,-7510.38514910123,38.7118804270842
2,-9805.63026577911,50.3418968807817
2,-10037.342960894,50.8808539711036
2,-9145.10163736668,46.8820280610092
2,-11678.2238553382,58.999197451692
2,-11219.379190181,56.5739571300469
2,-8660.8329289739,43.9992474334813
2,-10247.854411803,52.2625896005433
2,-11215.0899009102,56.5093370722294
2,-9846.96653832266,50.8046338511674
2,-10826.336014009,54.4012475500348
2,-7326.55742449491,37.0905187630604
2,-14526.1780186773,73.2930999777054
2,-8709.2488572967,44.4767516347392
2,-11445.8983691825,58.0867656204499
2,-10710.9984187554,54.4292359428958
2,-8372.02435283729,42.2684767823373
2,-13375.3166656417,67.063530155027
2,-7585.0747397712,38.9190193991422
2,-10949.5691924725,55.2602444201113
2,-7474.45624639411,37.4026386569523
2,-8329.16356697484,42.7089046934607
2,-8088.91979524364,41.320384069826
2,-9248.30873576523,47.1285708056836
2,-6311.19865249274,31.6346682569015
2,-11329.782852935,57.3259765072635
2,-4422.59195637518,23.7617129173679
2,-11215.4171008079,56.5655734911797
2,-11755.6344846547,60.0208722343985
2,-2718.61826782104,15.3039744791918
2,-8393.67515336933,43.4131953137432
2,-10211.5549324299,51.5733128964124
2,-11553.3546266442,58.8447574077685
2,-7102.01043564072,36.4609560372939
2,-6876.42037790779,35.3373551468345
2,-10590.3521377948,54.2209840647919
2,-8640.76333745371,43.5476116673081
2,-8878.31150099953,45.1904883909557
2,-7191.78542281033,36.9520251332759
2,-10787.6477859011,54.2426666502015
2,-10087.3124903395,50.8808539711036
2,-9708.74107624521,49.1080287777481
3,-10900.4724454617,60.9162120423849
3,-10927.6519265808,61.3193500093817
3,-9608.69430317425,54.3061225324494
3,-7010.06292593241,39.5508728736523
3,-8163.2788286042,46.4372124434457
3,-8106.13337634408,45.1904883909557
3,-9057.41153264337,51.8173517535572
3,-5662.93886657323,31.2815742149361
3,-10876.6215555829,60.4656209582936
3,-7813.54976389029,44.8768677766836
3,-6325.22332155764,36.7566414033196
3,-6271.91059178142,35.5358551300465
3,-9243.88111113447,51.4878524010587
3,-7494.01926856173,42.1184406022257
3,-8573.33254504287,47.8472067671546
3,-9262.90441366799,52.0442097718769
3,-5848.21254332511,33.6419651881435
3,-8587.14492031558,48.5122194242272
3,-7706.91742416126,43.3706579298486
3,-7524.30172267507,42.2516137182465
3,-9429.20625751959,52.1862144859065
3,-7791.3357551175,43.1371485100801
3,-6045.04245504371,34.5802966291175
3,-8574.06218702042,47.1705052970623
3,-8856.27864374246,50.315418174941
3,-6040.20386074259,34.7962821614528
3,-6156.57399209337,35.4019000942904
3,-7225.93066931994,41.3676054208291
3,-6276.98057280879,36.1321625167183
3,-6553.56603389268,37.2138061923257
3,-6243.99745398924,35.9287234948754
3,-8386.8972889153,46.8404205452833
3,-9536.77940228554,53.3106800535824
3,-8064.59529062799,44.5734893962438
3,-7301.14138533301,41.3941302451983
3,-7821.90560928992,43.721951628447
3,-9548.35432235942,52.8707418521463
3,-8173.09059989098,45.1904883909557
3,-10018.7733917276,55.8897702669041
3,-7825.35001394013,43.1371485100801
3,-8713.62127165588,48.2387787879738
3,-7273.56261154849,40.5686002786094
3,-7244.56512302177,41.0738573457867
3,-6037.62719233531,33.6419651881435
3,-9697.6357500868,53.7017097057127
3,-6265.63640632004,35.9469602298728
3,-9780.53443048706,55.3477737689886
3,-8654.71302845595,48.2387787879738
3,-9182.94173172768,51.5733128964124
3,-8299.24377587186,45.8333234784952
3,-11572.9165935848,63.0904003254271
3,-9193.63911766762,51.0227825674358
3,-6390.7385712532,34.9242899670498
3,-5133.92701045735,29.1423241585819
3,-9143.66107526005,51.5097383510101
3,-7497.26894096994,41.9469948711824
3,-5871.50144961879,33.5677973289953
3,-11240.3894384401,61.2157178176179
3,-7515.7208657325,42.1831788149447
3,-6664.49189221481,38.1964851596788
3,-8426.68058547748,47.3530702012622
3,-9391.84068456909,52.1188892407143
3,-7145.40889586615,39.7412642743675
3,-6073.51346894732,33.5677973289953
3,-5036.18978639693,29.2102383876542
3,-8877.18592812631,49.7722010210013
3,-9137.31229005797,50.8913489202709
3,-8505.29691716925,47.2174767165528
3,-6915.0141154753,39.0766026143827
3,-7365.54735686026,41.1678653291532
3,-6501.6973520359,36.5386950231552
3,-7628.64222194226,42.2147435486664
3,-6799.20960184114,38.8991558293471
3,-7337.94315971601,40.745643651943
3,-12023.6731922376,67.1718333884145
3,-8204.10382527975,45.6846241976873
3,-6619.5609204248,37.0488101981852
3,-9353.13591727215,51.963410869125
3,-8502.83947018625,47.2330793610779
3,-8466.52028528512,47.4688094250424
3,-6832.0429150459,37.8522325058814
3,-9546.08732093273,52.9522905802393
3,-7347.37538764763,40.4331597993329
3,-7807.50873302067,43.8511235732529
3,-5968.96045143632,33.6032570339548
3,-5852.54134583978,33.5677973289953
3,-6005.87678348966,34.5428032036667
3,-7629.8433921466,42.2516137182465
3,-8099.01558819613,45.3008542742966
3,-12193.3363348246,67.063530155027
3,-8535.23615633562,48.0868403719548
3,-6010.8875412733,33.8864374534358
3,-5970.40348208437,33.6032570339548
3,-8982.67645122697,50.0777321313182
3,-4223.49855444926,24.2763059883588
3,-10534.1208190845,57.8535536314088
3,-9201.36066141423,50.159552538006
3,-8930.2858503165,50.315418174941
3,-7049.37379125729,40.0912084208864
3,-6633.97779920827,37.8688484354031
3,-6913.67092327801,39.4884432356943
3,-8004.6779159606,44.9878213489839
3,-8742.61754945057,49.5386301828671
3,-8333.02795994515,46.3305773729236
3,-7120.53592631274,39.5508728736523
3,-9270.55848619227,52.6823654920766
3,-7995.43695443753,44.616095668332
3,-7739.9504849116,42.8979335094658
3,-8849.62267537631,49.2562898755603
3,-6452.43156764791,36.052210226204
3,-6118.44777427861,35.7660897339295
3,-10754.9857417705,60.3082283460348
3,-9280.2533556359,51.3175590952455
3,-9258.80295856674,51.7108312467818
3,-9150.63684579229,51.0777065582688
3,-8910.94490385005,50.0852259475808
3,-9931.45342867975,56.2455608908023
3,-7306.79772540077,41.0738573457867
3,-10494.0064620511,57.4138344139828
3,-6958.73880548312,38.9850271851374
3,-6000.74924316505,32.995747931219
3,-9449.74707739821,52.5457136479768
3,-8866.6957644328,49.6820761845193
3,-8023.03290192764,44.4285032835222
3,-9735.93463069944,53.495235803316
3,-8742.17777375417,48.7321356975581
3,-8227.92595208969,46.1201171754208
3,-7562.42876314194,42.7633400074891
3,-7966.80581827716,44.1385982731176
3,-6729.33062906175,38.6566186974313
3,-6178.92989426633,35.0241091324013
3,-9372.51766276344,52.0442097718769
3,-5882.18454362511,33.7062304432142
3,-5293.39389004699,30.9495963269829
3,-8479.54817150747,47.8893273838766
3,-7109.86776322478,39.6660378216644
3,-5954.07296710597,33.03179089973
3,-10593.8124000062,59.2110461958728
3,-9081.18806673478,49.5386301828671
3,-6712.70432655996,36.6912571469454
3,-6199.09760894674,34.8909360566644
3,-8870.91040298671,49.4357684649225
3,-7589.50723247466,42.1326665199122
3,-8059.25405944518,44.9878213489839
3,-9007.63684069488,50.8794536270932
3,-6839.47825938042,38.1351974823033
3,-8286.31040919128,47.212171038674
3,-6117.19621902268,34.8909360566644
3,-10477.2300670012,57.5188865689657
3,-8990.20291254419,49.6728006652721
3,-6123.16157132399,35.1180225522077
3,-8894.13826345125,49.5287186039021
3,-8126.25375411667,45.9413028922529
3,-7015.13715569727,38.7754735190023
3,-8415.15786019497,44.9858126225879
3,-7415.95631533464,42.1291555266877
3,-6330.40662224865,34.9242899670498
3,-5968.75612653761,34.2412314477249
3,-9016.0762219104,51.0227825674358
3,-8667.1285972832,48.773385716919
3,-4538.18701868118,26.3344600640347
3,-7008.30864372604,39.5069220813331
3,-6666.85502937056,38.359909518605
3,-7247.40329235755,40.5686002786094
3,-7664.04848183006,43.8788932920175
3,-7596.30092505355,43.0152751590608
3,-8448.4345832941,46.8404205452833
3,-4464.80680579293,26.0341163275509
3,-9901.55970711357,54.4292359428958
3,-9203.42040182824,51.0075686749566
3,-9262.72502064154,50.6440348061543
3,-9949.5889980712,54.3800177220195
3,-10061.3936758028,55.2617193271752
3,-7911.27530118953,44.1477100616924
3,-6903.55755464653,38.6144097920118
3,-5960.62282265835,34.9991769967099
3,-10113.1899383605,56.2119666148415
3,-5488.75550736646,32.5737210365299
3,-8975.84887563768,50.147117872077
3,-8406.15529772834,47.1658888596899
3,-8317.02184970475,46.3864936659522
3,-9286.34818978885,52.3934876582195
3,-6381.10870520463,36.5386270787219
3,-8653.72929069027,47.6033958786076
3,-9372.79820287909,51.8335392476686
3,-4606.37225421045,26.8071025684081
3,-9086.80936833283,50.1030831567564
3,-9407.18801989567,52.1862144859065
3,-10196.1874122074,56.0329781522327
3,-9002.1058918048,49.1848252354327
3,-8771.98314496286,49.1848252354327
3,-8159.21276850855,45.3230708704259
3,-8361.68270200427,47.3977912391957
3,-7589.56740982589,43.5758689402421
3,-7717.22330772962,42.8527986244954
3,-8166.49188177789,46.4372124434457
3,-8966.06169893568,51.4878524010587
3,-7661.27820314637,42.7089046934607
3,-7712.89244079931,43.0152751590608
3,-11792.1805119107,64.8725555129462
4,-3814.75195368151,46.9901555756255
4,-4453.97502599733,52.8688601125948
4,-2891.7093595593,36.6077676784464
4,-2774.66207669603,33.3141066988511
4,-3588.87098088629,42.7934766619586
4,-3545.22535652871,44.5384965668635
4,-4884.98810828398,56.3695256765211
4,-3102.8486122319,38.1728742439964
4,-3267.52831767955,38.934532597926
4,-3222.17770545179,38.5611906637639
4,-1863.45412572497,25.7750043896142
4,-2411.71922563408,31.8982016090151
4,-3582.17750117647,43.5758689402421
4,-3408.27206032049,42.3403881286948
4,-4364.30972320035,53.2607646736902
4,-5019.44324847737,58.5058565142687
4,-2967.74629622852,38.359909518605
4,-4978.72273968707,57.8213421650378
4,-3821.15338425676,46.3583692086941
4,-4329.67948259154,51.5216056477145
4,-3044.22224200307,37.8688484354031
4,-3987.31578407228,48.3732887967662
4,-2859.90733839572,35.9287234948754
4,-5069.14916746106,60.9162120423849
4,-3830.20473677139,46.7121509405397
4,-3899.08186131074,45.2955075645908
4,-3286.53654342303,39.8733915474244
4,-4315.25654130317,51.6494934570067
4,-4011.63703821548,49.8731504442556
4,-4320.87810275187,53.0050921641453
4,-3535.11756626054,41.1678653291532
4,-3161.14009949219,40.1807713932429
4,-2161.76181188871,27.6670741836366
4,-4518.21131653602,54.4012475500348
4,-3516.23027503626,43.4131953137432
4,-2427.76797159502,30.7954918255894
4,-3599.50171444556,42.1480578904766
4,-2693.55027479905,33.5677973289953
4,-3054.00887933397,37.4825868478809
4,-5140.82957632486,58.8447574077685
4,-3465.90511565391,39.9307939906766
4,-3966.06069033636,48.9872955316812
4,-3020.57009135624,37.6623961505675
4,-3250.75768157231,40.7171406530358
4,-3235.69216432367,38.9537283597478
4,-4338.07111620537,53.718254621133
4,-4172.15071167432,48.6054712281583
4,-3936.10072075578,48.5064006657285
4,-2699.54162595868,35.5358551300465
4,-1825.10139543145,24.4044802716763
4,-4515.73649392468,51.7108312467818
4,-3429.69827700759,42.0537199753771
4,-3603.69267643025,44.1553152441199
4,-3985.30575820376,47.610905427606
4,-4693.80566257167,56.3695256765211
4,-3754.6708812928,45.7456297050457
4,-2681.22728741148,34.1680485283775
4,-4050.68932858222,49.1167230207215
4,-3062.29389708027,39.4574682466775
4,-5413.12792512942,64.2860270195187
4,-4443.01505642632,50.8808539711036
4,-3555.97432551407,42.4166334831302
4,-4473.49900578007,52.0381090233435
4,-4937.99877206005,57.9302693168392
4,-2681.98107940464,34.4085799104605
4,-5343.05982894307,61.9284231290107
4,-2946.3913836947,36.7566414033196
4,-3737.47444491597,47.5188557906886
4,-4602.60089719024,53.298431761865
4,-4129.09008560768,50.147117872077
4,-3421.52096114525,42.1831788149447
4,-2273.02763488039,29.6688347468172
4,-4043.21853453055,48.2387787879738
4,-3081.82876045983,38.9850271851374
4,-3312.6498688998,41.2739385023906
4,-3276.46289132167,41.0706973428096
4,-3754.52414098569,44.8795495658018
4,-4411.80801351442,53.6038354974156
4,-2872.37347142758,35.444516475936
4,-3076.92946761728,37.3186036540217
4,-4910.49136814305,54.92027664115
4,-4686.91776313062,56.3695256765211
4,-2889.0470256416,37.3550600743637
4,-4398.19335603213,52.4039760090393
4,-3071.82858216975,38.6701975734836
4,-4283.06098770286,49.8731504442556
4,-4249.63430518762,50.6492010771779
4,-5365.80803243523,61.196295517078
4,-3857.27225390439,45.8321649390369
4,-3269.70864499216,40.0912084208864
4,-4699.69410171795,56.5655734911797
4,-4699.97271497289,56.3695256765211
4,-4469.05529066161,54.1125629980065
4,-1880.56628252918,24.542475238735
4,-2531.49039967138,32.4866280511982
4,-3909.51644258926,48.1219607705004
4,-4601.85441784788,52.6224141333849
4,-3181.92638522278,38.0779238839799
4,-3090.54519539141,37.9872378232265
4,-2257.21719634705,30.5909131290809
4,-2928.69824854784,35.7574698409321
4,-4033.38695030012,46.4605400335586
4,-4712.0957705292,55.9627621894698
4,-3332.53736390723,40.8222672794
4,-3567.15377097482,44.1553152441199
4,-4010.3255853936,47.3701763452814
4,-2634.41972925577,34.2875088748223
4,-3746.33292803496,46.7661215862003
4,-2633.97528771774,31.2691735525947
4,-3398.1323044533,40.8222672794
4,-2985.58349953429,38.6313917655385
4,-4141.38052308707,47.1705052970623
4,-3627.40493289242,44.6221166727406
4,-5565.52020727449,65.4116721173043
4,-4173.90783164733,50.8808539711036
4,-4331.3312392344,51.1496707287271
4,-4586.17840782461,54.7146588307688
4,-4071.0024302514,49.1848252354327
4,-3639.89540836764,45.4940040828772
4,-4643.45397449907,54.3061225324494
4,-5502.74102681488,63.8422263729886
4,-3880.86428592383,48.3200454287975
4,-2264.3933990158,29.2102383876542
4,-3524.20267967908,39.3271897605501
4,-3643.48026258692,44.145086939312
4,-5483.81715958323,64.934991780853
4,-3150.13776531226,39.8440216220583
4,-4202.96207026732,50.0852259475808
4,-3547.5301473752,40.8222672794
4,-3785.17391680002,44.5384965668635
4,-3641.59584366149,45.9038893582131
4,-4042.10329484213,48.145416851035
4,-3947.85639569482,47.3977912391957
4,-3912.4683897962,48.5122194242272
4,-3772.83594819011,44.3302720569009
4,-3005.88298516252,37.0127685997106
4,-2846.20498923927,38.0779238839799
4,-2530.32375062855,31.7155700242722
4,-3820.95527476141,45.8321649390369
4,-2695.26368784404,33.6032570339548
4,-4022.37830935469,49.867367312118
4,-4035.53375308393,46.6945429981225
4,-2839.19474833188,35.7574698409321
4,-3201.79445630096,39.5508728736523
4,-2658.64716117274,34.5428032036667
4,-4043.44106036758,49.1080287777481
