"species","gdd","urban","provenance"
1,-2519.07874635409,1,49.117026440158
1,-1220.44586246813,0,25.8730307043832
1,-2068.85551222251,1,43.7129640396823
1,-2917.27973165403,1,51.2122311418869
1,-2200.42034459542,1,41.3560248294461
1,-2469.07022592279,0,45.4411481059221
1,-1688.90795614084,0,35.8198513165491
1,-2214.96072033499,0,43.7941562967856
1,-1860.75292360536,1,32.8312336399352
1,-2981.5485674844,0,57.5682838105486
1,-2700.98340018044,1,52.9825806105875
1,-2429.95672217831,1,46.9474232640686
1,-1655.54419732269,1,29.0512396183163
1,-1610.83384506509,0,32.7104409578714
1,-3819.15350567853,1,68.6499772471914
1,-2284.5974551785,1,43.2252690664266
1,-1485.84882444348,0,29.0512396183163
1,-2628.09741123297,0,54.0398447706062
1,-2356.55933079102,1,40.5346399044756
1,-2113.77502791896,1,38.4350077070908
1,-2749.4515228738,1,51.3610328617453
1,-2702.65810322207,0,50.3491284788075
1,-2807.05213496877,1,53.7734540154046
1,-2021.32799970572,0,40.3300117615263
1,-1739.85632565489,1,34.1611888369012
1,-2005.12701091175,1,32.036803705747
1,-2250.04159362861,0,47.965275821929
1,-1237.01139016532,1,28.0244647771883
1,-2113.21238962681,0,45.0777667054881
1,-2087.92903616737,0,39.1103399288056
1,-2282.5315546139,0,48.2438538196609
1,-2351.12898204976,1,40.0379230355274
1,-1363.19981385525,0,24.2444824248395
1,-2850.11057459082,0,51.7648602976726
1,-1493.92811937841,0,31.3522402593514
1,-1672.56599375518,1,34.2284735143358
1,-3563.80134706993,0,65.0433665952337
1,-2934.20340151399,0,59.758891925574
1,-2620.89870294809,0,47.99353906724
1,-2323.94722760527,0,44.8310280573687
1,-1628.54761213248,0,37.0996719401252
1,-1443.0205705359,0,32.1641626057925
1,-2738.55253354415,1,47.5265722364231
1,-2427.72615942981,0,51.249096207505
1,-2085.22961563793,0,44.9696122107726
1,-1064.4982027059,1,19.7634599372293
1,-2803.97072251489,1,52.820034748666
1,-932.499207063007,1,19.6433666282359
1,-2437.46370676508,0,49.4054313572604
1,-2433.07444732254,1,43.3059592926945
1,-2082.94010485671,1,38.1423829070128
1,-2348.31421250565,1,41.8847872426943
1,-2486.59354939258,1,46.5992730194231
1,-1818.82796391732,1,41.2689020063624
1,-2837.77743239475,0,57.7115773632294
1,-2180.5225018188,0,40.2422244526719
1,-2542.70193738287,0,51.0054047014985
1,-2424.19325250429,0,44.478551508641
1,-1998.37745556514,1,35.4330256152559
1,-2344.815881471,0,47.946605832743
1,-2549.88454581127,1,54.9970639740766
1,-2860.61522476283,0,50.5564482293642
1,-1925.94364232198,1,35.4330256152559
1,-1411.87564475673,0,32.0480804712185
1,-2439.50488832354,1,39.7378517402219
1,-2017.81883487252,1,42.1612539175714
1,-2160.06318987507,1,49.6386231861257
1,-2343.45175526624,1,38.6410752162751
1,-2943.83960345318,1,52.8773508082835
1,-2891.07194584973,1,54.7187688492447
1,-1589.46600068916,0,34.0092537370085
1,-2437.41009554772,1,42.0903562129068
1,-2554.2088961368,1,52.2019022275863
1,-1383.79369463338,1,32.3448238007418
1,-1304.04387551928,1,26.2491596206719
1,-3044.94262384533,0,56.6178865089192
1,-2368.87483188614,0,48.3203390407056
1,-3233.70861823281,1,56.3855536818185
1,-2283.54685314478,1,34.5911679280499
1,-2478.83263430594,0,47.0619931405553
1,-2715.76177044221,1,54.1007677150904
1,-2303.67761999755,0,45.084172217313
1,-1709.54695806402,0,36.1126011948682
1,-3174.42493508281,0,61.1176487826736
1,-2589.98599944982,0,49.9049647022777
1,-3407.64315338183,1,64.928009770946
1,-2562.87066054812,1,49.4663333104095
1,-2704.04624724901,0,48.7979973304409
1,-2887.50473112285,1,53.6006649926405
1,-2028.12324002467,0,42.0903562129068
1,-2111.31348136458,1,37.1836320189765
1,-1288.47690916389,0,26.3573269635872
1,-2120.58022845069,1,38.6410752162751
1,-1865.59338280068,1,35.286629452629
1,-2683.65552728652,1,49.3608937782658
1,-2650.6493811425,0,43.9895116789331
1,-1683.86181397012,0,31.4913646563543
1,-2214.94167526099,0,46.6597285107118
1,-1599.30956554105,1,30.6481034686799
1,-1732.58887701099,0,39.6309304607072
1,-2525.41104831595,0,46.3088684686142
1,-1453.45262404623,0,33.9585816056297
1,-1400.8059687382,0,29.1773616130219
1,-3901.07925741695,0,70.9219317294657
1,-2008.57330195094,1,35.4452948581727
1,-3047.6985494338,1,51.7930930789677
1,-3407.39418666652,1,56.4992664959134
1,-1679.8866184211,1,34.5088778458266
1,-1858.89297549978,0,38.9781678780629
1,-1245.51469436269,1,24.994761256019
1,-2687.75484037407,0,51.6646990269044
1,-3329.06991781693,1,59.9530877365544
1,-1750.06730447983,1,39.4075787257433
1,-3116.27543498652,1,55.025383199293
1,-2153.54883226127,0,39.4892255842181
1,-2709.81646746963,1,44.3864461675251
1,-2642.89321789274,1,45.4883667715266
1,-2076.02620117725,1,38.6410752162751
1,-3597.84000731838,1,57.8498602240027
1,-2775.58403884936,1,55.9248098349486
1,-1879.66797416759,0,33.6853207635566
1,-3433.08642049192,0,63.413122992532
1,-2676.10608364035,0,53.2095365600182
1,-1526.18365655738,0,34.576388153223
1,-3262.80075136063,0,60.525369801788
1,-2187.59367209398,1,45.0003923357155
1,-2727.16949133607,1,49.6026980388663
1,-2105.69483432205,0,33.485534613879
1,-2290.38057038588,0,51.0472101992442
1,-2128.41559572947,0,40.7725043019298
1,-1377.65578761009,0,27.6619162401202
1,-2009.9718721512,0,37.8929292595574
2,-2681.32394048045,1,42.0143866233986
2,-2178.29798967114,1,35.5415446677336
2,-3809.0667266404,1,59.758891925574
2,-2765.50494746525,0,42.2264896615868
2,-3919.96697955374,1,56.409345992115
2,-3727.498009011,1,57.4515218582522
2,-2895.29687922485,0,46.7280211871601
2,-2329.87856718051,0,37.7215570098792
2,-1213.42981816907,0,19.6433666282359
2,-2816.93328981303,0,50.8063620581826
2,-2250.83229235435,1,33.7117089446448
2,-1599.11074249029,0,34.706958645418
2,-2999.40177590496,1,51.2154253508394
2,-1764.00872281562,1,25.2148586706054
2,-1411.17829996831,0,30.203405910073
2,-1833.79550852263,1,33.2531704151366
2,-3200.82727501492,0,49.6032314570026
2,-3273.36789985729,0,50.9851612306098
2,-2985.23801283677,0,52.2009281542833
2,-2796.89713254592,0,50.0947495550762
2,-3445.48917626072,1,53.2095365600182
2,-3669.55010021862,0,55.6592069980595
2,-1953.2405570003,1,30.0652605509894
2,-1685.61516145149,1,30.0652605509894
2,-2076.11444322741,0,34.432941295406
2,-2794.37954087664,0,46.1651244486154
2,-2216.71379021745,0,38.4635417518037
2,-1616.57358900511,1,26.3739023174175
2,-2600.50678897138,1,38.5195142890865
2,-1751.9067340355,1,28.8359618850281
2,-3371.96188192412,0,52.4853829925217
2,-2976.8137137526,1,50.0734076703912
2,-2804.20373703178,0,46.6494477292793
2,-2333.68841854969,0,40.085732654229
2,-1648.72711112143,0,33.944950502641
2,-2686.1080890854,1,38.9781678780629
2,-2774.10416015776,0,49.4054313572604
2,-3751.73246158084,1,59.9470927722173
2,-1898.20262666619,0,36.8957479932319
2,-2743.66635382603,0,49.5422196625056
2,-3353.1228711988,1,49.3902334280036
2,-4000.01575724637,1,56.5495321389446
2,-2052.35310909077,0,34.8055827421148
2,-3482.28134105701,0,55.671068178433
2,-3303.50815267837,1,48.4674731302238
2,-2412.8330376155,0,38.9781678780629
2,-2172.2120064022,0,35.0351837657227
2,-2602.66925276872,1,42.9617186532886
2,-2966.41237260484,1,44.0204974210082
2,-3398.28430734004,0,51.7694285918108
2,-3126.18985920363,0,56.0000261565974
2,-2829.03665914067,0,45.2186519306474
2,-3107.44741535836,0,51.249096207505
2,-3286.0584046919,1,42.3636913447318
2,-3551.55882718226,1,51.0362430352664
2,-1521.26788883766,0,24.8574887856229
2,-3824.03529507435,0,61.4848575471958
2,-3076.34254254832,1,48.2431429305251
2,-2601.7631380377,0,40.3300117615263
2,-3711.82282806985,1,52.820034748666
2,-3027.1655144403,0,50.0096692918428
2,-3220.47183831948,0,50.172806167193
2,-2178.6845210859,0,37.6929550078066
2,-3104.94192168932,0,52.7133769473292
2,-2800.65905999687,0,50.2208851692533
2,-4509.02177856365,1,68.0771331884993
2,-2185.45298849099,1,35.0474278103448
2,-2410.79886499104,0,45.0262907147083
2,-2078.28301182678,0,31.9134233123333
2,-3063.13961756622,1,49.5681974298896
2,-2524.80634351449,1,36.619577076302
2,-3399.8805185621,1,54.8731663744041
2,-3843.33300827565,1,61.7225055282675
2,-2299.51885472408,0,33.8937054079932
2,-3468.78773777293,0,51.6935645417213
2,-4457.49932308951,1,64.5700891091841
2,-1911.75388018276,1,35.5698686790616
2,-3525.10906578949,1,52.4991394804832
2,-3577.19193712301,0,56.5076652608726
2,-3367.8564504376,1,51.7196576148669
2,-1983.21607564352,0,39.7625045906796
2,-3083.31193050268,0,53.4988135464398
2,-2389.36589591864,0,37.6929550078066
2,-3178.37779142956,0,50.0947495550762
2,-1864.57703498792,1,31.7316715602797
2,-2709.36492889544,0,43.7452528796053
2,-3261.3394032863,1,49.4663333104095
2,-3181.740240875,0,51.6480068408636
2,-3460.03379019658,1,50.6912120749987
2,-3177.35414602605,1,51.6520912005605
2,-2778.93423340438,1,44.1854147669385
2,-2283.47661423355,1,33.9287462309772
2,-1870.66562901684,1,30.5783130631207
2,-2907.6681701072,1,50.8784630486936
2,-3890.43309489812,0,64.3926522467979
2,-4223.37559882447,0,66.8562730032076
2,-2363.52464235063,1,36.7286337685628
2,-2207.91611428839,0,34.4273674902317
2,-3147.12985818677,1,46.9928827285389
2,-3620.10737473868,1,51.8382627234042
2,-3407.20099983247,1,49.274711876433
2,-3275.86720551938,0,57.5682838105486
2,-2896.32759291698,1,39.8672776431219
2,-2910.98128651138,0,48.8983980582199
2,-2096.03595817533,1,29.6261393105896
2,-3082.25198707456,1,45.849726365815
2,-3236.73071785652,1,50.9851612306098
2,-2462.84929411259,1,38.8422192475953
2,-2200.68132264277,1,30.5783130631207
2,-2173.90732255262,1,31.9143144745843
2,-2704.24962508029,0,48.7646614054707
2,-1852.73428324325,1,28.2609685764026
2,-2893.81161326102,0,40.6231042236142
2,-4424.82425063483,0,61.450193994588
2,-2864.92120507883,1,46.9770627135585
2,-3788.9722933813,1,66.8562730032076
2,-2510.82483571522,1,42.2107236333572
2,-1975.21098727881,0,33.6853207635566
2,-2721.80541750905,0,40.3258272694278
2,-2895.86006871909,0,43.913348916703
2,-2783.9945797348,1,43.149009892243
2,-3713.09525609341,0,59.2715605221316
2,-3377.5862570921,0,54.2658962471138
2,-3258.86903427804,0,51.2428816481619
2,-4032.00077822967,0,64.3926522467979
2,-4377.41433884778,0,68.4130348356494
2,-3693.37209491432,1,52.8589577157799
2,-1934.98582863583,0,37.4309883457163
2,-1390.07598176397,1,21.2150526670279
2,-1476.3989667411,1,30.0652605509894
2,-3346.58964247376,0,54.4491679587798
2,-3198.40727145039,1,40.7158179065874
2,-2913.95685469512,0,43.3059592926945
2,-3861.67859446368,0,61.1176487826736
2,-2927.58323819128,1,49.8254239613387
2,-3381.83262922443,0,59.3571426624957
2,-3713.23623813752,1,55.025383199293
2,-4247.72723974012,1,63.413122992532
2,-3508.32053726713,1,55.6849414494351
2,-3504.64178927216,1,53.1016519343229
2,-2857.74608609381,1,40.9577965529064
2,-2614.67294296091,1,44.6885575815489
2,-1394.73759479452,1,21.3981011942304
2,-3559.15806469164,1,49.6619154518618
2,-2578.97999737931,0,41.0634030696443
2,-1888.34803093228,0,38.5327349290262
2,-4243.15103769332,1,63.1180734822028
2,-3320.52194592385,1,47.7940403489915
2,-3597.25052743584,1,46.6597285107118
2,-2307.30039692702,1,34.2284735143358
2,-2660.57072185687,1,41.5960655062417
2,-2355.39323580111,1,36.390287712403
2,-2476.78096489015,1,34.9138095825626
2,-2621.37244822523,1,39.965590587317
2,-3129.38255640174,0,50.5592854723642
2,-1682.84221708341,1,33.6737114497986
2,-2488.96335882407,1,40.6684423307851
2,-2263.54589029282,0,40.7273964843545
2,-3193.84739727037,1,48.0433051402514
2,-3562.29363920407,1,49.5585646472495
2,-3035.36497678653,0,51.0722006372478
2,-4303.60392476967,0,64.928009770946
2,-1981.78584044357,1,34.5911679280499
2,-1895.63930773642,0,36.9794629804103
2,-2272.38564612992,0,42.2710320081941
2,-2965.03192172368,0,50.4731439801172
2,-4172.26529980828,0,55.7637033167354
2,-2819.32229718233,0,43.4680907081094
2,-2312.53733740972,0,39.7052638384968
2,-2369.02072020428,0,42.2642061558743
2,-3405.29279388648,0,53.2190269969602
2,-2946.67055811775,1,45.561326108081
2,-2541.43682881756,0,42.0143866233986
2,-3157.62270605432,1,46.9474232640686
2,-3042.1742707729,0,47.8697439840671
2,-3347.1353216303,0,59.7263146949396
2,-3404.48194931866,1,53.4130825599053
2,-2974.83777710445,0,48.8713459931791
2,-3632.70033301704,0,55.2422069035914
2,-2100.88199726589,0,35.4452948581727
2,-2733.70074139538,0,44.9646015684419
2,-2661.56467830991,1,40.1739487025906
2,-1663.86988781834,0,32.6813555368192
2,-2019.11655624841,0,34.4735295356153
2,-2853.40011852519,1,44.6935612555911
2,-2822.5764406891,0,46.652217155393
2,-3553.75492247934,1,52.820034748666
2,-1607.08029558112,1,28.0554864790983
2,-1931.31735415306,0,31.9134233123333
2,-2347.58617053678,0,44.2888336116644
2,-2625.84986631759,1,41.8507033638596
2,-3286.79642760763,0,50.4731439801172
2,-2967.16212309758,0,49.1171952013414
2,-2021.21227057941,1,31.632901373512
2,-3033.8066317541,0,48.5937380026945
2,-1956.25201215192,1,31.1923968286725
2,-1999.73648521735,0,33.6176059219561
2,-3146.68516724825,1,52.6595728032937
2,-2849.45342108037,0,49.0056025496918
2,-1570.72172640441,1,30.0652605509894
3,-2182.99472243354,0,41.299697577068
3,-1833.28150499886,1,34.5911679280499
3,-1959.0856424835,0,38.2592134161749
3,-2594.02347847003,1,48.7208417829823
3,-2034.05140746577,1,39.076188283428
3,-2888.97216739278,1,49.1467269483372
3,-3011.03703209882,1,48.6252327957701
3,-2618.71749334101,0,52.590413052047
3,-1844.43547271336,0,36.7286337685628
3,-2683.24338868669,0,51.1203012804152
3,-2470.12252879038,0,41.8457425613783
3,-3534.52928825848,0,65.5603368956508
3,-2140.48866053661,0,39.8330217559692
3,-1634.24281059174,0,34.5088778458266
3,-1309.11583398407,0,24.2444824248395
3,-1860.52442427221,1,38.9781678780629
3,-2300.77049894201,0,41.2793479815576
3,-2975.55361842555,0,57.7276268580896
3,-2802.62463352132,0,52.4991394804832
3,-2407.54500434806,0,52.4991394804832
3,-2285.36642185745,0,43.9448105785114
3,-1797.18359280996,0,39.0627311415952
3,-2505.94800765244,0,49.9289340011121
3,-1883.28986025734,0,40.8172418920225
3,-1544.83051744783,1,33.9623643378708
3,-2698.19990976217,1,44.2888336116644
3,-2350.87542973033,0,46.2690294637087
3,-1180.45187088367,1,24.2444824248395
3,-1730.00087176143,0,36.1126011948682
3,-2229.89489768717,1,36.5405956252698
3,-2068.10683161059,0,37.7215570098792
3,-2000.11647199055,0,42.4094125000571
3,-1769.66936915578,0,37.0917012878742
3,-1135.35172662419,0,21.2150526670279
3,-1294.98865760347,0,25.0527338572233
3,-3265.76388163057,0,51.7196576148669
3,-1377.5700743382,0,35.0348658911808
3,-2486.86726129366,0,50.6598110278575
3,-3096.29949927062,0,59.758891925574
3,-2828.36053961325,0,56.6326320381773
3,-2538.2541092315,1,50.2235076053793
3,-2980.92719936215,0,56.0550658723295
3,-3251.56457918916,1,61.3437248148916
3,-663.356801960581,1,15.3303494331503
3,-1791.38210589452,0,35.9405070461143
3,-2958.50182064357,1,61.9950608129547
3,-3175.20033716749,0,59.4468911135124
3,-3093.39512287273,0,54.8002516078014
3,-2427.10652827188,1,46.6597285107118
3,-1774.84943254084,1,32.0002533348307
3,-1527.04487209781,0,27.6402752512504
3,-2424.79312098153,1,45.1423684868272
3,-3127.97369002334,0,59.2715605221316
3,-1941.89981655857,1,39.3165699375652
3,-2117.2376801629,1,43.9895116789331
3,-2003.56816868705,0,39.1103399288056
3,-2517.50586680445,1,43.2406506194355
3,-1813.46931106839,1,34.5536693821795
3,-2072.64221908817,0,32.7104409578714
3,-3546.78834184636,0,61.7225055282675
3,-2848.22370426127,0,52.2009281542833
3,-2689.70878339243,0,54.4192470463288
3,-1202.29273263138,1,31.4709487794429
3,-2940.83431618971,1,60.5661323023298
3,-2659.25338780915,1,52.6671023828886
3,-1851.19757885535,0,33.9585816056297
3,-1900.83628107642,0,37.4216318778774
3,-2478.74797609197,1,44.0203813922672
3,-1381.23098572572,0,30.2433552456713
3,-2473.46995650411,0,44.6885575815489
3,-1952.04685023736,1,40.8172418920225
3,-2163.32361192296,1,46.2960293866942
3,-1877.31514437331,0,38.1663498849826
3,-2280.71453992024,0,48.7472150140039
3,-2125.83932219987,1,36.5995019713901
3,-1774.13170912533,0,38.3253814765398
3,-2736.50206938291,0,50.6912120749987
3,-1406.03902256778,0,33.8937054079932
3,-1373.73579010532,1,19.7634599372293
3,-2501.80637307237,1,40.9232721794298
3,-2577.55552187885,0,48.297243910941
3,-3320.97957362133,1,57.1018379384695
3,-2786.97470059414,1,54.2658962471138
3,-1049.45242277667,1,25.0527338572233
3,-2573.73923632363,1,45.7719850892479
3,-3020.20106303644,1,49.1031978966092
3,-2656.29014771933,1,45.6287531804584
3,-2033.46873173635,1,33.4947435947362
3,-2730.15714732914,1,51.249096207505
3,-2057.79780095642,1,43.2001785571271
3,-2558.27186739848,1,50.880015992125
3,-2291.11438794137,0,45.0158603079437
3,-2444.0395145286,1,45.8674847367917
3,-2836.93875854848,1,51.0054047014985
3,-1877.8875991576,0,37.8929292595574
3,-1804.26904742416,1,36.9794629804103
3,-1085.63694655822,1,25.0527338572233
3,-1687.1402524459,0,33.4372547615554
3,-2421.96251367293,1,47.3313451444922
3,-2290.60498623978,0,50.4878482727673
3,-2344.32989247201,1,42.8238192156412
3,-1992.39627706011,0,46.1651244486154
3,-2583.78409992197,1,44.6897627028499
3,-2761.62310388228,1,48.3022318667655
3,-3384.61476034218,0,64.2151206612696
3,-1895.13384959427,0,37.8438003508034
3,-1953.09691845974,0,39.4075787257433
3,-2439.61633540449,1,39.4426723826673
3,-2480.84947098861,0,51.6646990269044
3,-2632.9360899484,1,49.6026980388663
3,-2280.55355521638,0,44.8310280573687
3,-2448.94228832398,0,48.297243910941
3,-1957.25482319854,1,39.7378517402219
3,-1698.93135916352,1,35.5450729375361
3,-2046.06755304699,1,45.7415858699281
3,-2642.58480768505,0,49.6026980388663
3,-3920.48276494322,1,68.4130348356494
3,-2457.77294873217,1,54.1392105262442
3,-2033.02612817926,0,40.8172418920225
3,-2849.12975483139,1,55.4520323041275
3,-2469.37456822351,0,50.8784630486936
3,-2770.09006925749,1,49.2596670953319
3,-2232.4741757856,0,44.8223721820701
3,-3673.2763132891,0,63.3708054501684
3,-2662.79519194112,0,51.6935645417213
3,-2894.14574917571,0,48.412580310826
3,-2466.39206791422,0,44.2382943822382
3,-1199.70968698997,1,26.3739023174175
3,-2635.11194829741,1,49.8317063054602
3,-2051.55986581458,0,36.6892281268234
3,-2550.16157094915,0,49.0056025496918
3,-1294.01404301622,1,26.3501936184549
3,-3742.31615960478,1,61.2378492154343
3,-3086.00600429302,0,60.7905052582413
3,-2430.89733613284,1,43.7669762709964
3,-2105.3652471819,1,40.9740240614294
3,-2093.70763502491,0,43.3760540716009
3,-3171.70323918232,1,53.4988135464398
3,-2853.359481255,0,52.7259547348899
3,-1205.82945060892,1,21.2150526670279
3,-1324.70734011199,1,27.8793915413186
3,-2540.21809972185,0,46.4992068119647
3,-2552.22898659516,1,47.4733119895417
3,-1485.52113072579,0,35.9680590669874
3,-2234.2969451155,0,42.3712928284917
3,-2119.61982545722,0,39.8330217559692
3,-2116.34657518692,1,40.7158179065874
3,-2257.63031755904,0,46.2690294637087
3,-3018.69764441123,0,52.8773508082835
3,-2177.88124876178,1,43.352604485951
3,-1522.02372712223,0,31.0451927927339
3,-2167.59295004854,1,46.9102104539286
3,-2311.66347173288,1,50.3491284788075
3,-2071.73035482391,0,37.9076134808962
3,-2506.36631041839,0,51.4975400342613
3,-1910.1336948869,1,39.6309304607072
3,-2899.76821408453,1,55.9886803489608
3,-1535.83936694614,1,32.1117721975893
3,-1503.13519448312,1,30.6481034686799
3,-1878.58209741225,0,39.7101427692463
3,-3424.66055026731,1,63.4824894814261
3,-2132.03695099484,0,44.0204974210082
3,-3090.04863399344,1,49.6026980388663
3,-1626.92030338626,0,35.0351837657227
3,-2470.08559983526,0,51.7196576148669
3,-2528.82739412047,1,46.0395933554358
3,-3060.81419903609,1,51.8473736862978
3,-2480.08786692797,0,50.5459430179191
3,-1989.81210005511,1,35.0236860531624
3,-1756.21286149457,1,39.4075787257433
3,-2359.37490924065,0,48.2438538196609
3,-2226.98585186498,0,35.8622991558385
3,-2198.86351319958,1,40.4502784118832
3,-2571.38233374343,1,54.5230724733925
3,-3503.61144127468,1,61.7225055282675
3,-2585.84081638675,0,54.9668901338574
3,-1981.65355890006,1,39.863286743347
3,-944.184880355986,1,24.9729146450247
3,-1996.45405923935,1,35.0348658911808
3,-2397.90343630638,0,56.409345992115
3,-2374.21533704965,0,45.3208170852615
3,-2365.48740832612,0,45.0777667054881
3,-2645.64351766052,0,56.5654516973276
3,-2847.23276133543,1,54.1007677150904
3,-3398.96412113483,1,60.7905052582413
3,-1943.95578913795,1,41.2897468039403
3,-1618.47358928825,0,35.827479197203
3,-3298.7740633503,1,64.2157541750745
3,-1897.71202877451,1,39.1103399288056
3,-2024.64957375419,1,35.1871458158936
3,-2572.57028833411,0,51.7196576148669
3,-3221.74204723535,0,60.5781835827765
3,-2956.02703907777,1,61.1176487826736
3,-2572.41736084518,1,46.53825353906
3,-1982.54109505523,0,44.4526321226354
3,-1809.96607919118,0,39.0627311415952
3,-3035.10083668798,1,53.3178250544799
3,-1530.42252692046,1,32.150253668305
3,-3050.05320282589,1,56.3068695137535
3,-2517.97696408339,1,47.1599065324528
4,510.468338827699,0,34.4755688508833
4,857.269402757538,1,39.4286811046175
4,487.706880255282,0,44.2888336116644
4,532.997023842145,1,45.2913896515725
4,607.646702202996,1,54.1392105262442
4,515.24311810105,0,40.4806333066775
4,469.924033718965,1,56.5091905224799
4,548.435677893277,0,44.9696122107726
4,452.215356018548,1,33.1684456610702
4,514.097164811447,0,35.5924416430105
4,536.246826768281,1,42.1612539175714
4,392.437295788987,1,35.8198513165491
4,394.823622352692,1,30.025993662239
4,590.965455972368,0,49.274711876433
4,710.413554587364,0,49.0056025496918
4,382.878829441969,0,30.025993662239
4,397.827661904125,1,44.9646015684419
4,791.216301015088,0,42.6775556799572
4,626.64416218141,1,41.4917095862672
4,181.869341005787,0,51.7648602976726
4,34.9599983705522,0,49.1467269483372
4,360.156457845157,1,35.286629452629
4,554.708153083584,1,54.6453074613714
4,483.380193735482,1,43.4680907081094
4,698.918505295274,0,52.0078227011313
4,517.913522435612,0,48.5092908844902
4,372.904659777367,1,21.2150526670279
4,517.714629609927,0,39.0824094170989
4,769.394859336392,1,42.5682995573658
4,885.185075305584,0,47.5626887798962
4,940.079533391686,0,30.6481034686799
4,213.399477273022,1,45.536034352207
4,533.338099783376,0,48.8983980582199
4,317.253889638851,0,38.9554629638697
4,561.054206809185,1,59.7263146949396
4,462.159621563552,1,32.9122155772939
4,947.31466969122,0,41.6245410847318
4,279.209719363337,0,39.7625045906796
4,684.327691152851,1,42.5753572508041
4,291.366601627199,1,33.1684456610702
4,604.165346716106,0,51.0054047014985
4,413.960310437938,1,31.872791268852
4,454.563837701394,1,45.5625650508798
4,676.624447139608,0,58.4091690452294
4,758.700757638181,0,35.1029531484411
4,490.667351024331,1,25.8730307043832
4,712.829727067773,0,49.3608937782658
4,462.883630301415,1,55.671068178433
4,471.790936646037,0,43.3760540716009
4,555.865697163274,1,43.2001785571271
4,314.18815033315,1,48.6252327957701
4,456.617167542056,0,26.5527943725562
4,510.386842884422,1,33.006017323771
4,344.302330371443,0,50.4427572235817
4,590.796272611219,0,33.006017323771
4,325.245373807195,1,52.7274060715048
4,369.740492669278,0,33.1928517118885
4,197.021079488543,1,40.5346399044756
4,620.680222097568,1,31.8257175524818
4,460.036458716948,0,39.4073492090996
4,614.05853172198,0,48.5937380026945
4,433.702533100502,1,44.3239734811798
4,531.415309221189,0,32.7104409578714
4,300.35314312603,1,53.6006649926405
4,315.407467914456,0,45.2186519306474
4,454.420020251747,1,52.5898105483354
4,560.774382176757,1,46.2960293866942
4,704.752722564187,0,43.851412773112
4,275.914251170235,0,56.6326320381773
4,438.389499719594,0,44.3603626946546
4,647.520078837556,0,40.1739487025906
4,552.095823059029,0,51.9371873928038
4,648.422980768191,0,45.3208170852615
4,305.344831861666,0,42.2606973966576
4,497.924188024831,0,41.6245410847318
4,653.354064442112,1,31.3522402593514
