"species","utah","urban"
3,1272.82352011852,0
3,973.308981659,1
3,1230.93027720903,0
3,945.231628589863,1
3,1194.57711526754,0
3,950.391659237613,1
3,960.247120348361,1
3,963.459997947535,1
3,909.361331144927,1
3,1200.04831627676,0
3,1242.15173513507,0
3,967.703793628589,1
3,1190.40671279564,0
3,1243.64336895103,0
3,1227.72283014868,0
3,985.239124350523,1
3,1178.51316510572,0
3,961.803390578097,1
3,954.033388088878,1
3,901.493239071125,1
3,966.61045609382,1
3,1232.62338196046,0
3,1212.88422505186,0
3,950.539387320252,1
3,1278.38733251227,0
3,942.731046382028,1
3,997.577687984364,1
3,957.322403998286,1
3,1294.28816623834,0
3,998.921109518548,1
3,982.285449221604,1
3,975.351442771912,1
3,1253.82377315312,0
3,943.250507833303,1
3,1217.16959079305,0
3,1287.62438508084,0
3,1206.19270707097,0
3,956.561252684899,1
3,1193.63599771894,0
3,988.812886534296,1
3,1034.70577434673,1
3,1204.26369879175,0
3,1187.62636605362,0
3,917.939953997903,1
3,1221.1142822395,0
3,1227.52043248853,0
3,996.13217070398,1
3,977.504035767471,1
3,1227.18414879196,0
3,1230.5324812153,0
3,1168.31248165593,0
3,985.31074012766,1
3,1181.59637895288,0
3,1240.57484408388,0
3,1002.72501546993,1
3,1226.35871188017,0
3,1008.60971609174,1
3,1052.32700740673,1
3,926.939076813096,1
3,914.170471556855,1
3,1213.72960571351,0
3,974.717407003993,1
3,969.868329852746,1
3,996.452363088356,1
3,969.598127019593,1
3,1003.34562303776,1
3,1184.87974362124,0
3,1187.39267344814,0
3,1240.18477631109,0
3,1209.853289679,0
3,928.484554675645,1
3,1174.7585187253,0
3,1249.70465660995,0
3,1285.52743518887,0
3,1177.75576815883,0
3,1213.47013069841,0
3,1211.93827422624,0
3,951.443699985888,1
3,931.476812033192,1
3,1200.78074662342,0
3,1022.06679319096,1
3,962.87939542921,1
3,978.985083824623,1
3,990.436971756263,1
3,982.379174868931,1
3,1233.95561558014,0
3,1248.79448324306,0
3,1203.57610664702,0
3,1206.8089420332,0
3,1230.07318303986,0
4,1079.94588352616,1
4,1064.93035494419,1
4,1164.02335938593,0
4,1092.25647588189,1
4,1096.80802847031,1
4,1179.86435566229,0
4,1031.34287189223,1
4,1216.40557098301,0
4,1144.52833843188,1
4,1241.81389037183,0
4,1100.27524975099,1
4,1052.57551435837,1
4,1190.12997828357,0
4,1271.00222719964,0
4,1075.23137120482,1
4,1081.04503899615,1
4,1256.28798242692,0
4,1033.39571688826,1
4,1240.1290424506,0
4,1242.00283431593,0
4,1071.23824436846,1
4,1083.94300056175,1
4,1040.98449680442,1
4,1210.19994721208,0
4,1070.60748620957,1
4,1120.64211281803,1
4,1223.21926508483,0
4,1233.13544927985,0
4,1094.60351653117,1
4,1083.36990696316,1
4,1252.97802302076,0
4,1212.21167257393,0
4,1292.96708083192,0
4,1294.91891258355,0
4,1092.78170497969,1
4,1229.50645416473,0
4,1086.64961698127,1
4,1080.94635432949,1
4,1201.3805662033,0
4,1253.77205866969,0
4,1096.84903444554,1
4,1199.31276445295,0
4,1090.95422581885,1
4,1186.27287761439,0
4,1093.48820958963,1
4,1241.79858145598,0
4,1084.08363637276,1
4,1079.244157312,1
4,1071.28555635203,1
4,1214.95372532694,0
4,1221.47218948749,0
4,1204.32924309316,0
4,1245.39440197796,0
4,1095.04921935185,1
4,1033.04446539848,1
4,1198.68759994998,0
4,1120.54495051201,1
4,1082.8399014904,1
4,1064.62214233173,1
4,1088.49634325633,1
4,1066.14311138948,1
4,1169.4633033271,0
4,1210.39862247867,0
4,1050.42531954333,1
4,1029.67005209242,1
4,1078.32058102913,1
4,1077.10983472329,1
4,1217.93114784275,0
4,1230.4379902878,0
4,1281.62206433618,0
4,1126.35405427553,1
4,1040.28245310739,1
4,1106.19964283052,1
4,1068.54912055873,1
4,1124.89477400642,1
4,1246.4839142319,0
4,1073.42858917833,1
4,1160.74707609158,0
4,1076.97721628069,1
4,1090.67682311833,1
4,1076.87444954847,1
4,1227.29043408167,0
4,1174.4156407882,0
4,1227.2708875104,0
4,1114.3382010928,1
4,1181.23813822039,0
4,1230.1319974063,0
4,1219.04261940914,0
4,1167.33297221513,0
4,1044.0216136696,1
4,1032.78859893178,1
4,1066.41250426031,1
4,1099.87964033751,1
4,1191.67497702272,0
4,1241.75000929867,0
4,1109.92785427802,1
4,1229.55751355162,0
4,1070.08777576027,1
4,1205.17254717432,0
4,1156.4762457803,0
4,1219.71978119148,0
4,1243.73422593507,0
4,1105.62121217051,1
4,1029.29497974112,1
4,1223.37671552992,0
4,1194.41432318123,0
4,1230.50801641423,0
4,1098.39887120569,1
4,1229.22947396842,0
4,1068.27768890736,1
4,1058.1691498544,1
4,1226.60997750461,0
4,1036.64728031328,1
4,1189.39892669814,0
4,1079.76902019528,1
4,1187.15170978508,0
4,1238.16060323058,0
4,1110.67572384091,1
4,1191.58084075181,0
4,1076.71216160922,1
4,1075.25836395471,1
4,1214.52006914968,0
4,1204.48671423793,0
4,1040.85350268029,1
4,1123.91509272386,1
4,1238.38629846033,0
4,1109.83382324203,1
4,1116.05741505432,1
4,1296.20624478182,0
4,1222.5821163488,0
4,1010.6063401562,1
4,1191.55844911531,0
4,1240.42990223763,0
4,1237.63901374201,0
4,1179.37192265062,0
4,1097.69802210501,1
4,1082.98172615528,1
4,1064.48858717076,1
4,1051.11693762735,1
4,1219.75768210754,0
4,1026.81014892366,1
4,1232.68488544977,0
4,1107.16462396013,1
4,1242.61762385794,0
4,1083.98227064701,1
4,1063.05404979476,1
4,1159.31433700322,0
4,1091.19467618416,1
4,1127.39176018668,0
4,1051.41133396064,1
4,1093.24154211726,1
4,1210.63293217099,0
4,1046.68069310893,1
4,1039.58384548133,1
4,1086.16766536971,1
4,1080.23215261507,1
4,1132.95804556435,1
4,1087.28879043642,1
4,1241.03591278563,0
4,1234.36729509723,0
4,1058.5188148823,1
4,1163.91950069734,0
4,1236.30990588713,0
4,1251.44545645409,0
4,1105.32848676704,1
4,1222.87871555058,0
4,1050.1675458681,1
4,1199.35598810909,0
4,1059.32220137086,1
4,1106.3538902627,1
4,1242.42930061523,0
4,1224.62123957125,0
4,1160.35219342762,1
4,1157.59280997734,0
4,1076.77965164092,1
4,1131.43223441068,1
4,1109.08109783339,1
4,1177.27590817648,0
4,1055.40114109618,1
4,1215.8789273384,0
4,1148.20424255223,1
4,1060.37405353527,1
4,1197.96906589698,0
4,1091.925986807,1
4,1223.89510600714,0
4,1084.53639780965,1
4,1073.23589853284,1
4,1217.75687070483,0
4,1159.61228429628,0
4,1295.45081839311,0
4,1071.78326697118,1
4,1077.05300719033,1
4,1268.21168561196,0
4,1226.04874343092,0
4,1166.85880341876,0
4,1171.81355692766,0
4,1080.07470404078,1
4,1185.94969793699,0
4,1205.96025596921,0
4,1079.08052867223,1
5,1291.0516470622,0
5,1042.1830934992,1
5,1028.15419984336,1
5,1111.67535305337,1
5,1070.48498382496,1
5,1083.07514359497,1
5,1315.99251130532,0
5,1287.40766683217,0
5,1096.92643642334,1
5,1229.64075606941,0
5,1294.04113373837,0
5,1061.00166573384,1
5,1051.07748100999,1
5,1037.37941436239,1
5,1271.64493287165,0
5,1028.56542032051,1
5,1285.64234160808,0
5,1315.689154748,0
5,1041.85435362893,1
5,1315.03673323955,0
5,1267.8337346371,0
5,1069.7815119691,1
5,1068.23163265315,1
5,1077.63115588919,1
5,1113.26568500836,1
5,1278.63867207587,0
5,998.557393554156,1
5,1315.62560134692,0
5,996.725053377088,1
5,1261.35689225847,0
5,1068.91781560426,1
5,1076.10841144847,1
5,1290.37371436658,0
5,1273.20911290656,0
5,1033.85689130306,1
5,1255.00753445935,0
5,1242.6997379179,0
5,1037.28399461606,1
5,1068.66098503872,1
5,1049.82160818773,1
5,1036.12292107344,1
5,1059.41065636057,1
5,1272.73240899386,0
5,1261.62561429411,0
5,1069.10202872843,1
5,1056.73868202406,1
5,1278.2594772217,0
5,1333.85606613014,0
5,1069.98020850953,1
5,1292.15562612892,0
5,1238.55807268114,0
5,1055.34120819922,1
5,1313.20748910424,0
5,1224.20234914033,0
5,1106.86150515258,1
5,1258.67482706821,0
5,1268.10385769292,0
5,1213.30201772489,0
5,1300.45386391157,0
5,1041.94863751298,1
5,1294.8943161742,0
5,1293.20120644154,0
5,1093.80281067191,1
5,1225.68245045329,0
5,1244.19358520144,0
5,1294.39936441741,0
5,1111.86972156211,1
5,1310.01877785383,0
5,1273.27231033339,0
5,1363.1040169961,0
5,1082.52457634637,1
5,1236.91466888897,0
5,1075.18980900506,1
5,1052.21124339346,1
5,1251.37500380054,0
5,1277.70947286068,0
5,1032.57302790567,1
5,1035.22524001849,1
5,1089.55648170993,1
5,1265.07263231654,0
5,1098.5326721444,1
5,1234.85121822016,0
5,1003.30901537257,1
5,1249.35396288906,0
5,1269.77610821281,0
5,1033.07591719359,1
5,1315.04149283145,0
5,1233.94786940976,0
5,1092.03746284768,1
5,1231.72698372576,0
5,1077.62069749943,1
5,1029.68772841647,1
5,1252.70403701995,0
5,1085.45108360886,1
5,1267.79698133659,0
5,1265.94245086189,0
5,1288.06036724327,0
5,1071.17162224026,1
5,1048.13156295964,1
5,1034.75667835228,1
5,1097.35685369332,1
5,1044.55937228451,1
5,1308.16322071958,0
5,1265.78246245836,0
5,1075.03452285205,1
5,1021.49849592395,1
5,1079.9333413179,1
5,1221.74241697501,0
5,1221.62028375027,0
5,1250.55405661335,0
5,1083.95720240921,1
5,1320.38079237606,0
5,1270.89685219532,0
5,1025.38440028675,1
5,1083.37177782922,1
5,1316.53052104544,0
5,1051.00090612458,1
5,1071.68271023284,1
5,1066.46723078934,1
5,1100.37581798943,1
5,1018.88661091673,1
5,1294.11509348517,0
5,1054.79590535974,1
5,1122.65728270719,1
5,1065.90318415522,1
5,1051.28986399519,1
5,1244.71147328643,0
5,1262.29682419816,0
5,1069.42416133975,1
5,1300.51817930571,0
5,1062.65902096655,1
5,1241.90694353827,0
5,1276.52410283079,0
5,1065.27431083897,1
5,1251.25427309736,0
5,1321.77763913658,0
5,1250.51360217972,0
5,1070.59656168164,1
5,1073.05369225005,1
5,1267.98189865957,0
5,1229.73227839348,0
5,1271.23396617733,0
5,1322.39100193499,0
5,1220.04961908963,0
5,1043.68241632636,1
5,1220.20787027523,0
5,1146.91058536639,1
5,1031.08504611248,1
5,1280.05354678248,0
5,1033.9432606411,1
5,1282.15166108604,0
5,1132.35688792456,1
5,1093.90247048292,1
5,1096.62181722899,1
5,1047.01489798985,1
5,1311.5274554484,0
5,1101.59729753879,1
5,1089.99289278136,1
5,1031.27029578327,1
5,1029.716375798,1
5,1041.66920864244,1
5,1037.24177783073,1
5,1280.21192751158,0
5,1029.84096089711,1
5,1253.72496321425,0
5,1077.38302167336,1
5,1262.28392943476,0
5,1294.633692617,0
5,1055.32191206332,1
5,1233.96475508544,0
5,1045.36853423026,1
5,1059.14756538665,1
5,1065.40925744568,1
5,1082.58184356517,1
5,1319.90272619963,0
5,1295.33928641442,0
5,1217.94738160878,0
5,1140.57267859795,1
5,1000.95117343485,1
5,1109.83122774105,1
5,1321.75802928653,0
5,1281.32137396352,0
5,1283.02928422692,0
5,1021.52134308739,1
5,1064.61900845073,1
5,1003.06079905463,1
5,1055.590859015,1
5,1273.42138749629,0
5,1044.7002101117,1
5,1226.58573666787,0
5,1058.77247470663,1
5,1270.26802626378,0
5,1070.23780686807,1
5,1077.31307718581,1
5,1296.42841502843,0
5,1254.68348028031,0
5,1060.58328257383,1
5,1244.85768900178,0
5,1076.0935430337,1
5,1057.22743609218,1
6,1222.36403218343,0
6,981.791534563094,1
6,937.760481147687,1
6,955.594461385018,1
6,1229.92638669521,0
6,955.157962356003,1
6,961.502077375375,1
6,1206.90322151475,0
6,1230.99039775569,0
6,1230.44752525802,0
6,971.011715083566,1
6,990.885552960954,1
6,1249.11865356156,0
6,917.187538554411,1
6,985.719339751388,1
6,985.243587754286,1
6,1280.63568194538,0
6,1219.8503007476,0
6,1202.8711590991,0
6,988.676562913054,1
6,928.021099185248,1
6,1200.09111772788,0
6,981.746396143948,1
6,984.321593193715,1
6,1017.73876316793,1
6,915.502324934297,1
6,1234.07438238206,0
6,1217.07841299287,0
6,1226.27120758247,0
6,1192.29225040654,0
6,974.404162037389,1
6,1264.08941246477,0
6,1261.9016015457,0
6,1208.24226081134,0
6,1191.19428812086,0
6,961.139854271009,1
6,1235.41404304253,0
6,1253.00483878081,0
6,1217.72279114124,0
6,1233.2394672129,0
6,1237.58323827741,0
6,1182.29137538555,0
6,1288.64689624387,0
6,1225.40502473418,0
6,1195.61305467417,0
6,1203.03444739898,0
6,1234.62251486619,0
6,961.029440556774,1
6,1209.02948704659,0
6,1202.67066295978,0
6,1233.53964577076,0
6,1222.70709104197,0
6,1247.09110390447,0
6,1197.67664935596,0
6,996.028638138952,1
6,1000.0714882893,1
6,967.319373185811,1
6,1207.73331990663,0
6,963.335385694669,1
6,971.516000257607,1
6,914.096508367058,1
6,1221.4664024557,0
6,1198.7756607934,0
6,949.620673602945,1
6,941.528222441994,1
6,1188.64136223939,0
6,1174.88434117395,0
6,930.119885899316,1
6,883.060761427262,1
6,921.027866688986,1
6,912.127523646427,1
6,1200.71408041536,0
6,1217.79006759789,0
6,1214.58115186741,0
6,995.600572202774,1
6,947.425758939357,1
6,969.560128425966,1
6,1234.54342506744,0
6,925.743408421158,1
6,982.894334184475,1
6,1177.28799914157,0
6,982.193844381266,1
6,985.800769340566,1
6,1218.11184727478,0
6,938.891404636226,1
6,1293.86722607044,0
6,1278.58791625568,0
6,921.571432365582,1
6,968.564693244114,1
6,904.41435974091,1
6,921.948359691299,1
6,1215.53250998048,0
6,1223.80675707503,0
6,894.848802638994,1
6,959.497600127862,1
6,951.636527084487,1
6,919.061538081369,1
6,955.804085944321,1
6,980.323432049951,1
6,1250.72702124158,0
6,978.313898062558,1
6,1231.69913779144,0
6,1160.44623084288,0
6,996.570555448147,1
6,1001.11794627975,1
6,1190.1609839317,0
6,999.335627677843,1
6,1218.3655637094,0
6,1274.4705986743,0
6,1227.68145009652,0
6,1224.65767796674,0
6,950.213120242881,1
6,956.312987039835,1
6,1225.25811903319,0
6,958.252991408403,1
6,1192.88503117538,0
6,1209.36547203362,0
6,1241.73343496607,0
6,1209.45825365515,0
6,956.509950275931,1
6,1189.84733061647,0
6,972.793643309701,1
6,968.136930785648,1
6,924.888402774918,1
6,947.795721822675,1
6,997.648507620374,1
6,921.409314877556,1
6,986.232149311917,1
6,1228.85072095566,0
6,956.694603524404,1
6,951.908348834792,1
6,1226.76184384315,0
6,958.206226891232,1
6,1228.30592365413,0
6,949.775491325186,1
6,1175.79551310397,0
6,1231.81522023912,0
6,1222.06844190593,0
6,942.901619992634,1
6,1239.65858071964,0
6,967.799115799053,1
6,1220.58668431948,0
6,889.467816206112,1
6,929.982306203134,1
6,1224.98986871689,0
6,1145.41762276721,0
6,1270.15622463589,0
6,980.985964867296,1
6,1177.98959586774,0
6,1238.3161687187,0
6,912.755222136809,1
6,941.819255452754,1
6,984.822588550676,1
6,1223.49567006936,0
6,1266.87558616167,0
6,1253.16578867786,0
6,930.776732114523,1
6,938.947630615451,1
6,1228.86027391032,0
6,1212.87237319408,0
6,918.726213968377,1
6,1171.4797956832,0
6,1240.37270105247,0
6,1190.3362210898,0
6,983.171458348296,1
6,982.806468349494,1
6,1210.60644693093,0
6,1162.19587886299,0
6,940.225281680857,1
6,1011.31865582818,1
6,1232.47402949559,0
6,951.132564390423,1
6,1212.65333282526,0
6,949.506752861851,1
6,1008.19909614619,1
6,956.97933182583,1
6,1002.4715098635,1
6,1262.78932156453,0
6,941.675050872548,1
6,911.538798951051,1
6,1202.69572701649,0
6,1254.48739495791,0
6,1220.23314390219,0
6,971.56260513919,1
6,952.008278593989,1
6,980.226070445355,1
6,1213.00498969582,0
6,966.35556515171,1
6,1022.9321729992,1
6,966.227578483537,1
6,1233.85721892893,0
6,894.546883007106,1
6,875.424902176659,1
6,1183.47202712767,0
6,961.387983676755,1
6,1254.59579198345,0
6,967.198310919327,1
6,988.392022522503,1
6,954.483400011158,1
