"id","provenance.lat","provenance.long","genus","species","year","budburst","leafout","last.obs","yr.end","gdd.start","type"
"86259",40.063779,90.741031,"Betula","nigra",2016,111,127,260,366,46,"Treespotters"
"86259",40.063779,90.741031,"Betula","nigra",2017,100,108,202,365,46,"Treespotters"
"86259",40.063779,90.741031,"Betula","nigra",2018,118,125,243,365,46,"Treespotters"
"86259",40.063779,90.741031,"Betula","nigra",2019,107,122,214,365,46,"Treespotters"
"86260",40.063779,90.741031,"Betula","nigra",2015,142,313,240,365,46,"Treespotters"
"86260",40.063779,90.741031,"Betula","nigra",2016,111,125,260,366,46,"Treespotters"
"86260",40.063779,90.741031,"Betula","nigra",2017,101,117,230,365,46,"Treespotters"
"86260",40.063779,90.741031,"Betula","nigra",2018,118,122,257,365,46,"Treespotters"
"86260",40.063779,90.741031,"Betula","nigra",2019,107,122,230,365,46,"Treespotters"
"86261",42.307153,-71.120872,"Betula","nigra",2016,114,130,289,366,46,"Treespotters"
"86261",42.307153,-71.120872,"Betula","nigra",2017,100,118,247,365,46,"Treespotters"
"86261",42.307153,-71.120872,"Betula","nigra",2018,122,122,272,365,46,"Treespotters"
"86261",42.307153,-71.120872,"Betula","nigra",2019,111,126,249,365,46,"Treespotters"
"87754",40.063779,90.741031,"Betula","nigra",2016,112,130,284,366,46,"Treespotters"
"87754",40.063779,90.741031,"Betula","nigra",2017,101,118,241,365,46,"Treespotters"
"87754",40.063779,90.741031,"Betula","nigra",2018,122,125,256,365,46,"Treespotters"
"87754",40.063779,90.741031,"Betula","nigra",2019,110,126,231,365,46,"Treespotters"
"92209",42.307153,-71.120872,"Acer","saccharum",2016,116,130,249,366,46,"Treespotters"
"92209",42.307153,-71.120872,"Acer","saccharum",2017,102,108,254,365,46,"Treespotters"
"92209",42.307153,-71.120872,"Acer","saccharum",2019,209,115,285,365,46,"Treespotters"
"86289",42.307153,-71.120872,"Tilia","americana",2016,94,118,286,366,46,"Treespotters"
"86289",42.307153,-71.120872,"Tilia","americana",2017,98,107,257,365,46,"Treespotters"
"86289",42.307153,-71.120872,"Tilia","americana",2018,121,122,271,365,46,"Treespotters"
"86289",42.307153,-71.120872,"Tilia","americana",2019,115,115,293,365,46,"Treespotters"
"87757",42.307153,-71.120872,"Tilia","americana",2016,94,118,280,366,46,"Treespotters"
"87757",42.307153,-71.120872,"Tilia","americana",2017,109,116,270,365,46,"Treespotters"
"87757",42.307153,-71.120872,"Tilia","americana",2018,123,124,262,365,46,"Treespotters"
"87757",42.307153,-71.120872,"Tilia","americana",2019,113,123,276,365,46,"Treespotters"
"87756",42.307153,-71.120872,"Quercus","alba",2016,115,133,291,366,46,"Treespotters"
"87756",42.307153,-71.120872,"Quercus","alba",2017,117,120,288,365,46,"Treespotters"
"87756",42.307153,-71.120872,"Quercus","alba",2019,113,123,288,365,46,"Treespotters"
"86278",42.307153,-71.120872,"Populus","deltoides",2016,110,136,265,366,46,"Treespotters"
"86278",42.307153,-71.120872,"Populus","deltoides",2017,107,124,247,365,46,"Treespotters"
"86278",42.307153,-71.120872,"Populus","deltoides",2018,117,124,260,365,46,"Treespotters"
"86278",42.307153,-71.120872,"Populus","deltoides",2019,123,123,260,365,46,"Treespotters"
"86279",42.307153,-71.120872,"Populus","deltoides",2017,107,124,236,365,46,"Treespotters"
"86279",42.307153,-71.120872,"Populus","deltoides",2018,117,124,236,365,46,"Treespotters"
"86280",42.307153,-71.120872,"Populus","deltoides",2016,122,136,304,366,46,"Treespotters"
"86280",42.307153,-71.120872,"Populus","deltoides",2017,107,124,239,365,46,"Treespotters"
"86280",42.307153,-71.120872,"Populus","deltoides",2018,117,129,251,365,46,"Treespotters"
"86281",42.307153,-71.120872,"Populus","deltoides",2017,107,124,236,365,46,"Treespotters"
"86281",42.307153,-71.120872,"Populus","deltoides",2018,117,124,236,365,46,"Treespotters"
"86281",42.307153,-71.120872,"Populus","deltoides",2019,123,128,238,365,46,"Treespotters"
"86282",43.13047,-77.604658,"Populus","deltoides",2016,127,133,229,366,46,"Treespotters"
"86282",43.13047,-77.604658,"Populus","deltoides",2017,102,120,236,365,46,"Treespotters"
"86282",43.13047,-77.604658,"Populus","deltoides",2018,117,118,236,365,46,"Treespotters"
"86282",43.13047,-77.604658,"Populus","deltoides",2019,123,128,229,365,46,"Treespotters"
"85757",35.054271,-83.201019,"Aesculus","flava",2016,114,116,189,366,46,"Treespotters"
"85757",35.054271,-83.201019,"Aesculus","flava",2017,107,114,256,365,46,"Treespotters"
"85757",35.054271,-83.201019,"Aesculus","flava",2018,116,117,260,365,46,"Treespotters"
"85757",35.054271,-83.201019,"Aesculus","flava",2019,104,109,257,365,46,"Treespotters"
"85755",35.054271,-83.201019,"Aesculus","flava",2016,111,112,282,366,46,"Treespotters"
"85755",35.054271,-83.201019,"Aesculus","flava",2017,108,108,267,365,46,"Treespotters"
"85755",35.054271,-83.201019,"Aesculus","flava",2018,114,117,272,365,46,"Treespotters"
"85756",35.054271,-83.201019,"Aesculus","flava",2016,110,112,279,366,46,"Treespotters"
"85756",35.054271,-83.201019,"Aesculus","flava",2017,108,108,NA,365,46,"Treespotters"
"85756",35.054271,-83.201019,"Aesculus","flava",2018,114,117,NA,365,46,"Treespotters"
"85758",NA,NA,"Aesculus","flava",2016,110,112,290,366,46,"Treespotters"
"85758",NA,NA,"Aesculus","flava",2017,101,108,NA,365,46,"Treespotters"
"85758",NA,NA,"Aesculus","flava",2018,112,116,192,365,46,"Treespotters"
"85758",NA,NA,"Aesculus","flava",2019,107,107,243,365,46,"Treespotters"
"85751",35.054271,-83.201019,"Aesculus","flava",2016,105,108,282,366,46,"Treespotters"
"85751",35.054271,-83.201019,"Aesculus","flava",2017,108,108,NA,365,46,"Treespotters"
"85751",35.054271,-83.201019,"Aesculus","flava",2018,117,122,199,365,46,"Treespotters"
"86276",42.307153,-71.120872,"Fagus","grandifolia",2016,115,118,290,366,46,"Treespotters"
"86276",42.307153,-71.120872,"Fagus","grandifolia",2017,108,117,278,365,46,"Treespotters"
"86276",42.307153,-71.120872,"Fagus","grandifolia",2019,115,119,272,365,46,"Treespotters"
"86277",42.307153,-71.120872,"Fagus","grandifolia",2016,108,115,NA,366,46,"Treespotters"
"86273",NA,NA,"Fagus","grandifolia",2016,101,115,282,366,46,"Treespotters"
"86273",NA,NA,"Fagus","grandifolia",2017,109,113,NA,365,46,"Treespotters"
"86274",42.307153,-71.120872,"Fagus","grandifolia",2016,115,115,290,366,46,"Treespotters"
"86274",42.307153,-71.120872,"Fagus","grandifolia",2017,108,117,278,365,46,"Treespotters"
"86274",42.307153,-71.120872,"Fagus","grandifolia",2019,107,115,272,365,46,"Treespotters"
"86275",42.307153,-71.120872,"Fagus","grandifolia",2016,101,115,281,366,46,"Treespotters"
"86275",42.307153,-71.120872,"Fagus","grandifolia",2017,103,112,293,365,46,"Treespotters"
"86275",42.307153,-71.120872,"Fagus","grandifolia",2018,121,122,NA,365,46,"Treespotters"
"86266",42.307153,-71.120872,"Carya","glabra",2016,118,122,285,366,46,"Treespotters"
"86266",42.307153,-71.120872,"Carya","glabra",2017,100,117,253,365,46,"Treespotters"
"86266",42.307153,-71.120872,"Carya","glabra",2018,118,122,288,365,46,"Treespotters"
"86266",42.307153,-71.120872,"Carya","glabra",2019,108,111,264,365,46,"Treespotters"
"86263",42.307153,-71.120872,"Carya","glabra",2016,118,118,NA,366,46,"Treespotters"
"86263",42.307153,-71.120872,"Carya","glabra",2017,110,118,253,365,46,"Treespotters"
"86263",42.307153,-71.120872,"Carya","glabra",2018,118,122,258,365,46,"Treespotters"
"86263",42.307153,-71.120872,"Carya","glabra",2019,108,111,264,365,46,"Treespotters"
"86264",43.13047,-77.604658,"Carya","glabra",2016,110,118,NA,366,46,"Treespotters"
"86264",43.13047,-77.604658,"Carya","glabra",2017,100,114,253,365,46,"Treespotters"
"86264",43.13047,-77.604658,"Carya","glabra",2018,119,122,256,365,46,"Treespotters"
"86264",43.13047,-77.604658,"Carya","glabra",2019,108,111,264,365,46,"Treespotters"
"86262",42.307153,-71.120872,"Carya","glabra",2017,118,120,251,365,46,"Treespotters"
"86262",42.307153,-71.120872,"Carya","glabra",2018,123,126,256,365,46,"Treespotters"
"86262",42.307153,-71.120872,"Carya","glabra",2019,111,124,264,365,46,"Treespotters"
"86265",42.307153,-71.120872,"Carya","glabra",2016,122,122,285,366,46,"Treespotters"
"86265",42.307153,-71.120872,"Carya","glabra",2017,100,118,253,365,46,"Treespotters"
"86265",42.307153,-71.120872,"Carya","glabra",2019,108,115,264,365,46,"Treespotters"
"86270",42.307153,-71.120872,"Carya","ovata",2016,110,127,289,366,46,"Treespotters"
"86270",42.307153,-71.120872,"Carya","ovata",2017,105,117,253,365,46,"Treespotters"
"86270",42.307153,-71.120872,"Carya","ovata",2018,122,125,279,365,46,"Treespotters"
"86270",42.307153,-71.120872,"Carya","ovata",2019,108,119,264,365,46,"Treespotters"
"86271",42.307153,-71.120872,"Carya","ovata",2016,130,132,284,366,46,"Treespotters"
"86271",42.307153,-71.120872,"Carya","ovata",2017,105,118,264,365,46,"Treespotters"
"86271",42.307153,-71.120872,"Carya","ovata",2018,118,125,279,365,46,"Treespotters"
"86271",42.307153,-71.120872,"Carya","ovata",2019,108,124,264,365,46,"Treespotters"
"86272",42.307153,-71.120872,"Carya","ovata",2016,125,132,295,366,46,"Treespotters"
"86272",42.307153,-71.120872,"Carya","ovata",2017,112,118,293,365,46,"Treespotters"
"86272",42.307153,-71.120872,"Carya","ovata",2018,118,125,282,365,46,"Treespotters"
"86272",42.307153,-71.120872,"Carya","ovata",2019,108,124,264,365,46,"Treespotters"
"86268",42.307153,-71.120872,"Carya","ovata",2016,130,131,295,366,46,"Treespotters"
"86268",42.307153,-71.120872,"Carya","ovata",2017,105,118,264,365,46,"Treespotters"
"86268",42.307153,-71.120872,"Carya","ovata",2018,118,125,279,365,46,"Treespotters"
"86268",42.307153,-71.120872,"Carya","ovata",2019,110,121,264,365,46,"Treespotters"
"86269",42.307153,-71.120872,"Carya","ovata",2016,130,132,295,366,46,"Treespotters"
"86269",42.307153,-71.120872,"Carya","ovata",2017,105,118,264,365,46,"Treespotters"
"86269",42.307153,-71.120872,"Carya","ovata",2018,118,125,279,365,46,"Treespotters"
"86269",42.307153,-71.120872,"Carya","ovata",2019,108,124,264,365,46,"Treespotters"
"87758",NA,NA,"Quercus","alba",2016,115,282,282,366,46,"Treespotters"
"87758",NA,NA,"Quercus","alba",2017,118,119,278,365,46,"Treespotters"
"87758",NA,NA,"Quercus","alba",2019,117,127,286,365,46,"Treespotters"
"87759",42.307153,-71.120872,"Quercus","alba",2017,110,124,288,365,46,"Treespotters"
"87759",42.307153,-71.120872,"Quercus","alba",2019,117,127,268,365,46,"Treespotters"
"88311",NA,NA,"Quercus","alba",2016,115,282,282,366,46,"Treespotters"
"88311",NA,NA,"Quercus","alba",2017,110,119,285,365,46,"Treespotters"
"88311",NA,NA,"Quercus","alba",2019,117,127,260,365,46,"Treespotters"
"87761",33.786369,-84.303699,"Quercus","alba",2016,115,282,303,366,46,"Treespotters"
"87761",33.786369,-84.303699,"Quercus","alba",2017,117,124,300,365,46,"Treespotters"
"87761",33.786369,-84.303699,"Quercus","alba",2018,122,123,282,365,46,"Treespotters"
"87761",33.786369,-84.303699,"Quercus","alba",2019,111,127,291,365,46,"Treespotters"
"86285",35.054271,-83.201019,"Quercus","rubra",2016,115,282,282,366,46,"Treespotters"
"86285",35.054271,-83.201019,"Quercus","rubra",2017,117,118,285,365,46,"Treespotters"
"86285",35.054271,-83.201019,"Quercus","rubra",2018,122,122,282,365,46,"Treespotters"
"86285",35.054271,-83.201019,"Quercus","rubra",2019,110,118,268,365,46,"Treespotters"
"86286",35.054271,-83.201019,"Quercus","rubra",2016,127,282,282,366,46,"Treespotters"
"86286",35.054271,-83.201019,"Quercus","rubra",2017,119,124,267,365,46,"Treespotters"
"86286",35.054271,-83.201019,"Quercus","rubra",2018,122,125,282,365,46,"Treespotters"
"86286",35.054271,-83.201019,"Quercus","rubra",2019,110,128,268,365,46,"Treespotters"
"86288",35.054271,-83.201019,"Quercus","rubra",2016,115,130,289,366,46,"Treespotters"
"86288",35.054271,-83.201019,"Quercus","rubra",2017,110,119,311,365,46,"Treespotters"
"86288",35.054271,-83.201019,"Quercus","rubra",2018,122,123,296,365,46,"Treespotters"
"86288",35.054271,-83.201019,"Quercus","rubra",2019,107,128,268,365,46,"Treespotters"
"87760",42.307153,-71.120872,"Quercus","rubra",2016,115,127,282,366,46,"Treespotters"
"87760",42.307153,-71.120872,"Quercus","rubra",2017,110,117,288,365,46,"Treespotters"
"87760",42.307153,-71.120872,"Quercus","rubra",2018,122,122,282,365,46,"Treespotters"
"87760",42.307153,-71.120872,"Quercus","rubra",2019,107,113,260,365,46,"Treespotters"
"86287",42.307153,-71.120872,"Quercus","rubra",2016,115,127,282,366,46,"Treespotters"
"86287",42.307153,-71.120872,"Quercus","rubra",2017,110,113,291,365,46,"Treespotters"
"86287",42.307153,-71.120872,"Quercus","rubra",2018,118,122,282,365,46,"Treespotters"
"86287",42.307153,-71.120872,"Quercus","rubra",2019,107,113,260,365,46,"Treespotters"
"92204",42.307153,-71.120872,"Acer","saccharum",2016,109,112,315,366,46,"Treespotters"
"92204",42.307153,-71.120872,"Acer","saccharum",2017,101,108,276,365,46,"Treespotters"
"92204",42.307153,-71.120872,"Acer","saccharum",2019,106,111,278,365,46,"Treespotters"
"92206",42.130481,-70.950015,"Acer","saccharum",2016,115,117,293,366,46,"Treespotters"
"92206",42.130481,-70.950015,"Acer","saccharum",2017,107,113,259,365,46,"Treespotters"
"92206",42.130481,-70.950015,"Acer","saccharum",2019,109,111,263,365,46,"Treespotters"
"92208",42.307153,-71.120872,"Acer","saccharum",2016,121,130,286,366,46,"Treespotters"
"92208",42.307153,-71.120872,"Acer","saccharum",2017,101,113,288,365,46,"Treespotters"
"92208",42.307153,-71.120872,"Acer","saccharum",2019,109,120,269,365,46,"Treespotters"
"92203",44.89206,-122.914957,"Acer","saccharum",2016,130,133,315,366,46,"Treespotters"
"92203",44.89206,-122.914957,"Acer","saccharum",2017,127,131,294,365,46,"Treespotters"
"92203",44.89206,-122.914957,"Acer","saccharum",2018,125,127,292,365,46,"Treespotters"
"92203",44.89206,-122.914957,"Acer","saccharum",2019,120,126,285,365,46,"Treespotters"
"169171",42.307153,-71.120872,"Viburnum","nudum",2019,173,109,287,365,46,"Treespotters"
"166763",42.307153,-71.120872,"Acer","rubrum",2019,103,115,269,365,46,"Treespotters"
"166764",43.765837,-73.756662,"Acer","rubrum",2019,103,111,288,365,46,"Treespotters"
"166765",42.683669,-70.98483,"Acer","rubrum",2019,91,111,263,365,46,"Treespotters"
"166767",42.307153,-71.120872,"Acer","rubrum",2019,106,115,286,365,46,"Treespotters"
"166766",42.307153,-71.120872,"Acer","rubrum",2019,107,111,293,365,46,"Treespotters"
"166780",42.307153,-71.120872,"Hamamelis","virginiana",2019,109,111,261,365,46,"Treespotters"
"166779",42.307153,-71.120872,"Hamamelis","virginiana",2019,109,111,257,365,46,"Treespotters"
"166776",NA,NA,"Hamamelis","virginiana",2019,109,115,251,365,46,"Treespotters"
"166777",NA,NA,"Hamamelis","virginiana",2019,109,109,269,365,46,"Treespotters"
"166778",42.307153,-71.120872,"Hamamelis","virginiana",2019,109,115,269,365,46,"Treespotters"
"166768",45.560024,-73.563159,"Vaccinium","corymbosum",2019,107,111,267,365,46,"Treespotters"
"166769",42.32844,-72.522852,"Vaccinium","corymbosum",2019,106,117,269,365,46,"Treespotters"
"166775",42.307153,-71.120872,"Vaccinium","corymbosum",2019,105,111,250,365,46,"Treespotters"
"166773",NA,NA,"Vaccinium","corymbosum",2019,104,117,NA,365,46,"Treespotters"
"166774",NA,NA,"Vaccinium","corymbosum",2019,104,117,279,365,46,"Treespotters"
"169166",43.765837,-73.756662,"Viburnum","nudum",2019,101,103,267,365,46,"Treespotters"
"169165",43.765837,-73.756662,"Viburnum","nudum",2019,117,103,267,365,46,"Treespotters"
"169167",43.765837,-73.756662,"Viburnum","nudum",2019,117,103,267,365,46,"Treespotters"
"169168",43.765837,-73.756662,"Viburnum","nudum",2019,115,103,267,365,46,"Treespotters"
"ACEPEN_HF_12_12",42.531705,-72.18992,"Acer","pensylvanicum",2017,110,126,311,365,46,"Common Garden"
"ACEPEN_HF_12_2",42.531705,-72.18992,"Acer","pensylvanicum",2017,93,126,NA,365,46,"Common Garden"
"ACEPEN_HF_12_3",42.531705,-72.18992,"Acer","pensylvanicum",2017,110,147,NA,365,46,"Common Garden"
"ACEPEN_HF_12_5",42.531705,-72.18992,"Acer","pensylvanicum",2017,110,126,NA,365,46,"Common Garden"
"ACEPEN_WM_05_12",44.112337,-71.230138,"Acer","pensylvanicum",2017,NA,165,NA,365,46,"Common Garden"
"ACEPEN_WM_05_2",44.112337,-71.230138,"Acer","pensylvanicum",2017,NA,172,NA,365,46,"Common Garden"
"ACEPEN_WM_05_5",44.112337,-71.230138,"Acer","pensylvanicum",2017,NA,187,NA,365,46,"Common Garden"
"ACEPEN_WM_5_12",44.112337,-71.230138,"Acer","pensylvanicum",2017,NA,118,NA,365,46,"Common Garden"
"ACEPEN_WM_5_2",44.112337,-71.230138,"Acer","pensylvanicum",2017,110,126,260,365,46,"Common Garden"
"ACEPEN_WM_5_5",44.112337,-71.230138,"Acer","pensylvanicum",2017,104,126,311,365,46,"Common Garden"
"ACESPI_GR_04_10",44.794942,-71.146683,"Acer","spicatum",2017,NA,165,NA,365,46,"Common Garden"
"ACESPI_GR_04_7",44.794942,-71.146683,"Acer","spicatum",2017,NA,165,NA,365,46,"Common Garden"
"ACESPI_GR_08_7",44.794942,-71.146683,"Acer","spicatum",2017,NA,165,NA,365,46,"Common Garden"
"ACESPI_GR_4_7",44.794942,-71.146683,"Acer","spicatum",2017,104,126,304,365,46,"Common Garden"
"ACESPI_GR_6_7",44.794942,-71.146683,"Acer","spicatum",2017,110,NA,NA,365,46,"Common Garden"
"ACESPI_GR_8_7",44.794942,-71.146683,"Acer","spicatum",2017,NA,126,NA,365,46,"Common Garden"
"ACESPI_SH_02_7",45.932675,-74.02507,"Acer","spicatum",2017,NA,207,NA,365,46,"Common Garden"
"ACESPI_SH_9_10",45.932675,-74.02507,"Acer","spicatum",2017,104,NA,NA,365,46,"Common Garden"
"ACESPI_WM_1_7",44.112337,-71.230138,"Acer","spicatum",2017,NA,147,304,365,46,"Common Garden"
"ALNINC_GR_01_3",44.794942,-71.146683,"Alnus","incana",2017,NA,172,NA,365,46,"Common Garden"
"ALNINC_GR_08_3",44.794942,-71.146683,"Alnus","incana",2017,NA,172,NA,365,46,"Common Garden"
"ALNINC_GR_08_5",44.794942,-71.146683,"Alnus","incana",2017,NA,165,NA,365,46,"Common Garden"
"ALNINC_GR_1_3",44.794942,-71.146683,"Alnus","incana",2017,NA,147,274,365,46,"Common Garden"
"ALNINC_GR_11_1",44.794942,-71.146683,"Alnus","incana",2017,104,126,274,365,46,"Common Garden"
"ALNINC_GR_11_3",44.794942,-71.146683,"Alnus","incana",2017,NA,126,NA,365,46,"Common Garden"
"ALNINC_GR_12_3",44.794942,-71.146683,"Alnus","incana",2017,104,NA,NA,365,46,"Common Garden"
"ALNINC_GR_8_3",44.794942,-71.146683,"Alnus","incana",2017,NA,126,274,365,46,"Common Garden"
"ALNINC_GR_8_5",44.794942,-71.146683,"Alnus","incana",2017,110,126,NA,365,46,"Common Garden"
"ALNINC_HF_05_6",42.531705,-72.18992,"Alnus","incana",2017,NA,172,NA,365,46,"Common Garden"
"ALNINC_HF_09_15",42.531705,-72.18992,"Alnus","incana",2017,NA,165,NA,365,46,"Common Garden"
"ALNINC_HF_09_2",42.531705,-72.18992,"Alnus","incana",2017,NA,164,NA,365,46,"Common Garden"
"ALNINC_HF_09_6",42.531705,-72.18992,"Alnus","incana",2017,NA,165,NA,365,46,"Common Garden"
"ALNINC_HF_09_9",42.531705,-72.18992,"Alnus","incana",2017,NA,165,NA,365,46,"Common Garden"
"ALNINC_HF_1_1",42.531705,-72.18992,"Alnus","incana",2017,NA,126,260,365,46,"Common Garden"
"ALNINC_HF_1_1",42.531705,-72.18992,"Alnus","incana",2017,NA,126,311,365,46,"Common Garden"
"ALNINC_HF_5_6",42.531705,-72.18992,"Alnus","incana",2017,110,NA,239,365,46,"Common Garden"
"ALNINC_HF_7_6",42.531705,-72.18992,"Alnus","incana",2017,147,NA,NA,365,46,"Common Garden"
"ALNINC_HF_8_12",42.531705,-72.18992,"Alnus","incana",2017,110,126,274,365,46,"Common Garden"
"ALNINC_HF_9_15",42.531705,-72.18992,"Alnus","incana",2017,104,126,235,365,46,"Common Garden"
"ALNINC_HF_9_15",42.531705,-72.18992,"Alnus","incana",2017,104,126,246,365,46,"Common Garden"
"ALNINC_HF_9_2",42.531705,-72.18992,"Alnus","incana",2017,NA,126,232,365,46,"Common Garden"
"ALNINC_HF_9_9",42.531705,-72.18992,"Alnus","incana",2017,110,126,268,365,46,"Common Garden"
"ALNINC_SH_01_1",45.932675,-74.02507,"Alnus","incana",2017,NA,172,NA,365,46,"Common Garden"
"ALNINC_SH_04_2",45.932675,-74.02507,"Alnus","incana",2017,NA,172,NA,365,46,"Common Garden"
"ALNINC_SH_05_2",45.932675,-74.02507,"Alnus","incana",2017,NA,172,NA,365,46,"Common Garden"
"ALNINC_SH_06_12",45.932675,-74.02507,"Alnus","incana",2017,NA,165,NA,365,46,"Common Garden"
"ALNINC_SH_06_5",45.932675,-74.02507,"Alnus","incana",2017,NA,172,NA,365,46,"Common Garden"
"ALNINC_SH_4_2",45.932675,-74.02507,"Alnus","incana",2017,104,126,260,365,46,"Common Garden"
"ALNINC_SH_5_2",45.932675,-74.02507,"Alnus","incana",2017,104,126,253,365,46,"Common Garden"
"ALNINC_SH_5_3",45.932675,-74.02507,"Alnus","incana",2017,NA,147,274,365,46,"Common Garden"
"ALNINC_SH_6_12",45.932675,-74.02507,"Alnus","incana",2017,110,126,NA,365,46,"Common Garden"
"ALNINC_SH_6_5",45.932675,-74.02507,"Alnus","incana",2017,NA,126,281,365,46,"Common Garden"
"ALNINC_SH_7_15",45.932675,-74.02507,"Alnus","incana",2017,NA,126,NA,365,46,"Common Garden"
"ALNINC_SH_8_9",45.932675,-74.02507,"Alnus","incana",2017,104,126,263,365,46,"Common Garden"
"ALNINC_WM_01_1",44.112337,-71.230138,"Alnus","incana",2017,NA,207,NA,365,46,"Common Garden"
"ALNINC_WM_05_2",44.112337,-71.230138,"Alnus","incana",2017,NA,172,NA,365,46,"Common Garden"
"ALNINC_WM_1_3",44.112337,-71.230138,"Alnus","incana",2017,104,126,NA,365,46,"Common Garden"
"ALNINC_WM_2_1",44.112337,-71.230138,"Alnus","incana",2017,104,126,NA,365,46,"Common Garden"
"ALNINC_WM_5_1",44.112337,-71.230138,"Alnus","incana",2017,104,147,281,365,46,"Common Garden"
"ALNINC_WM_5_2",44.112337,-71.230138,"Alnus","incana",2017,104,118,NA,365,46,"Common Garden"
"AMECAN_GR_10_2",44.794942,-71.146683,"Amelanchier","canadensis",2017,NA,164,297,365,46,"Common Garden"
"AMECAN_GR_10_3",44.794942,-71.146683,"Amelanchier","canadensis",2017,NA,126,NA,365,46,"Common Garden"
"AMECAN_GR_10_5",44.794942,-71.146683,"Amelanchier","canadensis",2017,104,126,NA,365,46,"Common Garden"
"AMECAN_GR_10_6",44.794942,-71.146683,"Amelanchier","canadensis",2017,110,165,304,365,46,"Common Garden"
"AROMEL_HF_04_8",42.531705,-72.18992,"Aronia","melonacarpa",2017,NA,172,NA,365,46,"Common Garden"
"AROMEL_HF_08_11",42.531705,-72.18992,"Aronia","melonacarpa",2017,NA,207,NA,365,46,"Common Garden"
"AROMEL_HF_10_11",42.531705,-72.18992,"Aronia","melonacarpa",2017,104,165,NA,365,46,"Common Garden"
"AROMEL_HF_10_8",42.531705,-72.18992,"Aronia","melonacarpa",2017,NA,126,NA,365,46,"Common Garden"
"AROMEL_HF_4_4",42.531705,-72.18992,"Aronia","melonacarpa",2017,104,NA,NA,365,46,"Common Garden"
