"species","gdd","urban","method"
2,424.76339848882,0,0
2,231.699026517196,1,1
2,405.617789258849,0,0
2,335.220408683703,0,0
2,324.242146873431,1,0
2,242.643973485123,0,1
2,380.231377239052,0,0
2,203.508873506521,1,1
2,345.511142454781,1,0
2,399.084911277228,0,0
2,394.235062033064,0,0
2,273.661289602177,0,1
2,347.983766505974,1,0
2,370.281940376757,0,0
2,232.384864567294,1,1
2,255.334381957305,0,1
2,381.476965997396,0,0
2,199.59600977414,1,1
2,263.537842731577,0,1
2,241.643113286943,0,1
2,302.361204813049,1,0
2,372.354298498352,0,0
2,247.44060250679,1,1
2,270.093433831153,0,1
2,263.100526192069,0,1
2,175.532474128583,1,1
2,387.734340037101,0,0
2,270.201300917742,0,1
2,214.187141097847,1,1
2,317.298878978856,1,0
2,289.334865291761,0,1
2,237.358097301313,1,1
2,213.376319490177,1,1
2,331.124753952022,1,0
2,390.9058216122,0,0
2,405.430015396909,0,0
2,240.702150663499,0,1
2,323.003760098225,1,0
2,270.11547515642,0,1
2,321.764713839157,1,0
2,266.618882078349,0,1
2,260.708137130808,0,1
2,261.490593084131,0,1
2,392.369910877378,0,0
2,400.539270052082,0,0
2,245.14552989448,0,1
2,227.963609413998,1,1
2,362.648327262344,0,0
2,352.29967429699,1,0
2,173.491004662179,1,1
2,392.90793393622,0,0
2,300.839677136606,1,0
2,272.71237599228,0,1
2,282.116226442977,0,1
2,217.821443335004,1,1
2,271.629249992501,0,1
2,278.82563199796,0,1
2,402.022970939738,0,0
2,300.093980613346,0,1
2,224.121801666996,1,1
2,248.814089902835,1,1
2,388.208856864632,0,0
2,394.92727719299,0,0
2,232.057467391061,1,1
2,186.977817981557,1,1
2,246.604474490407,0,1
2,218.187868164315,1,1
2,261.828769109051,0,1
2,279.51166137295,0,1
2,259.948954164603,0,1
2,396.469202102316,0,0
2,286.123629486869,0,1
2,211.740148036073,0,1
2,360.571613652619,0,0
2,229.370642394748,1,1
2,379.348941803376,0,0
2,411.660227928286,0,0
2,373.814204685371,0,0
2,227.304245008052,1,1
2,265.932359733946,0,1
2,194.533924111657,1,1
2,182.860885080502,1,1
2,208.282801110841,1,1
2,384.032482035971,0,0
2,350.235202274996,1,0
2,229.711010006801,1,1
2,383.342986430939,0,0
2,322.301264715879,1,0
2,244.614099973627,1,1
2,251.213539650682,0,1
2,333.324879285423,1,0
2,370.515760426577,0,0
2,205.835149221007,1,1
2,249.151729406471,0,1
2,249.790219177314,1,1
2,297.600451580007,1,0
2,328.185181946491,1,0
2,285.261153124332,0,1
2,319.144054546943,1,0
2,390.200893599892,0,0
3,259.85226371947,1,1
3,304.576899250421,0,1
3,349.195577764893,1,0
3,261.565006912773,1,1
3,350.180371530009,1,0
3,273.666500994913,1,1
3,261.126062958809,1,1
3,426.514875488834,0,0
3,355.713749972639,1,0
3,340.543253566597,0,1
3,401.568975024587,0,0
3,404.187897637522,0,0
3,329.984090126348,0,1
3,339.062495291819,0,1
3,382.434610333111,0,0
3,282.816627042704,1,1
3,215.581140093039,1,1
3,418.454180886975,0,0
3,443.5025460895,0,0
3,335.418734479197,0,1
3,421.434141954451,0,0
3,349.108689591455,0,1
3,430.510239309775,0,0
3,396.205024380895,0,0
3,407.140100984549,0,0
3,245.707491194156,1,1
3,315.823322399707,0,1
3,380.860030761902,1,0
3,417.212459623197,1,0
3,412.755939833551,0,0
3,281.982654552593,1,1
3,312.025472357711,0,1
3,304.49809308245,0,1
3,335.30410219242,1,0
3,412.516908407516,0,0
3,432.377331575385,0,0
3,410.106294419167,0,0
3,289.426134456556,0,1
3,284.987941690506,1,1
3,325.822696931395,0,1
3,253.473693529268,1,1
3,244.88359499862,1,1
3,393.545292491445,1,0
3,313.192059153454,0,1
3,390.904865252053,1,0
3,366.716727196776,1,0
3,279.781322684208,0,1
3,376.714092502318,1,0
3,332.480377126425,1,0
3,393.101753568649,0,0
3,260.163768354315,1,1
3,376.467914390675,1,0
3,352.085733514237,0,1
3,252.010027155948,1,1
3,307.21292552923,0,1
3,419.467251645035,0,0
3,320.458906575416,0,1
3,416.895581463963,0,0
3,292.071269367413,0,1
3,349.591189903841,0,1
3,410.364412216528,0,0
3,344.805858438182,1,0
3,318.160934449719,0,1
3,328.688476815148,0,1
3,369.356541765726,1,0
3,311.414250781868,0,1
3,286.040206774075,1,1
3,383.947554642621,0,0
3,418.642433738849,0,0
3,268.212889377007,1,1
3,240.129464495532,1,1
3,420.619748264133,0,0
3,422.64964334093,0,0
3,363.02301648464,1,0
3,325.542796961785,0,1
3,285.264826321499,0,1
3,287.096961925882,1,1
3,249.988332642747,1,1
3,385.650849572856,0,0
3,383.480798339212,1,0
3,266.317059266046,1,1
3,418.627817019714,0,0
3,356.551037119784,1,0
3,268.399153760446,1,1
3,272.691883088597,1,1
3,313.576564692177,0,1
3,414.31370796158,0,0
3,269.797711256653,1,1
3,262.0522786126,1,1
3,220.215213926895,1,1
3,303.639968791082,0,1
3,305.659479520826,0,1
3,242.825251735915,1,1
3,282.714032852057,1,1
3,418.122820524521,0,0
3,451.93326529552,0,0
3,305.638340954878,0,1
3,245.486173117473,1,1
3,412.369974636101,0,0
3,319.949952337283,0,1
3,330.840499790458,0,1
3,263.515648997175,1,1
3,440.986519935244,0,0
3,325.237930836712,1,0
3,436.011877885573,0,0
3,357.763570642509,1,0
3,336.029432585959,1,0
3,356.713775740997,1,0
3,312.859163229468,0,1
3,369.702777046378,1,0
3,340.70019046323,1,0
3,398.527228245934,1,0
3,346.34790700267,1,0
3,252.537177574823,1,1
3,331.930248387646,0,1
3,253.353298368068,1,1
3,263.318726809812,1,1
3,283.936766971588,1,1
3,295.733208065547,0,1
3,377.035907834522,1,0
3,264.537058247518,1,1
3,320.735917248501,0,1
3,299.206996582554,0,1
3,422.788536944664,0,0
3,301.971827491172,0,1
3,325.141379932672,0,1
3,287.820675149759,1,1
3,334.056661842625,0,1
3,413.780875163381,0,0
3,420.57971434049,0,0
3,433.174409393447,0,0
3,279.76815399475,1,1
3,333.825061761958,1,0
3,421.497050356534,0,0
3,360.318686103008,1,0
3,244.166189835187,1,1
3,424.841544849861,0,0
3,306.488515856188,0,1
3,425.047820058361,0,0
3,398.607557908987,0,0
3,400.203023705045,0,0
3,404.050680455937,0,0
3,350.918974794041,1,0
3,268.89072619796,1,1
3,331.804301340398,0,1
3,394.389414059454,1,0
3,405.071987050121,0,0
3,375.062075671891,1,0
3,430.545621099664,0,0
3,279.097553902658,1,1
3,296.403171254027,0,1
3,296.195069404529,0,1
3,304.845882430133,0,1
3,322.529910980033,0,1
3,364.731378609953,1,0
3,363.981759097508,1,0
3,382.407532306942,1,0
3,284.085343499033,1,1
3,367.888778858861,0,0
3,278.931033302525,1,1
3,317.865443816523,0,1
3,294.626523900838,0,1
3,305.828288628387,0,1
3,305.658648193066,0,1
3,330.415033274412,0,1
3,338.961436469404,1,0
3,418.393494045098,0,0
3,353.152164844918,1,0
3,278.964690762483,1,1
3,360.836919369996,1,0
3,418.967258252886,0,0
3,385.820755367266,0,0
3,435.456841717614,0,0
3,411.347427086592,0,0
3,372.722735304611,1,0
3,234.724114553882,1,1
3,383.933249046048,0,0
3,261.247714650962,1,1
3,360.001011704291,1,0
3,387.953904620634,0,0
3,420.569841174866,0,0
3,305.88080644111,0,1
3,420.755005560135,0,0
3,275.069047132931,1,1
3,265.648762969473,1,1
3,243.391738398384,1,1
3,389.370966474285,0,0
3,321.588899645437,0,1
3,246.717851238089,1,1
3,294.972371187383,1,1
3,402.847695457181,0,0
3,308.728064715971,0,1
3,398.860522650796,0,0
3,263.466701551039,1,1
3,216.330025300384,1,1
3,415.282583642376,0,0
3,353.030200198628,0,1
3,272.60401586116,1,1
3,369.846592081835,1,0
3,286.442714182918,1,1
4,214.56791154423,1,1
4,158.350110059032,1,1
4,313.132430684764,1,0
4,245.12966356451,0,1
4,325.680902719216,0,0
4,289.106772794066,1,0
4,316.103576114774,0,0
4,220.33532686591,0,1
4,205.807340967898,1,1
4,347.596151546737,0,0
4,284.627473590417,1,0
4,269.887940208234,1,0
4,252.70913701618,1,0
4,204.219046534395,0,1
4,271.117254010792,1,0
4,254.103121496373,0,1
4,340.134814459014,0,0
4,333.622569871405,0,0
4,258.816755608943,1,0
4,239.26246365917,0,1
4,338.880219554609,0,0
4,312.818302120714,1,0
4,317.076234761912,1,0
4,343.968090782445,0,0
4,202.658952714149,1,1
4,222.822817687075,1,1
4,301.589153736216,1,0
4,358.450757844524,0,0
4,273.912609127582,1,0
4,118.888760588691,1,1
4,320.44652457119,0,0
4,191.327532077846,1,1
4,169.098554323488,1,1
4,324.118771409357,0,0
4,363.016200737395,0,0
4,264.907084246777,1,0
4,347.674721334307,0,0
4,205.28662349586,0,1
4,204.228676058342,1,1
4,366.093437300902,0,0
4,254.465183869044,0,1
4,187.29937802641,1,1
4,308.994793370395,1,0
4,199.678464514383,1,1
4,320.751439246416,0,0
4,204.436484178042,1,1
4,310.222851826879,0,0
4,256.00101610666,0,1
4,254.38872172608,1,0
4,234.916687819953,0,1
4,335.546885494545,0,0
4,307.696197790748,1,0
4,338.126316702467,0,0
4,195.021681170208,1,1
4,211.851184253701,0,1
4,150.256228866731,1,1
4,359.95595363857,0,0
4,280.399749047568,1,0
4,323.367821210207,1,0
4,249.872107564306,0,1
4,296.720702642111,1,0
4,343.294879399208,0,0
4,219.950087696357,0,1
4,201.010534407493,1,1
4,275.464641425204,1,0
4,237.08536925548,0,1
4,180.273524312856,1,1
4,324.235688466272,0,0
4,243.699475337661,0,1
4,214.14586378961,1,1
4,211.751897707964,1,1
4,349.818755555828,0,0
4,280.876641306275,0,1
4,289.832891356503,1,0
4,350.653937189674,0,0
4,264.78700926183,0,1
4,256.030254855266,0,1
4,290.980860718437,0,0
4,301.971318595409,1,0
4,295.086290145413,1,0
4,194.725984155622,1,1
4,320.039169731308,1,0
4,224.941457658853,0,1
4,269.940249616902,1,0
4,280.359015250288,1,0
4,261.530214158019,1,0
4,289.202324134072,1,0
4,324.024457958058,0,0
4,271.12415237346,1,0
4,245.458524623891,0,1
4,240.172493960808,0,1
4,224.895852797719,1,1
4,195.947144060938,1,1
4,269.627566224907,0,1
4,263.220655371721,0,1
4,275.943327253296,0,1
4,292.623322621707,1,0
4,192.941608004154,1,1
4,320.273849583226,0,0
4,354.668640070699,0,0
4,265.702635978492,1,0
4,213.857292540453,1,1
4,272.129146373423,0,0
4,227.541165590373,1,1
4,286.617628091032,1,0
4,342.820482362201,0,0
4,330.754263032712,1,0
4,317.692417987206,0,0
4,351.940111223014,0,0
4,290.095481487244,1,0
4,234.586043867937,0,1
4,205.843333037721,1,1
4,190.59583158767,1,1
4,334.498413890202,0,0
4,304.886154605473,1,0
4,204.736548894529,1,1
4,192.962926178742,1,1
4,274.170999932195,1,0
4,196.449415792337,1,1
4,347.79093653538,0,0
4,361.649251309542,0,0
4,243.06752116958,1,1
4,348.928538012403,0,0
4,281.643210836289,1,0
4,340.314473672363,0,0
4,249.824757089762,1,0
4,197.245941100492,1,1
4,241.286961142506,0,1
4,231.904301063918,0,1
4,361.963706651307,0,0
4,206.396364984515,1,1
4,212.256439065246,1,1
4,287.177918911153,1,0
4,330.086829524356,0,0
4,209.48352007227,1,1
4,235.297696679933,0,1
4,191.413057062982,1,1
4,211.054837151269,1,1
4,338.483601724948,0,0
4,148.414854636113,1,1
4,287.741093999824,1,0
4,330.993694627128,0,0
4,289.786974393197,1,0
4,283.891839392346,1,0
4,226.268031852213,0,1
4,258.920396305854,0,1
4,342.026929128185,0,0
4,239.954141130627,0,1
4,370.32765921023,0,0
4,299.192137119841,1,0
4,281.618391489187,1,0
4,213.443014696366,1,1
4,177.061939806879,1,1
4,352.648108069117,0,0
4,308.545370355822,1,0
4,261.439446554099,0,1
4,198.290155671089,0,1
4,301.289742187345,1,0
4,206.080341365092,0,1
4,367.459205019952,0,0
4,293.021406726971,1,0
4,181.980271585627,1,1
4,320.208391167542,1,0
4,276.623828352245,0,1
4,351.158149594379,0,0
4,162.480754118613,1,1
4,260.425056514786,0,1
4,328.293149315168,0,0
4,308.973869473352,1,0
4,290.776658906289,1,0
4,206.482301785447,1,1
4,186.080392510564,1,1
4,337.173109909023,0,0
4,281.441316902355,1,0
4,366.648043944664,0,0
4,168.496519912994,1,1
4,189.637544462368,1,1
4,250.971238838392,0,1
4,382.562845942557,0,0
4,253.338215521057,0,1
4,311.193834997526,1,0
4,221.608781876995,0,1
4,184.715469987138,1,1
4,210.393465023817,1,1
4,336.309299800738,0,0
4,225.832512035565,0,1
4,254.523421119679,1,0
4,227.460993248308,0,1
4,196.228186230619,1,1
4,351.550763871766,0,0
4,238.021728174274,0,1
4,294.535371527757,1,0
4,367.856727840812,0,0
4,345.51435333975,0,0
4,274.279675243847,1,0
4,258.501975105882,0,1
4,292.485553697094,1,0
4,322.663700859898,1,0
4,338.805792644417,0,0
4,200.718966985277,1,1
5,359.244228022429,1,0
5,367.595278276387,1,0
5,409.016490911417,0,0
5,433.857591330656,0,0
5,282.590209622018,0,1
5,369.937924826668,1,0
5,264.366662906798,1,1
5,245.573420707012,1,1
5,279.093482565313,1,1
5,331.536767104178,0,1
5,425.041785603693,0,0
5,374.257876417425,0,0
5,297.738426322837,0,1
5,426.169940387301,0,0
5,249.262776694037,1,1
5,271.172175386581,1,1
5,318.658445928332,1,0
5,297.382527799416,1,1
5,410.964274735772,0,0
5,335.312883600829,1,0
5,358.284056727564,1,0
5,259.205246976788,1,1
5,284.424762550492,1,1
5,317.911112260082,1,0
5,235.936027917398,1,1
5,325.213637475465,0,1
5,295.814336795555,0,1
5,425.520954143171,0,0
5,345.075128898428,1,0
5,353.831364264996,1,0
5,241.623944110375,1,1
5,334.721678261989,1,0
5,309.007594195826,0,1
5,424.641586817936,0,0
5,412.322415069369,0,0
5,419.683191378392,0,0
5,311.149671002996,1,0
5,273.252110231865,1,1
5,269.948254350856,1,1
5,420.768712450976,0,0
5,268.934477110874,1,1
5,396.257919333142,0,0
5,385.816236243377,0,0
5,419.197067190992,1,0
5,265.43465968267,1,1
5,425.505378185493,0,0
5,339.718446553753,0,1
5,429.743829967531,0,0
5,318.297952684968,0,1
5,267.303318825024,1,1
5,396.647733123765,0,0
5,221.639699122456,1,1
5,262.160779215457,1,1
5,282.692224649599,1,1
5,342.812528022009,1,0
5,420.610523028114,0,0
5,386.83635364441,0,0
5,274.921857809781,1,1
5,315.251490194248,0,1
5,397.001179062277,0,0
5,320.296551969332,0,1
5,330.563924078369,0,1
5,339.258977556869,1,0
5,318.607600635713,0,1
5,382.071816636447,0,0
5,344.621499693803,1,0
5,278.078457943116,0,1
5,259.001585405145,1,1
5,273.510681455114,1,1
5,356.506096784775,0,1
5,311.479010909168,1,0
5,262.449043078951,1,1
5,396.323538668044,0,0
5,304.503482597649,1,0
5,414.36276097491,0,0
5,315.769186669654,0,1
5,389.736665637635,1,0
5,296.778028002972,0,1
5,354.050027194688,1,0
5,307.676261657731,0,1
5,323.279116869559,0,1
5,423.156505166108,0,0
5,249.653774628998,1,1
5,244.509546598673,1,1
5,331.920072717912,0,1
5,364.635910659565,0,1
5,379.013245294757,0,0
5,392.569447945967,0,0
5,321.390257578257,0,1
5,334.499365478535,1,0
5,306.877847903159,0,1
5,387.072949173392,0,0
5,331.446776381965,1,0
5,251.267324359243,1,1
5,328.777131678122,0,1
5,268.66923753725,1,1
5,391.141505656434,0,0
5,418.294330721928,0,0
5,248.027924690591,1,1
5,279.361357797898,1,1
5,352.097435197714,1,0
5,227.680892823328,1,1
5,223.270929733523,1,1
5,358.976647371758,1,0
5,269.581401396327,1,1
5,355.222070967778,1,0
5,345.555662047396,1,0
5,336.266613152573,0,1
5,304.052742595889,0,1
5,316.962862725117,0,1
5,398.264924971476,0,0
5,383.047982213165,0,0
5,345.002949366051,1,0
5,319.748736736569,0,1
5,341.567228191482,1,0
5,296.191251062644,0,1
5,247.421459221105,1,1
5,248.835237520115,1,1
5,438.920031548177,0,0
5,324.397339527012,1,0
5,244.916303451812,1,1
5,309.392670944098,0,1
5,348.682839657422,1,0
5,281.906529089543,1,1
5,398.182682648788,0,0
5,337.325960619836,0,1
5,266.912908192363,1,1
5,437.450361958072,0,0
5,351.615614474151,0,1
5,336.349059797442,0,1
5,303.081043969904,0,1
5,313.879531812153,0,1
5,398.996854094551,0,0
5,269.508180208064,1,1
5,283.116392957409,1,1
5,419.275998949579,0,0
5,318.367794666115,0,1
5,389.107942961433,0,0
5,314.851511597062,0,1
5,216.776068833473,1,1
5,356.063327923914,1,0
5,340.016737048091,1,0
5,248.91527826438,1,1
5,255.332843870438,1,1
5,284.42884574699,1,1
5,325.753241816758,1,0
5,396.988042195886,0,0
5,277.776998685571,1,1
5,326.446171714089,1,0
5,425.361017876435,0,0
5,263.59944036568,1,1
5,236.10400245704,1,1
5,427.578717877404,0,0
5,291.060434391456,0,1
5,310.764738461615,1,0
5,295.013912195499,1,1
5,298.265665917689,1,1
5,258.407604177134,1,1
5,388.710862770114,0,0
5,245.212379433544,1,1
5,226.506952998693,1,1
5,383.256712187806,0,0
5,344.610306886449,1,0
5,294.293643254731,0,1
5,258.378068766038,1,1
5,414.954038636538,0,0
5,302.932177153278,0,1
5,303.431424017911,0,1
5,422.950011439247,0,0
5,409.962890793023,0,0
5,342.800413584853,1,0
5,405.528413916397,0,0
5,392.841063461466,0,0
5,233.418738408239,1,1
5,254.690538742321,1,1
5,317.73871727593,1,0
5,340.912098451342,1,0
5,397.479109857946,0,0
5,413.550570424352,0,0
5,261.404053346453,1,1
5,395.689803539063,0,0
5,357.164131240928,1,0
5,339.707403438048,1,0
5,343.015238046432,0,1
5,336.78924028612,1,0
5,317.303737085147,0,1
5,353.123270164496,1,0
5,232.101822443657,1,1
5,293.957783561976,0,1
5,371.965188366307,0,0
5,320.060431553773,1,0
5,324.317144677108,0,1
5,309.883064005094,0,1
5,247.512501562064,1,1
5,307.443178437232,0,1
5,278.600937065013,0,1
5,335.537073967796,1,0
5,400.51415634819,0,0
5,430.821961720033,0,0
5,419.167704268067,0,0
6,363.109206781708,0,0
6,235.29533584847,1,1
6,216.003360832553,1,1
6,292.891119887635,0,1
6,271.424860818729,0,1
6,289.356658469245,0,0
6,305.158214980208,1,0
6,281.429236647148,0,1
6,284.323181378969,1,0
6,293.264225696192,0,1
6,351.484506562307,0,0
6,224.710492006131,1,1
6,222.469878368339,1,1
6,310.518162748223,0,0
6,318.386544855592,1,0
6,280.820485644352,1,0
6,340.005723738199,0,0
6,206.957620126162,1,1
6,368.273496619971,0,0
6,387.254829415974,0,0
6,386.344985133657,0,0
6,285.4680390792,0,1
6,259.817591639234,1,1
6,276.371718712191,0,1
6,370.02599593945,0,0
6,328.409387700238,1,0
6,325.696773752133,1,0
6,312.553132634873,1,0
6,373.123495038712,0,0
6,319.710327946412,0,1
6,386.507476876526,0,0
6,321.462416424787,1,0
6,377.896639151468,0,0
6,237.078724409069,1,1
6,311.251774845339,1,0
6,210.20722356994,1,1
6,298.883176249597,1,0
6,376.88459181269,0,0
6,358.321359758626,0,0
6,213.699581321908,1,1
6,273.739565234013,1,1
6,246.933718362817,0,1
6,204.385767068634,1,1
6,332.002630343466,0,0
6,234.423886547886,1,1
6,262.501455530164,0,1
6,216.689990248943,1,1
6,244.43672215805,0,1
6,403.406200377332,0,0
6,308.728304080039,1,0
6,299.628232855847,0,1
6,353.325243112486,0,0
6,289.671540192734,1,0
6,369.229600273799,0,0
6,221.83961460025,1,1
6,389.129060986846,0,0
6,335.559734245525,1,0
6,262.066682824758,1,1
6,324.145941403501,0,0
6,329.41759998119,0,0
6,226.61461638272,1,1
6,368.065749345516,0,0
6,295.487738809858,1,0
6,242.381295969408,1,1
6,339.3890912947,0,0
6,323.024117668548,1,0
6,222.680169578681,1,1
6,263.497464002325,0,1
6,343.246060762287,0,0
6,219.605871845212,1,1
6,265.683695336564,1,1
6,272.492757867718,0,1
6,325.899859945828,0,0
6,298.202621173326,0,1
