DATE,  TREE ID,  TAG,FOPEN,FPAST,LF COLOR,LF FALL,CIRCUIT,COMMENTS,TOTAL LF
8/27/18,QURU-03,PP084,-99,-99,0,0,36,,
8/27/18,PRSE-02,PP086,-99,-99,3,0,37,,
8/27/18,BEPA-07,PP087A,-99,-99,0,0,38,new tree fall 2016,
8/27/18,BEPA-06,PP088A,-99,-99,0,0,39,new tree 2014,
8/27/18,BEPA-05,PP089A,-99,-99,0,0,40,new tree fall 2012,
8/27/18,FRAM-07,PP091A,-99,-99,0,0,41,new tree spring 2008,
8/27/18,FAGR-04,PP092,-99,-99,0,0,42,,
8/27/18,QUAL-03,PP093,-99,-99,0,0,43,,
8/27/18,ACSA-02,PP095,-99,-99,0,0,44,,
8/27/18,FRAM-03,PP096,-99,-99,0,0,45,,
8/27/18,ACSA-04,PP103A,-99,-99,5,0,46,new tree fall 2007,
8/27/18,PRSE-04,PP104A,-99,-99,0,0,47,,
8/27/18,QURU-04,PP105,-99,-99,0,0,48,,
8/27/18,ACRU-05,PP106,-99,-99,7,0,49,,
8/27/18,FRAM-08,PP108A,-99,-99,3,0,50,new tree fall2014,1
9/9/18,AMSP-01,PP003,-99,-99,5,1,1,,
9/9/18,FRAM-09,PP004A,-99,-99,3,0,2,new tree fall 2017,
9/9/18,PRSE-01,PP005,-99,-99,3,0,3,,
9/9/18,ACRU-01,PP008,-99,-99,1,0,4,,
9/9/18,AMSP-02,PP011,-99,-99,1,0,5,,
9/9/18,ACSA-01,PP012,-99,-99,1,0,6,,
9/9/18,BELE-01,PP013,-99,-99,1,0,7,ice storm damage,
9/9/18,BEAL-01,PP014,-99,-99,1,0,8,,
9/9/18,QURU-01,PP016,-99,-99,0,0,9,,
9/9/18,QUAL-05,PP019B,-99,-99,0,0,10,new tree 2005,
9/9/18,FAGR-01,PP020,-99,-99,0,0,11,,
9/9/18,ACPE-01,PP022,-99,-99,3,0,12,,
9/9/18,QUVE-01,PP024,-99,-99,0,0,13,ice storm damage,
9/9/18,BEPA-08,PP031A,-99,-99,1,0,14,new tree fall 2017,
9/9/18,ACRU-02,PP033,-99,-99,1,0,15,,
9/9/18,ACPE-02,PP035,-99,-99,1,0,16, ,
9/9/18,NYSY-04,PP037A,-99,-99,3,0,17,,
9/9/18,FAGR-07,PP039B,-99,-99,0,0,18,new tree spring 2017,
9/9/18,ACPE-03,PP040,-99,-99,0,0,19,,
9/9/18,BEAL-02,PP042,-99,-99,0,0,20,,
9/9/18,BELE-02,PP043,-99,-99,0,0,21,,
9/9/18,FAGR-06,PP046A,-99,-99,0,0,22,new tree 2004,
9/9/18,AMSP-03,PP056,-99,-99,2,0,23,,
9/9/18,NYSY-02,PP057,-99,-99,2,3,24,,
9/9/18,BEAL-03,PP059,-99,-99,3,0,25,,
9/9/18,NYSY-03,PP059A,-99,-99,7,2,26,,
9/9/18,QURU-02,PP061,-99,-99,0,0,27,,
9/9/18,ACRU-03,PP063,-99,-99,0,0,28,,
9/9/18,ACPE-04,PP067,-99,-99,8,0,29,,
9/9/18,QUVE-05,PP069A,-99,-99,0,0,30,new tree spring 2017,
9/9/18,ACRU-04,PP074,-99,-99,5,1,31,,
9/9/18,QUAL-02,PP075,-99,-99,0,0,32,,
9/9/18,BELE-03,PP079,-99,-99,0,0,33,,
9/9/18,QUVE-03,PP081,-99,-99,1,0,34,,
9/9/18,QUVE-04,PP083,-99,-99,0,0,35,,
9/9/18,QURU-03,PP084,-99,-99,0,0,36,,
9/9/18,PRSE-02,PP086,-99,-99,8,0,37,,
9/9/18,BEPA-07,PP087A,-99,-99,0,0,38,new tree fall 2016,
9/9/18,BEPA-06,PP088A,-99,-99,7,0,39,new tree 2014,
9/9/18,BEPA-05,PP089A,-99,-99,10,2,40,new tree fall 2012,
9/9/18,FRAM-07,PP091A,-99,-99,0,0,41,new tree spring 2008,
9/9/18,FAGR-04,PP092,-99,-99,0,0,42,,
9/9/18,QUAL-03,PP093,-99,-99,0,0,43,,
9/9/18,ACSA-02,PP095,-99,-99,0,0,44,,
9/9/18,FRAM-03,PP096,-99,-99,0,0,45,,
9/9/18,ACSA-04,PP103A,-99,-99,7,0,46,new tree fall 2007,
9/9/18,PRSE-04,PP104A,-99,-99,1,0,47,,
9/9/18,QURU-04,PP105,-99,-99,1,0,48,,
9/9/18,ACRU-05,PP106,-99,-99,7,3,49,,
9/9/18,FRAM-08,PP108A,-99,-99,5,0,50,new tree fall2014,
9/17/18,AMSP-01,PP003,-99,-99,20,2,1,,
9/17/18,FRAM-09,PP004A,-99,-99,30,2,2,new tree fall 2017,
9/17/18,PRSE-01,PP005,-99,-99,3,1,3,,
9/17/18,ACRU-01,PP008,-99,-99,7,0,4,,
9/17/18,AMSP-02,PP011,-99,-99,3,1,5,,
9/17/18,ACSA-01,PP012,-99,-99,7,0,6,,
9/17/18,BELE-01,PP013,-99,-99,5,0,7,ice storm damage,
9/17/18,BEAL-01,PP014,-99,-99,15,1,8,,
9/17/18,QURU-01,PP016,-99,-99,3,0,9,,
9/17/18,QUAL-05,PP019B,-99,-99,1,0,10,new tree 2005,
9/17/18,FAGR-01,PP020,-99,-99,0,1,11,,
9/17/18,ACPE-01,PP022,-99,-99,3,0,12,,
9/17/18,QUVE-01,PP024,-99,-99,1,0,13,ice storm damage,
9/17/18,BEPA-08,PP031A,-99,-99,5,0,14,new tree fall 2017,
9/17/18,ACRU-02,PP033,-99,-99,8,1,15,,
9/17/18,ACPE-02,PP035,-99,-99,3,0,16, ,
9/17/18,NYSY-04,PP037A,-99,-99,8,1,17,,
9/17/18,FAGR-07,PP039B,-99,-99,0,0,18,new tree spring 2017,
9/17/18,ACPE-03,PP040,-99,-99,2,1,19,,
9/17/18,BEAL-02,PP042,-99,-99,5,0,20,,
9/17/18,BELE-02,PP043,-99,-99,1,0,21,,
9/17/18,FAGR-06,PP046A,-99,-99,1,1,22,new tree 2004,
9/17/18,AMSP-03,PP056,-99,-99,3,1,23,,
9/17/18,NYSY-02,PP057,-99,-99,5,5,24,,
9/17/18,BEAL-03,PP059,-99,-99,18,2,25,,
9/17/18,NYSY-03,PP059A,-99,-99,5,4,26,,
9/17/18,QURU-02,PP061,-99,-99,3,0,27,,
9/17/18,ACRU-03,PP063,-99,-99,3,0,28,,
9/17/18,ACPE-04,PP067,-99,-99,5,2,29,,
9/17/18,QUVE-05,PP069A,-99,-99,0,0,30,new tree spring 2017,
9/17/18,ACRU-04,PP074,-99,-99,27,3,31,,
9/17/18,QUAL-02,PP075,-99,-99,5,1,32,,
9/17/18,BELE-03,PP079,-99,-99,3,0,33,,
9/17/18,QUVE-03,PP081,-99,-99,4,0,34,,
9/17/18,QUVE-04,PP083,-99,-99,2,0,35,,
9/17/18,QURU-03,PP084,-99,-99,1,0,36,,
9/17/18,PRSE-02,PP086,-99,-99,18,2,37,,
9/17/18,BEPA-07,PP087A,-99,-99,3,0,38,new tree fall 2016,
9/17/18,BEPA-06,PP088A,-99,-99,7,1,39,new tree 2014,
9/17/18,BEPA-05,PP089A,-99,-99,45,15,40,new tree fall 2012,
9/17/18,FRAM-07,PP091A,-99,-99,3,0,41,new tree spring 2008,
9/17/18,FAGR-04,PP092,-99,-99,0,0,42,,
9/17/18,QUAL-03,PP093,-99,-99,0,0,43,,
9/17/18,ACSA-02,PP095,-99,-99,3,0,44,,
9/17/18,FRAM-03,PP096,-99,-99,1,0,45,,
9/17/18,ACSA-04,PP103A,-99,-99,18,1,46,new tree fall 2007,
9/17/18,PRSE-04,PP104A,-99,-99,2,3,47,,
9/17/18,QURU-04,PP105,-99,-99,3,1,48,,
9/17/18,ACRU-05,PP106,-99,-99,18,5,49,,
9/17/18,FRAM-08,PP108A,-99,-99,23,1,50,new tree fall2014,
9/24/18,AMSP-01,PP003,-99,-99,45,5,1,,
9/24/18,FRAM-09,PP004A,-99,-99,35,5,2,new tree fall 2017,
9/24/18,PRSE-01,PP005,-99,-99,7,2,3,,
9/24/18,ACRU-01,PP008,-99,-99,18,1,4,,
9/24/18,AMSP-02,PP011,-99,-99,7,0,5,,
9/24/18,ACSA-01,PP012,-99,-99,27,3,6,,
9/24/18,BELE-01,PP013,-99,-99,13,1,7,ice storm damage,
9/24/18,BEAL-01,PP014,-99,-99,7,1,8,,
9/24/18,QURU-01,PP016,-99,-99,3,0,9,,
9/24/18,QUAL-05,PP019B,-99,-99,2,0,10,new tree 2005,
9/24/18,FAGR-01,PP020,-99,-99,1,1,11,,
9/24/18,ACPE-01,PP022,-99,-99,5,0,12,,
9/24/18,QUVE-01,PP024,-99,-99,2,0,13,ice storm damage,
9/24/18,BEPA-08,PP031A,-99,-99,17,3,14,new tree fall 2017,
9/24/18,ACRU-02,PP033,-99,-99,10,3,15,,
9/24/18,ACPE-02,PP035,-99,-99,7,1,16, ,
9/24/18,NYSY-04,PP037A,-99,-99,8,3,17,,
9/24/18,FAGR-07,PP039B,-99,-99,1,0,18,new tree spring 2017,
9/24/18,ACPE-03,PP040,-99,-99,5,1,19,,
9/24/18,BEAL-02,PP042,-99,-99,12,1,20,,
9/24/18,BELE-02,PP043,-99,-99,5,0,21,,
9/24/18,FAGR-06,PP046A,-99,-99,3,1,22,new tree 2004,
9/24/18,AMSP-03,PP056,-99,-99,15,1,23,,
9/24/18,NYSY-02,PP057,-99,-99,5,10,24,,
9/24/18,BEAL-03,PP059,-99,-99,22,2,25,,
9/24/18,NYSY-03,PP059A,-99,-99,7,3,26,,
9/24/18,QURU-02,PP061,-99,-99,3,0,27,,
9/24/18,ACRU-03,PP063,-99,-99,5,1,28,,
9/24/18,ACPE-04,PP067,-99,-99,12,5,29,,
9/24/18,QUVE-05,PP069A,-99,-99,2,0,30,new tree spring 2017,
9/24/18,ACRU-04,PP074,-99,-99,38,5,31,,
9/24/18,QUAL-02,PP075,-99,-99,8,1,32,,
9/24/18,BELE-03,PP079,-99,-99,5,0,33,,
9/24/18,QUVE-03,PP081,-99,-99,7,1,34,,
9/24/18,QUVE-04,PP083,-99,-99,5,0,35,,
9/24/18,QURU-03,PP084,-99,-99,2,0,36,,
9/24/18,PRSE-02,PP086,-99,-99,30,2,37,,
9/24/18,BEPA-07,PP087A,-99,-99,3,1,38,new tree fall 2016,
9/24/18,BEPA-06,PP088A,-99,-99,17,3,39,new tree 2014,
9/24/18,BEPA-05,PP089A,-99,-99,27,25,40,new tree fall 2012,
9/24/18,FRAM-07,PP091A,-99,-99,2,1,41,new tree spring 2008,
9/24/18,FAGR-04,PP092,-99,-99,4,1,42,,
9/24/18,QUAL-03,PP093,-99,-99,1,0,43,,
9/24/18,ACSA-02,PP095,-99,-99,25,2,44,,
9/24/18,FRAM-03,PP096,-99,-99,3,0,45,,
9/24/18,ACSA-04,PP103A,-99,-99,25,3,46,new tree fall 2007,
9/24/18,PRSE-04,PP104A,-99,-99,5,5,47,,
9/24/18,QURU-04,PP105,-99,-99,8,2,48,,
9/24/18,ACRU-05,PP106,-99,-99,30,8,49,,
9/24/18,FRAM-08,PP108A,-99,-99,38,5,50,new tree fall2014,
10/3/18,AMSP-01,PP003,-99,-99,75,35,1,,
10/3/18,FRAM-09,PP004A,-99,-99,90,8,2,new tree fall 2017,
10/3/18,PRSE-01,PP005,-99,-99,23,3,3,,
10/3/18,ACRU-01,PP008,-99,-99,37,2,4,,
10/3/18,AMSP-02,PP011,-99,-99,28,3,5,,
10/3/18,ACSA-01,PP012,-99,-99,62,5,6,,
10/3/18,BELE-01,PP013,-99,-99,37,3,7,ice storm damage,
10/3/18,BEAL-01,PP014,-99,-99,30,2,8,,
10/3/18,QURU-01,PP016,-99,-99,3,0,9,,
10/3/18,QUAL-05,PP019B,-99,-99,10,1,10,new tree 2005,
10/3/18,FAGR-01,PP020,-99,-99,2,1,11,,
10/3/18,ACPE-01,PP022,-99,-99,10,1,12,,
10/3/18,QUVE-01,PP024,-99,-99,2,1,13,ice storm damage,
10/3/18,BEPA-08,PP031A,-99,-99,42,5,14,new tree fall 2017,
10/3/18,ACRU-02,PP033,-99,-99,65,8,15,,
10/3/18,ACPE-02,PP035,-99,-99,13,1,16, ,
10/3/18,NYSY-04,PP037A,-99,-99,28,7,17,,
10/3/18,FAGR-07,PP039B,-99,-99,1,0,18,new tree spring 2017,
10/3/18,ACPE-03,PP040,-99,-99,8,1,19,,
10/3/18,BEAL-02,PP042,-99,-99,28,2,20,,
10/3/18,BELE-02,PP043,-99,-99,25,1,21,,
10/3/18,FAGR-06,PP046A,-99,-99,20,2,22,new tree 2004,
10/3/18,AMSP-03,PP056,-99,-99,33,8,23,,
10/3/18,NYSY-02,PP057,-99,-99,23,15,24,,
10/3/18,BEAL-03,PP059,-99,-99,72,8,25,,
10/3/18,NYSY-03,PP059A,-99,-99,23,10,26,,
10/3/18,QURU-02,PP061,-99,-99,7,1,27,,
10/3/18,ACRU-03,PP063,-99,-99,80,2,28,,
10/3/18,ACPE-04,PP067,-99,-99,25,5,29,,
10/3/18,QUVE-05,PP069A,-99,-99,3,0,30,new tree spring 2017,
10/3/18,ACRU-04,PP074,-99,-99,65,8,31,,
10/3/18,QUAL-02,PP075,-99,-99,50,5,32,,
10/3/18,BELE-03,PP079,-99,-99,27,2,33,,
10/3/18,QUVE-03,PP081,-99,-99,28,3,34,,
10/3/18,QUVE-04,PP083,-99,-99,20,3,35,,
10/3/18,QURU-03,PP084,-99,-99,3,0,36,,
10/3/18,PRSE-02,PP086,-99,-99,38,3,37,,
10/3/18,BEPA-07,PP087A,-99,-99,23,3,38,new tree fall 2016,
10/3/18,BEPA-06,PP088A,-99,-99,77,10,39,new tree 2014,
10/3/18,BEPA-05,PP089A,-99,-99,78,65,40,new tree fall 2012,
10/3/18,FRAM-07,PP091A,-99,-99,63,3,41,new tree spring 2008,
10/3/18,FAGR-04,PP092,-99,-99,8,2,42,,
10/3/18,QUAL-03,PP093,-99,-99,13,1,43,,
10/3/18,ACSA-02,PP095,-99,-99,67,3,44,,
10/3/18,FRAM-03,PP096,-99,-99,5,1,45,,
10/3/18,ACSA-04,PP103A,-99,-99,43,3,46,new tree fall 2007,
10/3/18,PRSE-04,PP104A,-99,-99,17,8,47,,
10/3/18,QURU-04,PP105,-99,-99,7,2,48,,
10/3/18,ACRU-05,PP106,-99,-99,45,22,49,,
10/3/18,FRAM-08,PP108A,-99,-99,92,25,50,new tree fall2014,
10/10/18,AMSP-01,PP003,-99,-99,100,90,1,,
10/10/18,FRAM-09,PP004A,-99,-99,100,98,2,new tree fall 2017,
10/10/18,PRSE-01,PP005,-99,-99,27,5,3,,
10/10/18,ACRU-01,PP008,-99,-99,77,5,4,,
10/10/18,AMSP-02,PP011,-99,-99,93,10,5,,
10/10/18,ACSA-01,PP012,-99,-99,90,35,6,,
10/10/18,BELE-01,PP013,-99,-99,42,8,7,ice storm damage,
10/10/18,BEAL-01,PP014,-99,-99,70,13,8,,
10/10/18,QURU-01,PP016,-99,-99,33,2,9,,
10/10/18,QUAL-05,PP019B,-99,-99,62,3,10,new tree 2005,
10/10/18,FAGR-01,PP020,-99,-99,15,3,11,,
10/10/18,ACPE-01,PP022,-99,-99,12,3,12,,
10/10/18,QUVE-01,PP024,-99,-99,15,3,13,ice storm damage,
10/10/18,BEPA-08,PP031A,-99,-99,85,17,14,new tree fall 2017,
10/10/18,ACRU-02,PP033,-99,-99,93,50,15,,
10/10/18,ACPE-02,PP035,-99,-99,33,5,16, ,
10/10/18,NYSY-04,PP037A,-99,-99,50,10,17,,
10/10/18,FAGR-07,PP039B,-99,-99,12,1,18,new tree spring 2017,
10/10/18,ACPE-03,PP040,-99,-99,28,5,19,,
10/10/18,BEAL-02,PP042,-99,-99,50,5,20,,
10/10/18,BELE-02,PP043,-99,-99,65,3,21,,
10/10/18,FAGR-06,PP046A,-99,-99,8,7,22,new tree 2004,
10/10/18,AMSP-03,PP056,-99,-99,60,18,23,,
10/10/18,NYSY-02,PP057,-99,-99,87,22,24,,
10/10/18,BEAL-03,PP059,-99,-99,95,67,25,,
10/10/18,NYSY-03,PP059A,-99,-99,85,18,26,,
10/10/18,QURU-02,PP061,-99,-99,50,2,27,,
10/10/18,ACRU-03,PP063,-99,-99,100,95,28,,
10/10/18,ACPE-04,PP067,-99,-99,28,5,29,,
10/10/18,QUVE-05,PP069A,-99,-99,8,3,30,new tree spring 2017,
10/10/18,ACRU-04,PP074,-99,-99,99,90,31,,
10/10/18,QUAL-02,PP075,-99,-99,97,40,32,,
10/10/18,BELE-03,PP079,-99,-99,57,17,33,,
10/10/18,QUVE-03,PP081,-99,-99,55,8,34,,
10/10/18,QUVE-04,PP083,-99,-99,37,10,35,,
10/10/18,QURU-03,PP084,-99,-99,22,1,36,,
10/10/18,PRSE-02,PP086,-99,-99,30,7,37,,
10/10/18,BEPA-07,PP087A,-99,-99,23,5,38,new tree fall 2016,
10/10/18,BEPA-06,PP088A,-99,-99,95,57,39,new tree 2014,
10/10/18,BEPA-05,PP089A,-99,-99,87,90,40,new tree fall 2012,
10/10/18,FRAM-07,PP091A,-99,-99,100,45,41,new tree spring 2008,
10/10/18,FAGR-04,PP092,-99,-99,15,3,42,,
10/10/18,QUAL-03,PP093,-99,-99,23,8,43,,
10/10/18,ACSA-02,PP095,-99,-99,93,27,44,,
10/10/18,FRAM-03,PP096,-99,-99,27,3,45,,
10/10/18,ACSA-04,PP103A,-99,-99,62,15,46,new tree fall 2007,
10/10/18,PRSE-04,PP104A,-99,-99,45,45,47,,
10/10/18,QURU-04,PP105,-99,-99,13,3,48,,
10/10/18,ACRU-05,PP106,-99,-99,87,50,49,,
10/10/18,FRAM-08,PP108A,-99,-99,100,98,50,new tree fall2014,
10/14/18,AMSP-01,PP003,-99,-99,100,99,1,,
10/14/18,FRAM-09,PP004A,-99,-99,100,100,2,new tree fall 2017,
10/14/18,PRSE-01,PP005,-99,-99,23,15,3,,
10/14/18,ACRU-01,PP008,-99,-99,93,23,4,,
10/14/18,AMSP-02,PP011,-99,-99,95,57,5,,
10/14/18,ACSA-01,PP012,-99,-99,95,70,6,,
10/14/18,BELE-01,PP013,-99,-99,70,18,7,ice storm damage,
10/14/18,BEAL-01,PP014,-99,-99,92,65,8,,
10/14/18,QURU-01,PP016,-99,-99,30,3,9,,
10/14/18,QUAL-05,PP019B,-99,-99,92,17,10,new tree 2005,
10/14/18,FAGR-01,PP020,-99,-99,13,3,11,,
10/14/18,ACPE-01,PP022,-99,-99,17,3,12,,
10/14/18,QUVE-01,PP024,-99,-99,33,7,13,ice storm damage,
10/14/18,BEPA-08,PP031A,-99,-99,93,55,14,new tree fall 2017,
10/14/18,ACRU-02,PP033,-99,-99,95,95,15,,
10/14/18,ACPE-02,PP035,-99,-99,50,10,16, ,
10/14/18,NYSY-04,PP037A,-99,-99,62,15,17,,
10/14/18,FAGR-07,PP039B,-99,-99,13,1,18,new tree spring 2017,
10/14/18,ACPE-03,PP040,-99,-99,35,7,19,,
10/14/18,BEAL-02,PP042,-99,-99,85,10,20,,
10/14/18,BELE-02,PP043,-99,-99,92,50,21,,
10/14/18,FAGR-06,PP046A,-99,-99,10,8,22,new tree 2004,
10/14/18,AMSP-03,PP056,-99,-99,60,23,23,,
10/14/18,NYSY-02,PP057,-99,-99,95,83,24,,
10/14/18,BEAL-03,PP059,-99,-99,87,90,25,,
10/14/18,NYSY-03,PP059A,-99,-99,97,60,26,,
10/14/18,QURU-02,PP061,-99,-99,55,7,27,,
10/14/18,ACRU-03,PP063,-99,-99,100,100,28,,
10/14/18,ACPE-04,PP067,-99,-99,32,13,29,,
10/14/18,QUVE-05,PP069A,-99,-99,25,3,30,new tree spring 2017,
10/14/18,ACRU-04,PP074,-99,-99,98,99,31,,
10/14/18,QUAL-02,PP075,-99,-99,95,85,32,,
10/14/18,BELE-03,PP079,-99,-99,90,28,33,,
10/14/18,QUVE-03,PP081,-99,-99,75,23,34,,
10/14/18,QUVE-04,PP083,-99,-99,45,20,35,,
10/14/18,QURU-03,PP084,-99,-99,18,2,36,,
10/14/18,PRSE-02,PP086,-99,-99,37,15,37,,
10/14/18,BEPA-07,PP087A,-99,-99,43,12,38,new tree fall 2016,
10/14/18,BEPA-06,PP088A,-99,-99,92,85,39,new tree 2014,
10/14/18,BEPA-05,PP089A,-99,-99,97,97,40,new tree fall 2012,
10/14/18,FRAM-07,PP091A,-99,-99,100,100,41,new tree spring 2008,
10/14/18,FAGR-04,PP092,-99,-99,18,5,42,,
10/14/18,QUAL-03,PP093,-99,-99,23,13,43,,
10/14/18,ACSA-02,PP095,-99,-99,85,60,44,,
10/14/18,FRAM-03,PP096,-99,-99,55,8,45,,
10/14/18,ACSA-04,PP103A,-99,-99,70,25,46,new tree fall 2007,
10/14/18,PRSE-04,PP104A,-99,-99,25,87,47,,
10/14/18,QURU-04,PP105,-99,-99,25,7,48,,
10/14/18,ACRU-05,PP106,-99,-99,98,80,49,,
10/14/18,FRAM-08,PP108A,-99,-99,100,100,50,new tree fall2014,
10/18/18,AMSP-01,PP003,-99,-99,100,100,1,,
10/18/18,FRAM-09,PP004A,-99,-99,100,100,2,new tree fall 2017,
10/18/18,PRSE-01,PP005,-99,-99,25,20,3,,
10/18/18,ACRU-01,PP008,-99,-99,100,83,4,,
10/18/18,AMSP-02,PP011,-99,-99,90,90,5,,
10/18/18,ACSA-01,PP012,-99,-99,95,92,6,,
10/18/18,BELE-01,PP013,-99,-99,70,30,7,ice storm damage,
10/18/18,BEAL-01,PP014,-99,-99,98,90,8,,
10/18/18,QURU-01,PP016,-99,-99,27,5,9,,
10/18/18,QUAL-05,PP019B,-99,-99,98,55,10,new tree 2005,
10/18/18,FAGR-01,PP020,-99,-99,7,3,11,,
10/18/18,ACPE-01,PP022,-99,-99,22,3,12,,
10/18/18,QUVE-01,PP024,-99,-99,25,8,13,ice storm damage,
10/18/18,BEPA-08,PP031A,-99,-99,97,68,14,new tree fall 2017,
10/18/18,ACRU-02,PP033,-99,-99,100,99,15,,
10/18/18,ACPE-02,PP035,-99,-99,60,20,16, ,
10/18/18,NYSY-04,PP037A,-99,-99,62,30,17,,
10/18/18,FAGR-07,PP039B,-99,-99,8,1,18,new tree spring 2017,
10/18/18,ACPE-03,PP040,-99,-99,50,12,19,,
10/18/18,BEAL-02,PP042,-99,-99,90,37,20,,
10/18/18,BELE-02,PP043,-99,-99,95,92,21,,
10/18/18,FAGR-06,PP046A,-99,-99,13,10,22,new tree 2004,
10/18/18,AMSP-03,PP056,-99,-99,55,50,23,,
10/18/18,NYSY-02,PP057,-99,-99,97,97,24,,
10/18/18,BEAL-03,PP059,-99,-99,78,95,25,,
10/18/18,NYSY-03,PP059A,-99,-99,98,93,26,,
10/18/18,QURU-02,PP061,-99,-99,65,7,27,,
10/18/18,ACRU-03,PP063,-99,-99,100,100,28,,
10/18/18,ACPE-04,PP067,-99,-99,57,18,29,,
10/18/18,QUVE-05,PP069A,-99,-99,27,7,30,new tree spring 2017,
10/18/18,ACRU-04,PP074,-99,-99,100,100,31,,
10/18/18,QUAL-02,PP075,-99,-99,98,95,32,,
10/18/18,BELE-03,PP079,-99,-99,97,50,33,,
10/18/18,QUVE-03,PP081,-99,-99,65,33,34,,
10/18/18,QUVE-04,PP083,-99,-99,50,23,35,,
10/18/18,QURU-03,PP084,-99,-99,15,3,36,,
10/18/18,PRSE-02,PP086,-99,-99,37,17,37,,
10/18/18,BEPA-07,PP087A,-99,-99,60,30,38,new tree fall 2016,
10/18/18,BEPA-06,PP088A,-99,-99,98,95,39,new tree 2014,
10/18/18,BEPA-05,PP089A,-99,-99,98,98,40,new tree fall 2012,
10/18/18,FRAM-07,PP091A,-99,-99,100,100,41,new tree spring 2008,
10/18/18,FAGR-04,PP092,-99,-99,17,7,42,,
10/18/18,QUAL-03,PP093,-99,-99,23,18,43,,
10/18/18,ACSA-02,PP095,-99,-99,85,92,44,,
10/18/18,FRAM-03,PP096,-99,-99,70,23,45,,
10/18/18,ACSA-04,PP103A,-99,-99,77,33,46,new tree fall 2007,
10/18/18,PRSE-04,PP104A,-99,-99,98,99,47,,
10/18/18,QURU-04,PP105,-99,-99,30,7,48,,
10/18/18,ACRU-05,PP106,-99,-99,100,97,49,,
10/18/18,FRAM-08,PP108A,-99,-99,100,100,50,new tree fall2014,
10/22/18,AMSP-01,PP003,-99,-99,100,100,1,,
10/22/18,FRAM-09,PP004A,-99,-99,100,100,2,new tree fall 2017,
10/22/18,PRSE-01,PP005,-99,-99,37,18,3,,
10/22/18,ACRU-01,PP008,-99,-99,100,97,4,,
10/22/18,AMSP-02,PP011,-99,-99,95,97,5,,
10/22/18,ACSA-01,PP012,-99,-99,95,95,6,,
10/22/18,BELE-01,PP013,-99,-99,80,45,7,ice storm damage,
10/22/18,BEAL-01,PP014,-99,-99,100,97,8,,
10/22/18,QURU-01,PP016,-99,-99,55,5,9,,
10/22/18,QUAL-05,PP019B,-99,-99,99,67,10,new tree 2005,
10/22/18,FAGR-01,PP020,-99,-99,15,3,11,,
10/22/18,ACPE-01,PP022,-99,-99,37,5,12,,
10/22/18,QUVE-01,PP024,-99,-99,40,7,13,ice storm damage,
10/22/18,BEPA-08,PP031A,-99,-99,100,82,14,new tree fall 2017,
10/22/18,ACRU-02,PP033,-99,-99,100,100,15,,
10/22/18,ACPE-02,PP035,-99,-99,63,27,16, ,
10/22/18,NYSY-04,PP037A,-99,-99,60,42,17,,
