"species","gdd","urban","provenance"
1,-3118.1573584076,0,40.2735659483119
1,-3714.20322938521,0,47.464932794242
1,-2780.71352867325,1,33.2874528362328
1,-2996.40751056073,1,38.4689687700358
1,-3388.56526138437,0,46.4257784210151
1,-4053.33789609024,1,52.5317636524515
1,-3829.99203114656,1,47.2679230304186
1,-2654.28486776374,0,35.9114309965896
1,-3199.38061230758,0,41.8906702435597
1,-2256.8154041956,0,29.4827215152126
1,-3967.35328224333,1,49.7378748321504
1,-3060.55067459761,0,39.7356666489068
1,-2699.27488854749,1,34.7565516505691
1,-4621.73944956137,1,55.1805905421126
1,-3468.65679810284,1,42.9516903796031
1,-3149.32755315982,1,39.1440945090543
1,-3991.47802607615,1,50.7932417711296
1,-2798.53106825948,1,33.6929245336687
1,-3533.08066435321,1,41.6492130576832
1,-2559.03912692152,1,33.594351425096
1,-3039.5191625526,1,38.4166299786704
1,-2765.16071572487,1,35.4697731954976
1,-4134.70129339357,0,51.717017131262
1,-4269.97777556999,0,51.7585913784222
1,-2687.08692929036,1,36.1787279587599
1,-3476.71251949526,0,44.5677815305944
1,-4103.70605045222,1,50.4357742550678
1,-3959.16164476873,1,50.7530663861972
1,-3345.57066226272,0,43.2779420221641
1,-4285.23288273647,0,54.5370853922876
1,-3768.59784938213,1,48.1052901146489
1,-3079.16754238933,1,38.9627120429008
1,-2545.96477073386,0,34.0337605188768
1,-2396.94328006612,0,33.957946691037
1,-5178.48817056754,1,64.095318529067
1,-2372.84746875746,1,30.0686213301497
1,-1417.1404350371,1,19.1595283232915
1,-3993.89753503936,0,49.8818126925373
1,-4999.48477635978,1,60.2632375042465
1,-3715.90474079139,0,47.7397869273154
1,-2523.73255457868,0,32.4270368549963
1,-4921.07816219556,0,62.2164862841849
1,-5309.04417672712,1,64.0999555182642
1,-4487.94561068348,1,54.5661675120287
1,-3273.6659735757,0,43.8520518381643
1,-4411.97261502519,1,54.1915890261783
1,-3968.19570958275,0,52.2401578067336
1,-3761.33494566045,1,46.6993854346841
1,-2609.50228685865,1,34.6539172956143
1,-4074.25602008984,1,49.8818126925373
1,-3441.15621634514,0,42.9374374528316
1,-3842.78674415676,0,50.3614071937561
1,-3711.8613465625,0,44.9230449429377
1,-3213.72654344567,1,40.9391146927056
1,-3015.46998104165,0,38.7282386482152
1,-3998.78250957765,1,48.5348810890845
1,-3703.83311158708,0,47.4358756466622
1,-2975.84714354771,0,37.2711661884972
1,-4711.47118506073,0,57.7287277136767
1,-3008.31455459445,1,36.1787279587599
1,-3597.62693604712,0,45.5567060739237
1,-2781.95048259985,0,37.2711661884972
1,-4023.00739826284,1,47.6352606778459
1,-2790.0892502879,0,36.8856734462977
1,-2729.33124793275,1,33.3063178333363
1,-3829.50303637379,0,49.551258374511
1,-3999.77571179909,1,51.0093854661873
1,-5569.09576062902,1,69.7864915799672
1,-3161.84116584821,1,41.0096146322287
1,-4528.67682652605,1,55.6232040472977
1,-4558.01933599965,0,58.2545582855333
1,-3057.18131350538,0,40.2735659483119
1,-3774.45091805919,0,47.2763586234323
1,-3766.51156283285,0,49.2005958790561
1,-3107.87445897566,1,37.8373954593172
1,-2985.19836527603,1,38.6597485173579
1,-4098.49890385109,0,52.771502212559
1,-5207.32656223638,1,63.8683061094054
1,-5761.22854200903,0,69.7864915799672
1,-3862.85555867268,1,47.2640675396382
1,-4118.21899390697,1,49.4595932572651
1,-2743.81968857776,1,34.6133759470903
1,-3484.59934831066,0,43.6117150632791
1,-3817.3655827871,1,47.4358756466622
1,-2955.95659594688,0,37.6445988388563
1,-4310.3389527481,1,52.3308282064343
1,-2972.1883644735,0,40.6865977001785
1,-2626.6815751251,1,33.5482042349721
1,-2618.4061673961,1,30.7114658845424
1,-4006.4329057741,1,49.9774710696109
1,-4200.86392436727,0,53.3616714424641
1,-3335.52395480199,0,44.3258673874863
1,-4124.49646708561,1,49.8710419868255
1,-3690.80998339993,1,44.3120259862613
1,-3546.07938152943,1,44.0923317596103
1,-4251.37288545705,1,51.2313256133408
2,-8816.81729793132,0,48.5734210597403
2,-8015.97819799066,1,44.0146678017046
2,-10075.9044320653,1,53.1825449103547
2,-4355.27313445817,1,23.6121353001134
2,-9151.22499918583,0,49.6657389398421
2,-9180.4515580578,1,48.8722137124756
2,-5054.80539097529,1,28.3548712312354
2,-10985.3736460904,0,58.9771743660906
2,-8517.91491321516,1,47.2679230304186
2,-9074.03438524259,1,48.8796267838724
2,-7801.5578419178,1,42.0129160095962
2,-9926.56252724883,1,53.3631086643243
2,-4789.52231285972,0,27.3367293382688
2,-9041.93041280401,1,48.6215590290262
2,-7150.05815796365,1,38.8852423250489
2,-5273.68472966207,1,29.0022960412731
2,-7897.91906809351,0,43.155207728322
2,-8456.09946091743,1,46.260576831472
2,-8054.32605319624,0,44.1811184857047
2,-8546.57069404791,0,46.4857032942754
2,-11862.903021803,1,63.8683061094054
2,-7669.12615068268,0,42.8285392724107
2,-11195.1462868931,1,60.4525501806417
2,-9475.0580897365,1,51.0532227875299
2,-9610.33764269973,1,51.3081267123871
2,-7283.27844821433,0,40.2591170695834
2,-9619.69871598736,0,50.9325961158108
2,-6378.63409709838,0,36.5565686236253
2,-8425.18969859798,0,45.9546239228581
2,-7587.69754584504,0,41.5508976730263
2,-11546.8471410093,0,61.6940663306237
2,-9666.01702859576,0,53.1209127305363
2,-8242.18502743211,0,44.8340693729441
2,-11910.4436156079,1,63.6143010958128
2,-10496.1249933904,1,56.525231863392
2,-9817.14895453537,0,53.2546343735965
2,-8910.97928931995,0,49.5139963421627
2,-8648.71649821916,1,46.260576831472
2,-8834.62003321413,0,48.1052901146489
2,-10668.9212608527,0,57.4695651751846
2,-9629.99702335465,1,51.8336321203434
2,-8036.85220044572,0,44.0923317596103
2,-4438.88770988543,0,24.4636137730229
2,-10221.0413847775,0,54.1782312502386
2,-8633.09095138223,1,47.2690855555851
2,-6543.42632642786,0,36.385956048266
2,-10431.963019149,0,57.2805533840218
2,-5785.0797896334,0,32.7258745223755
2,-6167.10782925808,0,34.9991119786042
2,-11125.9049952801,1,58.9771743660906
2,-7872.7079860012,1,42.1505604027084
2,-6364.71412691234,1,34.8580881647652
2,-5738.4985554497,0,33.2874528362328
2,-11735.1241835408,0,63.171197982749
2,-8263.49579019559,0,45.5224152314063
2,-8002.09595428244,0,43.3373160914247
2,-6871.13799969468,1,38.2375301015571
2,-10285.2258742161,0,56.9603937405257
2,-6500.39573194274,0,36.6910726016974
2,-8189.89961269648,1,45.4245799333953
2,-9067.65850660258,1,49.4368261715014
2,-4566.86815262429,0,25.7626707176012
2,-9518.69578414692,1,51.3227159870745
2,-5363.40372488818,0,31.0327138177474
2,-7625.85276903668,0,41.8906702435597
2,-6118.84073547282,0,33.4378929722092
2,-4706.14323397483,0,26.0880548676816
2,-8498.69318272322,0,46.5760012843316
2,-6558.98456270931,0,36.582428907986
2,-8738.43844609221,0,47.4622115748925
2,-4851.33986351066,1,27.3367293382688
2,-7281.49620656033,0,41.0860634272699
2,-8124.31728872883,1,43.7001950952014
2,-7671.67748132964,0,42.8125812227066
2,-6189.43740667969,0,34.144045964866
2,-8489.13738724844,0,45.9679027849479
2,-10733.4805950023,0,58.2815435807014
2,-7031.47937527123,1,37.8161829358627
2,-9287.09431036523,1,50.0400660681105
2,-10393.0879006186,0,56.3450724056145
2,-2546.19913499611,1,15.1918028223456
2,-7047.78778921356,0,38.4166299786704
2,-10701.9348412013,0,57.1754547826729
2,-10503.221021743,0,56.0688915996006
2,-7844.78489833995,1,41.8078408804824
2,-7409.6192993858,0,41.8369613392913
2,-3250.18611867834,0,19.3243185715506
2,-6325.34499707438,0,36.6705497107842
2,-10179.7628421694,0,54.8309010552613
2,-9485.62504433582,0,52.4170110799581
2,-12348.7662692603,1,66.3215263492664
2,-6960.32429572563,1,38.1013020031489
2,-9166.73357903681,1,48.9854875692331
2,-10409.4038508173,1,56.0207250225559
2,-8993.45883457671,0,49.9891390630369
2,-6876.47263161641,1,37.470443662948
2,-8482.59897991401,1,46.8035696216619
2,-6005.14023191121,0,34.6066760010634
2,-6607.40699980113,1,36.1787279587599
2,-8338.46489896966,1,46.8835766179075
2,-9659.46643918553,0,52.4170110799581
2,-7114.89874343001,1,38.6597485173579
2,-5361.36291563675,0,30.5169791989067
2,-8549.34997139913,0,47.9284551175835
2,-7140.56660368022,1,39.836938905436
2,-8890.28125580305,0,48.8073476569231
2,-7621.10586532631,0,42.0129160095962
2,-7815.50556644577,0,43.2696442941765
2,-8417.34021679768,0,46.5623844360824
2,-6211.072287064,1,32.1147674669143
2,-10041.8236008682,0,54.4544253770992
2,-6583.27770511358,1,35.2769092722413
2,-5991.28969472797,0,33.7468356084025
2,-10002.5001674853,1,54.0127930505044
2,-7382.68118972215,0,40.2735659483119
2,-4765.00421161933,0,27.0853279226075
2,-12370.3446983409,0,66.3931358535641
2,-5762.98904737736,0,30.7114658845424
2,-9336.01183807119,0,50.1582970214786
2,-9089.48071118774,0,50.7530663861972
2,-9258.73753460551,0,49.9968292270078
2,-8293.80131414628,0,45.9759075849148
2,-11117.8294609787,0,61.2277852359053
2,-8267.34465127805,0,45.5748937328571
2,-11786.1604607454,1,64.0999555182642
2,-8576.28558611531,0,48.1052901146489
2,-7748.59767158966,0,43.5530934025372
2,-8534.37415152201,0,46.9043906504268
2,-11424.1918405114,0,62.1844830381807
2,-6641.3841079657,1,36.0309869521082
2,-7454.65949463311,0,40.462408788252
2,-7148.28140241815,0,39.2925795350314
2,-7476.65113731223,1,40.5504074898799
2,-8022.78296339408,1,44.0549088896736
2,-10582.0201048176,0,57.14018472371
2,-6151.86720415412,0,34.876515965546
2,-11402.256155701,0,62.0729283666151
2,-5426.86456674553,0,29.7021802044425
2,-8452.83611881625,0,46.4234125425479
2,-8836.81320744676,1,48.0258588329412
2,-9231.95299501031,1,49.6657389398421
2,-8870.08283337037,0,48.7033898767505
2,-11459.6635542156,0,62.0729283666151
2,-6155.91320115653,1,34.4896927125494
2,-9154.7591593781,1,49.1812759485554
2,-5213.48793374737,0,29.5477636953238
2,-10463.8707879437,0,56.5994977554042
2,-9465.28392395181,0,51.3081267123871
2,-11047.2041726368,1,58.9114708881889
2,-6970.28435182641,0,38.5722748934306
2,-7090.97535211949,1,39.0327506595798
2,-9223.10866755914,1,50.1305882864237
2,-7113.76943323391,1,38.4217239225532
2,-10066.2289606761,1,53.1825449103547
2,-4498.63090694567,0,24.9107514217616
2,-5024.41474585101,1,28.1101463364858
2,-6328.30800161196,1,35.1640694072878
2,-9317.65730793806,0,50.4357742550678
2,-6035.10191429318,1,32.715182954391
2,-8313.48586881994,1,44.953615285577
2,-5774.66701500549,1,31.7111476907046
2,-11593.4799542272,1,62.5589124019179
2,-8251.23734088421,0,45.5596599187368
2,-9140.7202690029,1,49.0437158339594
2,-12467.9555729284,1,66.3215263492664
2,-7474.90684939148,1,41.733066092577
2,-10761.9382361147,0,58.0219121662874
2,-7564.79099564554,0,41.8369613392913
2,-10791.3993165063,1,58.1935183358649
2,-6579.6004306399,1,35.6097719092372
2,-5331.41110690423,0,29.3099818457967
2,-10579.3963839214,1,57.2433823530943
2,-8721.84762203602,1,47.1644746403386
2,-8403.11354423763,1,45.9679027849479
2,-9251.5138167971,0,50.5219265516351
2,-9632.40913066256,0,52.5326462421594
2,-4227.01133082261,0,24.4636137730229
2,-8550.93979210424,0,47.1644746403386
2,-6622.57341593584,0,36.1779834045837
2,-8428.29858270994,1,45.5967164124952
2,-5684.63360519173,1,31.7816680699828
2,-7393.1573444744,0,41.4019420229392
2,-7027.78032996804,0,39.3945587714659
2,-7509.51650707049,1,40.7360136707015
2,-8480.91261607146,1,45.52917854117
2,-10480.017324025,1,56.5994977554042
2,-4597.66660992043,1,25.7626707176012
2,-10143.7002551572,0,55.1805905421126
2,-7366.87997601018,1,39.8903560320813
2,-11583.6841142422,1,62.2267734111567
2,-8839.5485292066,1,49.1071518566425
2,-4466.72468363831,0,25.7626707176012
2,-8507.70367683059,0,46.9043906504268
2,-7420.82204067646,1,39.769592651944
2,-9023.25617905651,1,49.0621517595858
2,-9976.86193627136,0,54.3488723850819
2,-6806.54902769711,0,37.614033524306
2,-11130.7147440346,0,60.5207219903859
2,-9214.68481304454,0,49.6913963548835
2,-10685.6044055269,1,57.1754547826729
3,-8833.41372890253,1,40.3443987142805
3,-6642.37920585816,1,30.6090535656536
3,-11418.7457157477,0,53.4760228292035
3,-11487.1349782227,1,52.4170110799581
3,-7522.04725699673,0,35.0475361299257
3,-9009.57740176311,1,40.9086806859127
3,-10198.5367936479,0,47.527391593091
3,-13637.0303972303,0,63.171197982749
3,-11310.0309527959,0,52.5251134026731
3,-7042.9847291856,1,31.9955462459095
3,-5299.75003933866,1,24.4228295597054
3,-6915.69099680083,0,32.6173667042399
3,-8445.83750026724,0,39.7356666489068
3,-9218.26378670731,1,42.6970136781076
3,-11428.63119774,0,53.6723783307031
3,-9400.99971910118,1,43.3373160914247
3,-11775.3964504349,1,53.8059210626052
3,-10144.6842036227,1,46.3543371457045
3,-8334.5955201789,0,39.0327506595798
3,-9142.6114904844,0,42.2898797360981
3,-8456.29681092878,1,38.3289096723658
3,-7382.01239588196,0,35.0475361299257
3,-10804.1812657364,0,50.1305882864237
3,-11310.5287870702,1,51.8414527714038
3,-11802.4243080828,0,54.6772115994202
3,-11380.6287122345,1,51.7933879225137
3,-7955.46971025465,0,37.1528311472879
3,-9328.86535688581,1,42.599268557283
3,-15740.1801509835,1,71.9401041216271
3,-9782.15777115043,1,44.3258673874863
3,-6828.51555115279,0,31.7111476907046
3,-8647.55775276271,1,39.3907991817059
3,-11192.7198270537,0,51.2901219717412
3,-8898.25123351348,0,41.0860634272699
3,-8403.17067582043,0,37.795971202505
3,-14079.7284860599,1,63.8683061094054
3,-5935.18557395703,0,28.3719596434257
3,-11416.1572940012,1,51.6383452802729
3,-7556.6921880463,0,35.6097719092372
3,-12204.206827685,0,57.1754547826729
3,-10426.0541725291,0,48.9883429382768
3,-7975.91759613757,1,36.0221062625157
3,-8772.70392075194,0,40.2127659999312
3,-10800.5769254156,0,49.8790910558264
3,-7098.9908233211,0,33.7213123863581
3,-8449.1938436193,1,38.4166299786704
3,-11970.4999058951,1,54.0127930505044
3,-11235.5025020084,0,52.0225392954709
3,-9093.76159707452,1,42.0637907339186
3,-5119.49564303039,0,24.3466012894923
3,-11153.5435137251,1,50.7713458461493
3,-7923.66541818118,0,37.6445988388563
3,-8639.1407423612,0,40.3443987142805
3,-10427.2153596543,0,48.7597544819002
3,-12608.8817571788,1,57.1754547826729
3,-11118.9808024683,0,51.5167865384144
3,-11332.4719884415,1,51.3205872227391
3,-9467.97794369952,1,43.3373160914247
3,-8825.22097147016,0,40.7360136707015
3,-10843.9829485265,1,48.9872708980076
3,-10871.6577570041,0,51.1497878006269
3,-8550.3552070908,0,40.2127659999312
3,-12512.1096459704,0,56.6569590811524
3,-11105.2538084466,0,51.2313256133408
3,-6243.55993620339,0,30.2542592128649
3,-11025.192742077,1,49.8790910558264
3,-15445.415323567,1,70.4877892274082
3,-9322.31572051725,1,41.9785759439931
3,-10779.6434126448,1,49.8710419868255
3,-8630.06189847192,0,39.4249334649708
3,-9285.81790659098,1,42.6287782870855
3,-10178.2681003764,0,47.4705853111178
3,-9292.8861386937,1,42.6970136781076
3,-12275.40479847,0,56.0284023114479
3,-10888.9404124577,0,50.171281939199
3,-11252.5133793999,1,51.9116525459577
3,-9340.04378372266,0,43.5033051939189
3,-7606.63863379013,0,35.1770172254612
3,-5986.978565624,1,27.3999460977459
3,-10027.5974803726,0,47.1214739535275
3,-7638.10824702566,0,35.945694001118
3,-6919.62456296317,0,32.457499473481
3,-10317.2763615751,0,48.2503373616602
3,-9371.08328702915,0,43.792057185312
3,-8435.53079303604,0,39.3691511364746
3,-14181.4857873307,1,65.1509830581243
3,-11537.9170132635,1,52.8361818255708
3,-8522.62292459974,1,39.1440945090543
3,-8996.35990101144,1,40.6265786771918
3,-5699.74123716268,0,27.3083039086017
3,-10607.0300223591,0,49.8423632323141
3,-10556.7522270354,0,48.7636648489341
3,-7416.80795311544,0,34.4487618928676
3,-10261.4721705478,1,46.0058729446293
3,-11755.6347474051,1,53.6723783307031
3,-7782.53954189426,0,37.09000048007
3,-4501.27677076662,1,21.2590150324134
3,-8268.02100922608,1,38.3498511638236
3,-8540.85160929449,0,40.3443987142805
3,-11523.5196923676,1,52.5251134026731
3,-8290.16485524905,1,37.6897873196468
3,-11434.4523208256,0,52.94628374561
3,-9047.32394111442,0,42.6970136781076
3,-11544.2999188305,0,53.1822525061259
3,-11578.5723145427,1,53.2198022794725
3,-7575.2460115446,1,35.6097719092372
3,-11481.7016545769,0,53.4652799680551
3,-7878.5601349915,0,37.3008611274965
3,-10547.9641321311,1,49.0049599643267
3,-7608.82134829485,0,35.8469863878095
3,-6596.65448750869,0,30.6026752981744
3,-10775.4335973992,1,49.0711256753663
3,-6934.46166774568,0,33.3170725577206
3,-10658.5170205889,1,48.3836135540243
3,-9716.22687988844,0,45.5684253546605
3,-9273.58654395253,0,42.9705650863621
3,-8121.26613345296,0,38.3883794004336
3,-7293.28625579383,1,34.0337605188768
3,-8355.57565945869,0,39.2925795350314
3,-9924.48068883829,0,46.2663746285633
3,-7368.04920563371,1,33.8617597824122
3,-11716.6965384555,0,54.0127930505044
3,-10110.6014029503,1,45.5596599187368
3,-10547.6759763895,0,48.6669986429436
3,-12171.8184547312,1,55.2524750560056
3,-9390.01293112848,0,43.9935447952757
3,-10615.5170820414,0,48.5452042287399
3,-11672.8964970472,0,53.9536000287026
3,-9219.33370813636,0,43.6117150632791
3,-10210.5613824491,1,47.0549603615929
3,-10523.3129155138,0,49.4253450709076
3,-7979.23302719129,1,36.6672643184142
3,-8586.81095720625,1,39.5244387401146
3,-11071.3717884262,1,50.5724234049688
3,-8113.940611377,1,37.447770474056
3,-7729.85939319978,0,36.1784215736225
3,-11132.3723911217,1,50.4798081792916
3,-7149.65731657264,1,33.073049943723
3,-10598.4594958331,0,49.0927784240241
3,-7158.69874014866,1,31.9955462459095
3,-13772.0543136052,1,63.698192733254
3,-10242.4395988359,0,47.4844137034356
3,-10432.1301947842,0,47.7334110263001
3,-5024.95681341545,0,24.3862880485071
3,-12781.1497464717,1,57.9058327654652
3,-9233.65434721997,1,42.1505604027084
3,-13298.8016564102,1,60.4206445668743
3,-9123.58374523383,1,42.1505604027084
3,-5977.72320943612,0,28.3548712312354
3,-6520.19942298993,1,30.6902843445846
3,-8847.43172867489,1,40.6968431359919
3,-13333.755323144,0,61.0789671158041
3,-13881.7828408373,1,62.2637334349486
3,-9206.21778201437,0,42.7867222883395
3,-10657.5425281081,1,48.0258588329412
3,-7775.47664894747,0,35.9154158213893
3,-12129.1470357918,0,55.9699473810957
3,-12497.9664443197,0,57.1293922728171
3,-12504.031262561,0,58.6807406701874
3,-6959.10356756171,0,32.6995826834393
3,-8238.13325383477,0,38.4975485586429
3,-7487.5606403104,0,34.876515965546
3,-11521.2319331417,0,53.7690854403812
3,-9745.56758315058,0,45.5596599187368
3,-10063.6866049884,1,46.260576831472
3,-6275.2818422366,0,29.1442987952937
3,-9623.0128551798,0,44.6050495846129
3,-13655.3421862737,0,63.313674555077
3,-9519.15290822739,0,44.3839595140556
3,-9127.41135734352,1,41.9785759439931
3,-5538.13585373487,1,25.5951226829077
3,-6057.75389230363,0,28.5122482106111
3,-5729.19928024379,0,27.5833101638788
3,-9502.7325737769,0,44.4097152280607
3,-12021.3891374383,1,55.4187673168035
3,-10045.959193423,1,45.4225710381155
3,-10304.4885261536,0,48.3810693579681
3,-12439.4246451876,0,56.9603937405257
3,-9105.03148594763,1,41.5379426343714
3,-7889.68832166921,1,36.582428907986
3,-6736.92150976166,0,31.6999477989756
3,-14195.0856976459,1,64.8473867880603
3,-10277.046189583,1,46.8835766179075
3,-12019.3472756186,0,55.1569725738234
3,-11616.5454127372,0,53.8145650297582
3,-10283.4751469276,0,48.0258588329412
3,-13018.1458544393,0,61.0789671158041
3,-6844.30815800872,0,32.8708601082444
3,-11496.8274117321,0,53.1825449103547
3,-9844.62924247358,0,45.5684253546605
3,-8005.15087795529,0,37.6897873196468
3,-10410.435880389,1,46.2923214634943
3,-10274.0002163119,1,46.9660844965846
3,-10319.191847854,0,47.4844137034356
3,-9314.05582909187,1,42.2898797360981
3,-12882.1659528024,1,58.9771743660906
3,-13816.2728019169,1,62.7390198056699
3,-7338.55608578452,1,33.9863724097872
3,-11630.8168532695,1,53.1209127305363
3,-9559.04960258002,1,43.5455585110898
4,-3608.27675878446,0,33.7468356084025
4,-5227.87444956083,0,47.7451166671949
4,-3612.92176767512,0,33.5482042349721
4,-3831.8806993321,1,35.2769092722413
4,-3708.8684315578,0,34.0925493968695
4,-4765.21653169499,0,43.4473308447607
4,-6371.82342672552,0,56.2391959533116
4,-4591.06155619663,0,41.5379426343714
4,-3813.88009834935,0,36.9914373789561
4,-6681.06784699344,1,58.5753404138903
4,-5156.04482764668,0,47.4705853111178
4,-5369.21625816458,1,48.4998478510859
4,-5515.76199938914,1,47.7451166671949
4,-4658.97038133964,0,43.5850780743648
4,-4364.99806610267,0,40.0587093408971
4,-4761.01677935923,0,42.1505604027084
4,-4299.75288588504,1,40.3933182363836
4,-5290.45636000461,0,47.8120097112291
4,-4449.40462701782,0,40.5504074898799
4,-4153.36203021241,0,37.4828656176196
4,-5202.52973096537,0,49.2005958790561
4,-6326.15136812361,1,58.0535724195552
4,-4458.35876487329,0,41.7873348915523
4,-2885.48554747559,0,27.3546190442171
4,-7687.36068783084,0,68.4624921411092
4,-4837.98930783529,0,44.5677815305944
4,-4110.02321746802,0,39.4001429480171
4,-4111.45300680391,0,38.4217239225532
4,-3943.01353899386,1,36.582428907986
4,-6102.23256248868,0,54.4785108308236
4,-5051.89864411102,0,47.2763586234323
4,-3397.29248696267,1,32.6173667042399
4,-7359.77902845708,1,66.2194265962467
4,-5223.7464692747,1,46.6449171719591
4,-3737.90159078241,1,36.478914962462
4,-5265.8622003369,0,47.1644746403386
4,-3369.69646109424,0,31.7111476907046
4,-5090.09287404579,1,46.1138272173792
4,-5056.57563316272,0,46.6449171719591
4,-5722.90217928624,1,51.1497878006269
4,-6170.60490967065,1,57.144078797925
4,-5156.27553639241,1,48.2503373616602
4,-4574.89515740351,1,43.3373160914247
4,-6964.56625684158,1,61.6340504181073
4,-6212.18399102132,1,55.2501523741532
4,-5143.15661351349,0,46.7309638839569
4,-5562.39573410226,0,50.3075411854539
4,-4679.76700724115,1,42.1505604027084
4,-6130.6190837789,1,55.4187673168035
4,-5077.10056101075,1,46.2084259460995
4,-5357.39441194845,0,48.5452042287399
4,-4388.47033522345,0,40.3933182363836
4,-4900.3446177445,0,43.7001950952014
4,-5333.62136289475,0,47.4128104366982
4,-3605.71717710602,0,33.7730118776522
4,-4590.70247313719,1,43.155207728322
4,-5022.59699772184,1,46.9330131346194
4,-5123.160381368,1,45.9546239228581
4,-3748.25655521959,0,35.8317020101029
4,-7101.11053914727,1,63.313674555077
4,-4954.22825846902,0,45.7587131744845
4,-5144.67290873955,1,47.7138002394155
4,-3311.77524793362,1,30.1806853663919
4,-3143.80620804842,0,31.7111476907046
4,-4660.38051226517,0,43.9935447952757
4,-4398.75796850238,0,41.931475911149
4,-3699.5228409856,1,33.3658961345723
4,-6017.62491319985,1,53.9536000287026
4,-4993.83657186186,0,46.7580973100005
