"species","gdd","urban"
3,264.933107926931,0
3,285.906753802553,0
3,352.752254785166,1
3,337.150925906642,1
3,264.555663846575,0
3,346.433107138476,1
3,353.504862735483,1
3,262.683346566048,0
3,280.420231860658,0
3,338.860770353116,1
3,345.34630747747,1
3,348.70121690514,1
3,278.854800170012,0
3,373.368906637461,1
3,276.006895171622,0
3,266.582657121352,0
3,257.178537366574,0
3,267.983306511641,0
4,227.621838038542,0
4,285.407278122167,1
4,237.09022704558,0
4,313.774277274233,1
4,299.446337280621,1
4,220.921992725173,0
4,229.167606391327,0
4,306.859183018489,1
4,225.087957464414,0
4,279.662175688509,1
4,295.670409088156,1
4,226.060113247792,0
4,302.760626880078,1
4,316.350618631623,1
4,235.9122214979,0
4,301.950236641327,1
4,293.609924115472,1
4,313.169400415391,1
4,218.144483688831,0
4,310.38995989085,1
4,238.312941494389,0
4,303.491068460733,1
4,291.427270729577,1
4,219.155424271989,0
4,214.968322493105,0
4,298.96778287579,1
4,232.876545434002,0
4,298.770368029828,1
4,312.365597038964,1
4,229.359588028934,0
4,233.441952972004,0
4,226.561174152283,0
4,290.985434036088,1
4,221.915794337475,0
4,219.509362449099,0
4,220.008397506341,0
4,226.451005497166,0
4,221.453513249006,0
4,275.636551752819,1
4,218.567332596313,0
4,314.90474763706,1
4,215.047744207618,0
4,227.020194883912,0
4,222.690541169253,0
4,230.164004046766,0
4,302.863587691565,1
4,293.674758574393,1
4,305.755536167419,1
4,206.736450403816,0
4,316.610083671238,1
4,215.49790049373,0
4,221.717967793331,0
4,218.035515667682,0
4,314.366966715243,1
4,300.727463302074,1
4,225.362349040685,0
4,214.047134381605,0
4,325.971183041832,1
4,230.511604962918,0
4,283.062233038794,1
4,318.956826128426,1
4,308.451346344951,1
4,293.126398630759,1
4,231.659322640689,0
4,306.989245405585,1
4,212.638355894252,0
4,214.869557147688,0
4,295.536496983941,1
4,313.892468981779,1
4,305.953529706956,1
4,222.610975638213,0
4,291.430388395334,1
4,307.73528387582,1
4,214.529209156419,0
4,299.186190155908,1
4,221.354397867701,0
4,219.757039227006,0
4,226.697421069426,0
4,229.780021934403,0
4,297.139728261838,1
4,240.157722467498,0
4,284.52613331969,1
4,236.39685189645,0
4,296.113627936495,1
4,213.760940871121,0
4,316.477289624985,1
4,227.027015179807,0
4,232.083569695652,0
4,317.164823801923,1
4,225.762258263079,0
4,304.946431187238,1
4,224.441879785596,0
4,299.811209272709,1
4,303.885239497023,1
4,288.7709446607,1
4,314.19635407282,1
4,252.582214976083,0
4,310.106247627023,1
4,292.448527742018,1
4,320.459377323392,1
5,209.596452267989,0
5,236.50014453452,1
5,221.156232101448,0
5,250.471550940662,1
5,236.480544699514,0
5,217.292770955217,0
5,197.128613901599,0
5,212.819393588351,0
5,236.067036312761,1
5,259.702830033316,1
5,244.118357897229,1
5,224.820643003015,1
5,212.599851532494,0
5,221.035562794762,0
5,258.664867559423,1
5,252.23125346118,1
5,248.518611362713,1
5,215.285877093974,1
5,239.063080848187,1
5,236.572424565879,1
5,230.685836621075,0
5,228.209052572098,1
5,236.243083999994,0
5,223.714104668054,0
5,231.947756601472,1
5,213.742597912922,0
5,252.684192550623,1
5,240.661121215831,1
5,245.452591685204,1
5,225.23929838356,0
5,227.035832659818,1
5,196.515222529713,0
5,226.53453114146,0
5,212.048542233333,0
5,252.245825680281,1
5,233.834566483206,0
5,245.197677253175,1
5,228.43461504747,0
5,233.464767323795,0
5,227.001870519312,0
5,261.896793716373,1
5,240.129865174458,1
5,212.29783579504,0
5,241.135118169828,1
5,231.389615149075,1
5,231.283045929563,0
5,241.244401825158,1
5,226.377857982375,0
5,235.621957213261,1
5,219.275881503035,0
5,260.975900324319,1
5,246.131799627208,1
5,236.175267245989,1
5,241.516860493963,0
5,231.898306997446,0
5,237.357457155322,1
5,257.065430879897,1
5,229.029915183809,0
5,235.495671964943,0
5,238.185387657475,0
5,223.058728070766,0
5,228.01661551797,1
5,235.285748397585,0
5,247.204369950198,1
5,260.230942869465,1
5,234.228253766702,0
5,242.876543244558,1
5,216.416751506414,0
5,216.105723520795,0
5,217.625218398612,0
5,220.416914854586,0
5,234.821771683156,1
5,219.749989244953,0
5,222.644222563286,0
5,222.621510009384,0
5,221.692713388784,0
5,207.237407128701,0
5,243.483554859213,1
5,247.742637526578,1
5,237.840758354302,1
5,257.472017177308,1
5,245.780142778469,1
5,215.266885945817,0
5,211.173935229087,0
5,226.364461982124,0
5,206.218006880696,0
5,223.490278704614,0
5,233.797053684877,1
5,206.377038761978,0
5,249.270859336808,1
5,253.232940963605,1
5,219.976488759941,0
5,238.961993295871,1
5,232.112537903597,1
5,251.81147589862,1
5,205.491073936945,0
5,235.102726736186,1
5,223.551636669904,0
5,253.94984309328,1
5,223.501653992693,0
6,302.013530743803,1
6,262.633406163591,0
6,303.187479668809,1
6,305.482185221265,1
6,332.354249537167,1
6,266.910184359856,0
6,266.667713004226,0
6,333.206580280651,1
6,323.938653567312,1
6,310.631988278507,1
6,258.91271932226,0
6,326.774141345688,1
6,307.702241546547,1
6,317.731370892556,1
6,302.258487975428,1
6,270.217672197555,0
6,329.908213116145,1
6,266.215996891223,0
6,321.204106089735,1
6,311.469144400375,1
6,267.12674727999,0
6,343.453718566057,1
6,267.000598677059,0
6,271.92332556955,0
6,269.251220643904,0
6,323.511040782231,1
6,268.847625247449,0
6,258.179646931801,0
6,308.4957513194,1
6,268.270861404851,0
6,316.565389181013,1
6,310.636022508519,1
6,302.721428265486,1
6,274.183391374208,0
6,255.083568129133,0
6,307.32244927453,1
6,334.96626436252,1
6,265.266321381163,0
6,265.925665894175,0
6,280.072610301738,0
6,302.924102179827,1
6,279.671032486862,0
6,253.476903950696,0
6,264.545114616292,0
6,313.101825648403,1
6,272.178260050039,0
6,270.68391781055,0
6,273.718974299627,0
6,272.869238547824,0
6,269.142538119975,0
6,311.353195292511,1
6,287.871179924646,1
6,311.806708778419,1
6,258.828960400831,0
6,306.669469684307,1
6,322.683385140469,1
6,316.822490335981,1
6,326.512703085097,1
6,327.109413750532,1
6,294.3136985667,1
6,312.678476516386,1
6,288.009488254095,0
6,266.92377445846,0
6,323.767526949748,1
6,261.500520650177,0
6,305.200213704652,1
6,319.629563414471,1
6,271.521070823234,0
6,247.014026661284,0
6,285.989424367337,0
6,311.151023975389,1
6,327.514410161039,1
6,306.766633431813,1
6,319.86086254042,1
6,273.612514216164,0
6,248.729088818644,0
6,261.635509738732,0
6,252.433909333552,0
6,315.440620336728,1
6,258.149925092463,0
6,282.759429098467,0
6,292.454086686551,1
6,302.912355375608,1
6,303.554031844815,1
6,308.970977107126,1
6,277.506144561092,0
6,328.026785872331,1
6,297.627420706908,1
6,251.64771344627,0
6,259.114074811652,0
6,295.005609208801,1
6,262.192326706211,0
6,331.627420677591,1
6,267.974190750633,0
6,322.447568365183,1
6,318.121986209231,1
6,270.643730235723,0
6,319.792091829199,1
6,303.833041797403,1
6,326.550496051899,1
7,294.889336209582,1
7,247.866754438395,0
7,313.435166011238,1
7,229.395782553786,0
7,277.052399850052,0
7,296.852918943883,1
7,265.187584043804,0
7,299.405951192239,1
7,293.778762323396,1
7,274.145641548743,0
7,272.888654741051,0
7,280.658306263718,1
7,236.204671575473,0
7,260.264778885304,0
7,319.474045969557,1
7,294.96417134962,1
7,295.873638948814,1
7,281.182698186834,1
7,270.539617611818,0
7,267.149170429496,0
7,313.90677882409,1
7,279.707989871987,0
7,293.17848528669,1
7,252.928623311601,0
7,293.018798531327,1
7,256.058641967659,0
7,248.943532642775,0
7,303.678750891713,1
7,249.052865588316,0
7,260.959995838303,0
7,330.463628546005,1
7,298.571904209532,1
7,272.515526445136,0
7,306.359038953524,1
7,311.116286960839,1
7,255.468952191644,0
7,264.441756542256,0
7,253.387943713677,0
7,295.122099264387,1
7,247.193103056176,0
7,249.334091902709,0
7,253.691480399906,0
7,307.147394510969,1
7,250.7312911447,0
7,254.58380463635,0
7,266.941111600155,0
7,270.262206356238,0
7,266.879615428662,0
7,259.308264353181,0
7,301.602226285323,1
7,303.401083203333,1
7,307.209637538059,1
7,263.382992481064,0
7,319.276325472791,1
7,270.133237507405,0
7,293.372265677092,1
7,247.92441570974,0
7,256.637348244335,0
7,256.061630258007,0
7,300.153567637016,1
7,253.640158810231,0
7,250.33493850116,0
7,252.206668152971,0
7,314.037619693573,1
7,238.10509709513,0
7,293.859329125806,1
7,263.54101541382,0
7,244.354836228144,0
7,302.004682306464,1
7,234.843881781453,0
7,288.374582362598,1
7,232.303101444531,0
7,295.743558619318,1
7,264.77377406245,0
7,273.218419439702,0
7,304.385663848837,1
7,314.627715787745,1
7,258.079011494581,0
7,259.595709887084,0
7,264.75530726922,0
7,246.440063661134,0
7,305.073034369366,1
7,303.775414210753,1
7,281.681942160562,1
7,297.635545899874,1
7,303.604682090436,1
7,260.480989509388,0
7,315.809699111771,1
7,242.70928510902,0
7,289.152148211134,1
7,241.78684682175,0
7,316.156149307884,1
7,254.771850215798,0
7,267.901056893552,0
7,312.401792242696,1
7,283.038472816561,1
7,298.03890803712,1
7,311.242760945342,1
7,310.73709668882,1
7,243.681572641988,0
8,302.826155458183,1
8,274.874417786431,1
8,274.055016222075,1
8,301.649899416451,1
8,177.115122476894,0
8,293.047659408556,1
8,213.821035035344,0
8,192.155757342334,0
8,276.910836195339,1
8,166.27919763225,0
8,286.327892795339,1
8,277.093874104903,1
8,294.513990772948,1
8,293.348442905483,1
8,198.191438637908,0
8,193.043511468634,0
8,190.164311750341,0
8,277.890605426407,1
8,286.785581040381,1
8,190.716183533525,0
8,283.348228024284,1
8,288.531170890624,1
8,287.536285123313,1
8,189.707506740432,0
8,297.243262998513,1
8,295.080388853723,1
8,290.1847573124,1
8,292.380104072778,1
8,193.896282421984,0
8,188.56172851955,0
8,202.399566211799,0
8,264.511877486195,1
8,198.150418705156,0
8,295.588948492869,1
8,179.021699322941,0
8,271.0809725259,1
8,278.791179748927,1
8,197.038579032883,0
8,189.304380728793,0
8,206.103779080523,0
8,184.531979418559,0
8,200.405909416353,0
8,182.006356729555,0
8,199.930454947919,0
8,276.559849340193,1
8,280.125679391744,1
8,287.938410413112,1
8,197.385145584351,0
8,279.98401869634,1
8,190.568620724775,0
8,213.005659749465,0
8,186.781483412604,0
8,283.23929956046,1
8,203.525896989764,0
8,293.921049596613,1
8,302.096658118994,1
8,198.324668127044,0
8,188.569262294487,0
8,278.088433140225,1
8,303.611692166818,1
8,293.680214053293,1
8,290.85539580107,1
8,296.200830714702,1
8,297.642520916073,1
8,210.711183119954,0
8,199.348908269989,0
8,281.386220569987,1
8,185.453253586818,0
8,204.858350087927,0
8,201.246353180069,0
8,194.312709172378,0
8,295.626918893744,1
8,196.882880449506,0
8,188.497965501267,0
8,206.496669958739,0
8,280.693718651272,1
8,294.818761891049,1
8,189.484914502715,0
8,277.819815003635,1
8,286.405529315493,1
8,182.814986463636,0
8,274.038264837573,1
8,181.336242205205,0
8,304.470343066469,1
8,283.89453842139,1
8,286.565422313168,1
8,179.327207687007,0
8,296.831787116455,1
8,189.412984949129,0
8,183.697490408192,0
8,285.618250972932,1
8,200.754841798769,0
8,189.913996123766,0
8,192.636548890297,0
8,279.05805324526,1
8,194.50697077269,0
8,203.308918258666,0
8,288.366866260201,1
8,295.14684969702,1
8,286.501379191493,1
9,213.234546492417,0
9,233.146909484867,0
9,237.759970207981,0
9,234.687648509134,0
9,269.314860430444,1
9,259.919919801712,1
9,234.597533664654,0
9,275.250405351261,1
9,204.839318916982,0
9,212.895382598065,0
9,223.69951281129,0
9,229.104908755392,0
9,272.764102774344,1
9,264.471488529159,1
9,209.937445555419,0
9,211.191732811965,0
9,218.499198026998,0
9,227.250418079181,0
9,219.463154853631,0
9,213.984944009106,0
9,215.75846533868,0
9,262.238387057239,1
9,233.998877046409,0
9,250.861869443418,1
9,207.527199185544,0
9,252.121206442173,1
9,255.532304661814,1
9,224.523563036072,0
9,221.09306042202,0
9,251.593805212323,1
9,216.704039123679,0
9,262.068938268417,1
9,218.235571658698,0
9,275.436660666281,1
9,213.578737411887,0
9,223.634629490927,0
9,228.606633186597,0
9,271.902992133147,1
9,268.64237915432,1
9,255.467777382795,1
9,258.019991270392,1
9,259.907434600342,1
9,272.166147491631,1
9,238.449038089804,0
9,252.184629742853,1
9,205.777365023229,0
9,218.258204835592,0
9,262.370001694999,1
9,236.620091513788,0
9,269.389253426159,1
9,260.922175528088,1
9,221.571938266801,0
9,265.307928990179,1
9,224.765597758704,0
9,254.273654096337,1
9,262.840023743885,1
9,218.688521199417,0
9,220.215538932692,0
9,213.153400082053,0
9,267.446150798823,1
9,262.406597943466,1
9,228.649114049702,0
9,231.098479697588,0
9,219.201230086895,0
9,264.040122854055,1
9,214.059664996314,0
9,233.811562558372,0
9,216.663402471945,0
9,242.570302251629,0
9,258.474696423075,1
9,216.939868769914,0
9,215.237311888553,0
9,218.33311505997,0
9,272.560123389093,1
9,207.132249337313,0
9,245.24530373307,1
9,213.395092158853,0
9,248.217891772963,1
9,212.181479565412,0
9,212.356281277661,0
9,261.732535952651,1
9,215.661622907031,0
9,261.660524601124,1
9,207.810582989583,0
9,205.049774173803,0
9,266.351272800275,1
9,256.995290623312,1
9,263.414119752189,1
9,237.184497241454,1
9,258.955230997589,1
9,219.961328289526,0
9,258.653244972119,1
9,258.811614990418,1
9,220.025680471605,0
9,246.287540491211,1
9,217.381832217504,0
9,242.36398022945,0
9,224.6731936836,0
9,269.132159838121,1
9,227.702251106034,0
10,297.497883244807,1
10,229.200070493272,0
10,232.838660814282,0
10,295.569127129948,1
10,225.614280655315,0
10,286.218136172295,1
10,303.815604661583,1
10,240.45270886806,0
10,242.463397941246,0
10,284.927360243016,1
10,215.274461622423,0
10,230.616066457065,0
10,305.626204293923,1
10,229.474770473917,0
10,223.711623361631,0
10,230.382260079126,0
10,242.7316727508,0
10,302.019942672019,1
10,216.884983413527,0
10,310.817911549241,1
10,229.629451022947,0
10,284.792158840943,1
10,278.320475365399,1
10,212.640516309021,0
10,255.53422526829,0
10,229.569644286384,0
10,286.831434553175,1
10,235.138168918326,0
10,238.535592270322,0
10,226.392063208311,0
10,296.740266864203,1
10,242.762306224325,0
10,303.833361543315,1
10,219.350099891507,0
10,242.012221153432,0
10,293.97244174208,1
10,215.24410230926,0
10,227.245069630607,0
10,294.05127042155,1
10,286.74248708271,1
10,239.262945652709,0
10,221.5298499855,0
10,281.384362740153,1
10,242.144426166923,0
10,228.716837827861,0
10,238.988903166038,0
10,289.627688682575,1
10,238.325444753009,0
10,308.682442239447,1
10,280.773881688984,1
10,223.569446554997,0
10,278.84717021754,1
10,230.211011705913,0
10,304.322196102803,1
10,290.155101952688,1
10,228.94874464343,0
10,236.406355507657,0
10,289.097829460317,1
10,296.030609107618,1
10,284.387758928705,1
10,309.552119343011,1
10,290.175248571906,1
10,231.177226715795,0
10,272.727655206184,1
10,282.915395134506,1
10,230.279849141747,0
10,227.096025790345,0
10,235.046555814144,0
10,239.402118949588,0
10,293.57195497145,1
10,301.88256005623,1
10,281.797058388397,1
10,325.29136137855,1
10,298.324544969144,1
10,232.446503302395,0
10,296.741753526438,1
10,301.554361501562,1
10,288.464706460119,1
10,306.443383790855,1
10,303.601651189323,1
10,230.107778587863,0
10,228.021972963897,0
10,300.170791199068,1
10,210.782640209852,0
10,291.525822334062,1
10,235.775465518133,0
10,301.207060711368,1
10,294.84825430893,1
10,295.437973511476,1
10,235.699776649997,0
10,241.481546092713,0
10,223.807296062538,0
10,288.425691723568,1
10,244.950706563217,0
10,277.522367506468,1
10,291.531924415981,1
10,304.408827075631,1
10,237.614234938366,0
10,233.226311411718,0
10,237.778021401537,0
11,365.846090859036,1
11,307.239453963437,0
11,377.139873670054,1
11,357.232095684529,1
11,308.829197310286,0
11,338.774984528568,1
11,358.152824032687,1
11,292.822386951067,0
11,353.542588110403,1
11,286.976362868666,0
11,290.879568154929,0
11,363.050796127532,1
11,275.249308560416,0
11,319.103865389603,0
11,356.309326055507,1
11,369.302356170611,1
11,348.185803373652,1
11,309.678693122127,0
11,363.935563450969,1
11,356.674921620413,1
11,340.980700716029,1
11,366.694674029587,1
11,363.26375868004,1
11,308.992772620913,0
11,355.076975472652,1
11,345.124693350065,1
11,376.476566416438,1
11,301.016733426099,0
11,350.295649569919,1
11,298.801177469182,0
11,360.55004504409,1
11,343.79778249317,1
11,298.026579555072,0
11,366.06496840566,1
11,358.068192528096,1
11,281.928737985766,0
11,360.471845602977,1
11,362.024878087117,1
11,284.957804368443,0
11,306.011008572271,0
11,361.242770446293,1
11,285.36648759067,0
11,285.531950710247,0
11,368.334729097295,1
11,383.190964198722,1
11,306.60545485111,0
11,301.760333370046,0
11,298.431555669046,0
11,357.028682182903,1
11,366.607498220639,1
11,357.577609615114,1
11,364.454818983062,1
11,372.258128527315,1
11,347.073931128422,1
11,293.841378602234,0
11,362.090265805191,1
11,355.640895051863,1
11,361.394078045197,1
11,360.792455395273,1
11,298.966957194789,0
11,284.729413422144,0
11,306.118450268356,0
11,284.077062414175,0
11,363.072177050988,1
11,299.693144521225,0
11,348.90888819708,1
11,290.631750890455,0
11,367.797217528084,1
11,358.668682068556,1
11,286.153866986879,0
11,358.08763620049,1
11,291.772579509417,0
11,357.765994023287,1
11,302.889528986946,0
11,349.557753209077,1
11,354.669792061487,1
11,303.274070724758,0
11,358.007880831932,1
11,351.648572037847,1
11,344.805311108921,1
11,294.211081718191,0
11,346.905260068584,1
11,283.549353810958,0
11,350.852315785031,1
11,295.143682995344,0
11,294.503306174415,0
11,349.974152682727,1
11,278.498398953125,0
11,345.466921447284,1
11,353.184326292017,1
11,356.086072650675,1
11,297.544994839188,0
11,361.083804531328,1
11,298.515974700009,0
11,306.49396712107,0
11,296.220143872541,0
11,360.591647327015,1
11,309.373942332261,0
11,282.290630873916,0
11,285.829831628863,0
12,276.217468610749,0
12,357.683267439839,1
12,293.106227372597,0
12,280.598473613501,0
12,356.485542331866,1
12,351.408073386677,1
12,292.294753257107,0
12,345.373792896853,1
12,352.758578453303,1
12,278.104971900718,0
12,268.739682767812,0
12,352.439331610085,1
12,283.937704493542,0
12,270.798421726104,0
12,284.512582424448,0
12,284.289499636908,0
12,370.172673865257,1
12,260.496699935825,0
12,349.989698771993,1
12,277.643315031274,0
12,278.447807610063,0
12,362.22058704314,1
12,360.015352596824,1
12,278.015248000247,0
12,271.602206025095,0
12,346.380608855518,1
12,352.70225146977,1
12,272.122360154927,0
12,270.562423535127,0
12,358.841647602709,1
12,263.979517569331,0
12,345.722977675833,1
12,275.105575688028,0
12,344.308440356682,1
12,278.074356825908,0
12,353.131652011311,1
12,277.358263177615,0
12,271.701219892289,0
12,280.130984067457,0
12,354.480987495062,1
12,290.311712154547,0
12,273.283244578015,0
12,283.487067480765,0
12,345.28326412505,1
12,280.772895771824,0
12,364.620917896277,1
12,359.276605241034,1
12,339.291278235625,1
12,334.972462484281,1
12,353.256392863558,1
12,284.475840150344,0
12,350.432775933065,1
12,275.532929853683,0
12,343.823058726053,1
12,354.410784422647,1
12,333.706240685247,1
12,366.443505385482,1
12,271.76696639935,0
12,273.296764385349,0
12,360.515744602475,1
12,369.421651720793,1
12,350.012047130684,1
12,273.380298017769,0
12,272.800872617651,0
12,358.193093019294,1
12,278.68136149648,0
12,280.814646365795,0
12,341.234995289938,1
12,339.540534892713,1
12,353.721513352491,1
12,294.01893443434,0
12,340.865711457841,1
12,349.86779275063,1
12,363.81884971722,1
12,282.639472302001,0
12,374.613154827031,1
12,266.822453354372,0
12,264.299811216871,0
12,290.99435302784,0
12,271.600580848469,0
12,280.500711036447,0
12,279.039737557302,0
12,257.268195059861,0
12,346.738964814841,1
12,265.43777728485,0
12,347.924519075683,1
12,265.849897691918,0
12,259.766116867169,0
12,282.901612380672,0
12,281.579011376375,0
12,362.426580061655,1
12,334.303139557535,1
12,342.623179934537,1
12,278.549826717748,0
12,278.166039747287,0
12,281.918923359855,0
12,339.574968439521,1
12,272.103949231633,0
12,342.37097555289,1
12,340.62987137977,1
13,250.825487178603,1
13,237.555735468089,1
13,232.047793219205,1
13,232.520904838277,1
13,231.892457931924,1
13,258.910778442973,1
13,223.046500951453,0
13,229.543901498103,0
13,215.516573669875,0
13,213.690569299683,0
13,220.811858526177,0
13,239.36561557122,1
13,240.858692228221,0
13,247.124012408503,1
13,233.047213527283,0
13,227.529855516903,1
13,239.633298552759,0
13,239.808213867338,0
13,237.322612076936,1
13,229.524450953275,1
13,231.883050567263,1
13,224.615871019793,0
13,216.904837371173,0
13,249.882036109162,1
13,234.097119888692,1
13,246.809382232615,1
13,236.477531118958,0
13,243.934408779627,0
13,233.681673941185,1
13,226.408983928859,0
13,226.07819597124,0
13,219.471641235036,0
13,234.18563521358,0
13,249.329366894229,1
13,245.384608507615,1
13,234.395967073398,0
13,248.906613741184,1
13,230.705029145933,0
13,233.58575914159,0
13,221.788159209106,0
13,222.245003404124,0
13,235.40717039695,1
13,240.955448316068,0
13,237.196317371063,0
13,223.287076868466,0
13,235.752929611159,1
13,244.225496662711,0
13,232.402626544159,0
13,220.437256489232,0
13,239.382469496831,0
13,215.570508876635,0
13,236.320986083686,1
13,227.468492582252,0
13,240.381321336837,1
13,248.108741353165,1
13,209.878782754139,0
13,235.083099761616,1
13,230.815332680052,0
13,253.936418047045,1
13,223.315052787196,0
13,222.550790480691,0
13,236.619048181549,1
13,232.771980863487,1
13,255.149881764466,1
13,233.37973610884,0
13,227.835290764774,0
13,232.305652741866,0
13,257.127373343436,1
13,224.084266992028,0
13,229.260705315255,1
