"species","gdd"
3,503.980737564059
3,587.094528788005
3,456.186097989301
3,668.875098186596
3,810.72669716024
3,827.3963182251
3,986.331744169313
4,863.142540670375
4,702.576811048052
4,596.882635224255
4,558.406803068612
4,749.495247888384
4,508.793460148241
4,605.11209746242
4,1046.23826659524
4,613.135539839995
4,768.78222922001
4,652.578975161655
4,733.017324252997
4,598.427273095647
4,654.685302486673
4,931.335521714997
4,584.67462343093
4,492.912447243783
4,653.658417486645
4,721.535727236731
4,793.862734586527
4,707.898972910485
4,836.909471037464
4,409.128701555815
4,530.607432876442
4,499.092438042353
4,237.346152276408
4,726.190254316404
4,609.960545504824
4,576.17515637643
4,732.710090676813
4,723.149739997712
4,572.905184656401
4,585.172335028148
4,511.937840691216
4,799.627145063958
4,1012.6635411495
4,437.969043967137
4,584.229626191042
4,848.417180811869
4,637.534237041539
4,328.301050750101
4,538.561179074182
4,569.803020092359
4,603.342005886327
4,622.457547448949
4,642.759362855312
4,391.075863993702
4,831.810670103896
4,590.573868964212
4,607.209129932226
5,625.271461122311
5,718.540835380118
5,605.858765544463
5,573.194669720628
5,1095.96361933735
5,784.599422962015
5,810.864204310484
5,972.855420009282
5,660.12177331444
5,609.381222899728
5,1175.00009938498
5,696.026784433384
5,275.444912860749
5,917.430318971211
5,654.108128705262
5,739.560943512753
5,551.797976746603
5,367.765835669134
5,867.251708165286
5,693.200210933875
5,396.439341335257
5,1025.56266188715
5,560.957531620687
5,709.17342010863
5,520.146164212706
5,1001.30065208969
5,1236.98735629788
5,723.648906894069
5,931.275047622194
5,1021.72035963981
5,678.228276425563
5,788.429692137706
5,814.03012234443
5,482.802086593723
5,946.097686030045
5,719.400172702129
5,770.890083464197
5,886.007748444162
5,65.8849087509905
5,859.069782588001
5,719.772436189667
5,787.397090451396
5,615.507019680965
5,620.682033888244
5,726.370151102312
5,765.208145851952
5,881.739812708178
5,939.916558065736
5,648.990352683588
5,562.834895322698
6,291.173750785488
6,119.173652572897
6,620.279961624875
6,312.996950497683
6,762.477661973135
6,141.214629214229
6,198.34855113094
6,589.194524367691
6,226.401411691628
6,546.824167866373
6,602.270999002421
6,876.488700858136
6,482.906141451495
6,320.584398130572
6,66.9544797914009
6,338.309517912577
6,340.127209143779
6,543.021691296315
6,519.403782259289
6,169.391633021788
6,438.573881888572
6,563.307967697325
6,345.879140415088
6,456.401986689737
6,535.332091269872
6,565.754778865894
6,110.013892893486
6,262.267984655431
6,123.422459415515
6,614.106332778989
6,577.102717492404
6,315.745682533318
6,277.437419886531
6,228.766547428369
6,326.534700009084
6,560.805096421881
6,185.005004131568
6,774.458736794134
6,468.702060053629
6,573.943729122302
6,464.664432432492
6,332.922666166517
6,701.087246427067
6,270.304693946365
6,299.573974213091
6,496.724499797107
6,282.334225726
6,420.15743831232
6,414.070647706054
6,215.66973030228
7,764.749971736418
7,455.835220906637
7,653.210763378788
7,1037.9110483239
7,769.085571121277
7,835.195356024578
7,636.835506972579
7,851.031717900008
7,554.980001502646
7,888.506924607498
7,612.563386032524
7,913.086586187226
7,880.667516834229
7,503.169382327598
7,218.450457914637
7,920.475029118348
7,616.68553076155
7,601.465924074276
7,654.132464806083
7,820.406079255102
7,677.90981703364
7,1098.07808757947
7,606.829743237339
7,313.023463765362
7,576.578841180081
7,658.903959272756
7,646.31569581163
7,411.695736790585
7,389.051436242875
7,775.089285608235
7,675.282600276416
7,774.570778532724
7,737.254656768064
7,535.939526190298
7,529.351248779048
7,724.141898937606
7,714.579139714638
7,708.44061125044
7,653.577331423733
7,596.241173320505
7,704.950268084568
7,200.474145689358
7,374.812542102209
7,827.331926205285
7,656.207519632076
7,370.94737718079
7,729.53765573557
7,362.670369922645
7,387.157199277443
7,433.109910540643
8,1057.37614467292
8,1070.71855160812
8,1199.18217177228
8,1136.23910687116
8,836.660968988332
8,1157.35316459664
8,938.647827031501
8,1103.54958110419
8,587.650960304381
8,1095.42275740704
8,1287.95539145573
8,877.270874924984
8,795.852192892801
8,762.681891030107
8,1034.13375941363
8,1023.94604572262
8,1277.72911392477
8,1119.52295462372
8,1251.19276292196
8,906.034311527669
8,1080.11557898969
8,1139.9765624245
8,1128.02946401298
8,761.610479846945
8,1027.91532498672
8,818.742425114255
8,1004.84976037995
8,949.593803158073
8,776.295218606432
8,1151.01873375208
8,1019.13242717482
8,829.554687465614
8,1132.99338049683
8,565.199403672391
8,997.215562992228
8,932.766850890314
8,949.32455814857
8,1090.52000516453
8,1212.49500196514
8,1169.33854020322
8,688.981431100316
8,697.846800968623
8,1244.3877172695
8,846.463336601623
8,828.595130125197
8,845.807638959633
8,990.452437818799
8,839.272840097939
8,938.987500901088
8,802.683275245445
9,616.455200839925
9,569.486163614104
9,785.382963766159
9,884.020371817186
9,697.219380066497
9,381.401198694803
9,433.534824263533
9,988.480027603723
9,473.504141309113
9,113.21024178083
9,430.584243974396
9,305.164671405362
9,274.846583203398
9,783.797679705151
9,850.946764777676
9,43.6907604904921
9,563.620901189178
9,485.622039415861
9,539.284726738332
9,411.636220362488
9,214.805275085893
9,559.476401327849
9,907.929077569052
9,28.8252238360944
9,649.31151819008
9,385.450989485017
9,83.0702155413884
9,330.369225900674
9,206.439097918097
9,699.332452356072
9,363.194093531322
9,553.460442298992
9,771.281775760473
9,578.911004169358
9,240.235065294595
9,543.932302811524
9,341.304577103737
9,178.356966580858
9,719.143194923729
9,629.036386713939
9,445.21045288667
9,735.04254797522
9,476.59613836062
9,838.05183669302
9,815.881667962208
9,405.659250686459
9,427.019715797876
9,919.087324148933
9,661.140243732297
9,510.759038119101
10,648.950328426701
10,632.33082341471
10,697.504177617439
10,792.495503158471
10,702.570422454986
10,1003.23263799256
10,360.062416396569
10,472.02391405042
10,306.165575606829
10,930.38232607653
10,883.209281222944
10,655.073858920622
10,679.414028567844
10,760.30098421983
10,773.419121272942
10,629.349782670378
10,446.87335697016
10,671.207420053633
10,1219.97329334232
10,642.496062838155
10,814.637785949502
10,507.446568596299
10,391.416505952113
10,403.274982105299
10,641.983085702271
10,896.778051217559
10,423.239737221396
10,792.876917172548
10,712.660440355576
10,658.729849087947
10,386.410896711701
10,718.109440947768
10,593.113313484434
10,259.564850528685
10,814.473189903068
10,556.433223536215
10,463.624316141397
10,538.194967481346
10,700.519346198919
10,522.895614883212
10,293.929284793814
10,743.378252215344
10,507.688087724671
10,670.017744347641
10,624.984366457998
10,464.128481903548
10,692.326018774793
10,499.771688850951
10,381.626465697089
10,354.184460790998
11,777.635127104887
11,441.774796419249
11,905.76373943246
11,580.927328449043
11,560.372009616595
11,431.029597179419
11,406.406981636231
11,683.615727460735
11,977.145610226382
11,647.43323423694
11,306.093246613075
11,481.303001230995
11,792.467110941704
11,669.224705221487
11,231.382556403752
11,782.68795467693
11,561.131593219181
11,625.888605478613
11,695.548693895217
11,1077.18232254622
11,957.518427282384
11,730.007930723465
11,875.431454302071
11,562.159643103832
11,1114.01541110328
11,672.638235589583
11,884.60584913736
11,725.275816963196
11,664.576272990143
11,855.440529804468
11,562.04518798229
11,717.199226239194
11,489.453046155294
11,736.54462290764
11,636.243006327765
11,541.180118236687
11,573.17957116107
11,826.500181153907
11,666.507592991589
11,741.892898162915
11,588.708051110795
11,744.129175078553
11,262.191171904896
11,519.105088119894
11,811.973030804365
11,429.235001141499
11,535.986515116139
11,754.004775768696
11,906.666739245626
11,521.105909133591
12,727.320864452849
12,800.60529378643
12,902.949294131843
12,878.340812319355
12,552.535734247619
12,769.097524475806
12,474.227202484959
12,846.99606157916
12,1079.26745304313
12,1020.98440836711
12,549.964454005169
12,708.519839390794
12,458.745947880889
12,623.102421383862
12,790.431478869701
12,579.21743997334
12,747.32007791497
12,675.425533816879
12,417.377049365152
12,309.791723625469
12,871.701758089958
12,731.558855087195
12,913.110671882868
12,471.788858139163
12,837.440765268922
12,874.018958776925
12,820.287321952373
12,881.413431732236
12,1049.10006838798
12,712.081569423282
12,837.083388337852
12,741.461500224068
12,644.074328946791
12,921.957144421698
12,670.545427705796
12,458.666463668033
12,740.284221719874
12,986.154139361258
12,845.772270266486
12,1007.58107868026
12,1447.99081047731
12,567.659718903996
12,720.43504150633
12,1035.81152822322
12,706.100761461124
12,790.064891284333
12,672.916715532226
12,1066.88718037373
12,945.987068634274
12,454.067789689
13,577.240482358445
13,446.57936179296
13,579.49151537796
13,379.887673994849
13,663.927567720674
13,327.128418625497
13,332.690257498605
13,28.6069086743626
13,364.753652035931
13,296.392625154874
13,787.77869513337
13,426.839519147018
13,594.461139858315
13,619.334498061621
13,527.553032302256
13,386.849912372129
13,825.82910663641
13,560.261739791934
13,169.954168029818
13,420.899240562491
13,490.784820047022
13,588.478629587307
13,659.632871929148
13,27.4807686567234
13,486.234177184173
13,981.730487265975
13,449.426682374896
13,526.009542165707
13,662.902477710335
13,808.752767891406
13,160.14354099115
13,607.204163562123
13,394.377417027264
13,248.08646187239
13,479.272407531118
13,298.84584432771
13,375.591073692378
13,668.817565116247
13,523.156973095451
13,392.044668880373
13,589.341566188841
13,-49.6039586876408
13,902.421041911902
13,439.876746027863
13,407.782349777223
13,569.687019156165
13,225.358126154483
13,-16.7627157697211
13,232.530556846587
13,326.587428571492
14,417.325865651242
14,406.175826853465
14,24.7907938815829
14,403.532962354754
14,542.188516853846
14,1033.10346295915
14,121.238656273098
14,565.890020301028
14,629.673234009302
14,552.675027651459
14,756.314457855784
14,521.463267669232
14,651.600516824678
14,631.653810417624
14,947.783180138562
14,322.488008781785
14,658.579225164375
14,452.069772060628
14,752.636059325734
14,623.089000441919
14,173.824199315175
14,570.557005685049
14,605.217405902469
14,453.663046000842
14,1069.16382394223
14,749.736773856847
14,644.665389313472
14,962.211363248713
14,607.87427258091
14,670.865759021693
14,946.158027995707
14,960.217327865831
14,534.916147852294
14,749.594134091987
14,350.171924163286
14,591.533533018379
14,743.996509461695
14,813.813277261294
14,624.182288616993
14,710.332102906666
14,983.564100932156
14,516.68116506826
14,638.418345974078
14,752.503535884416
14,490.609643222049
14,316.91886075793
14,711.81531053556
14,428.666074774113
14,553.683938102006
14,850.674295339428
15,446.534818210169
15,566.376699660723
15,615.05134713327
15,554.352415633924
15,992.292390845432
15,525.455078348838
15,255.576954572436
15,518.659669905056
15,626.540968153366
15,401.737014703605
15,933.889608162023
15,768.369153430479
15,748.773526187732
15,812.458211499859
15,667.379313554675
15,808.067473634991
15,305.722038633898
15,657.635900684233
15,646.105531489387
15,523.866631728477
15,713.617855332568
15,337.613394505081
15,352.718249901717
15,1055.03685388493
15,589.813015713726
15,584.274481870053
15,584.211433802395
15,993.948386542355
15,628.32854616922
15,851.509827207602
15,446.35366153304
15,766.62939661321
15,729.041557026304
15,484.14315203496
15,550.320399487592
15,168.264372914249
15,163.749988816202
15,566.099461242932
15,654.005298392797
15,408.162769064833
15,887.997902958955
15,728.15187295192
15,774.629814477831
15,631.119793043454
15,660.425259444176
15,519.916226113483
15,413.577709420229
15,773.800797729509
15,625.742456818323
15,790.180721167817
16,474.299246985404
16,511.206160368529
16,1123.11132157209
16,811.827537383376
16,608.875322580819
16,547.552216254474
16,579.425400230339
16,541.324720966311
16,442.458134829033
16,490.881956999894
16,213.691033385514
16,782.912158687982
16,986.827557566749
16,647.399010180185
16,379.751171707487
16,642.716446021873
16,549.283966132397
16,734.244223084337
16,670.65788582383
16,243.132786072334
16,709.60890863185
16,984.004135933902
16,736.47584843393
16,907.477613161138
16,112.772368100033
16,597.943746719433
16,983.155551632219
16,783.414418247703
16,604.471357633149
16,470.104481362454
16,896.895953072541
16,515.307721840969
16,384.07461826858
16,594.564501321716
16,518.505240049762
16,700.737060208877
16,460.108685825029
16,680.716988342254
16,684.227312924037
16,354.403755696602
16,931.022750664067
16,739.806698073643
16,675.749658868621
16,469.157307060975
16,514.602883472711
16,491.266096183736
16,385.445434571234
16,687.602182211381
16,893.539772281355
16,463.191406701608
17,501.546393089904
17,578.685989527328
17,815.5421991245
17,650.619074505639
17,1088.41847957594
17,249.761861794713
17,715.670297751451
17,1027.91856702816
17,710.145651768334
17,591.984871679974
17,604.784844925526
17,940.800488163157
17,834.794720316344
17,355.310941154118
17,973.747907192335
17,464.856209576917
17,702.591769544719
17,767.833479866696
17,1048.35674800651
17,892.400618179895
17,975.055713086576
17,962.483061759637
17,759.943153478444
17,610.927535225406
17,747.174034207244
17,922.074130372649
17,667.595200064321
17,1030.10810968793
17,883.352389864707
17,601.058761044181
17,1138.51700863694
17,655.766967639523
17,674.11252164257
17,1100.91863366491
17,772.275231935363
17,556.708806883131
17,1201.73922238188
17,670.672227009731
17,728.942420983178
17,687.945594570211
17,1003.56102588519
17,1021.40355632224
17,826.426684552183
17,1010.53177941614
17,825.864474974658
17,631.760526457653
17,738.815271571775
17,805.594052890587
17,862.028907623985
17,835.069603187265
18,443.204100204847
18,583.87210762769
18,541.244506528842
18,542.515547571212
18,658.009430460087
18,610.490926664782
18,534.190174592053
18,467.573298297833
18,400.739704913942
18,361.269372897531
18,736.729227721184
18,564.929322364311
18,672.203453665776
18,878.626485296448
18,562.369046925006
18,531.116141967816
18,256.691129980145
18,334.249628578522
18,223.081780696893
18,316.648515961065
18,425.674146146513
18,437.396600629598
18,123.791049704506
18,429.457639541012
18,526.876798716331
18,435.237050979432
18,700.237719256886
18,374.758645173521
18,528.625874343655
18,494.644718070102
18,557.73284065339
18,692.859400634919
18,244.737218726676
18,334.598684483284
18,681.778865468268
18,512.197728414135
18,691.262860203799
18,597.691275732625
18,471.263680170643
18,591.134681650935
18,204.300772080923
18,382.663236936883
18,537.911306931718
18,385.288944910571
18,590.691335201944
18,495.382431383081
18,264.641579085148
18,291.975097835911
18,345.639723504586
18,367.582660294915
19,1043.32228361426
19,678.084079308353
19,680.216551030767
19,903.109159998855
19,808.738225245438
19,787.552345043435
19,1137.15420069062
19,847.707403734007
19,743.321222806652
19,760.893032563708
19,976.579109160263
19,357.457505839538
19,1046.78023727088
19,662.515729858362
19,769.114942028302
19,1056.84397875761
19,511.648778855101
19,544.768957427691
19,915.365845350631
19,833.753927320134
19,895.038731896121
19,995.897250300068
19,423.996414245906
19,614.131756470326
19,424.687392844975
19,933.881293979869
19,1113.87739343451
19,483.139509965295
19,811.660656916692
19,714.403347355927
19,978.239753654307
19,878.585630942034
19,928.05280988447
19,751.817889789383
19,817.477254363353
19,752.052027075542
19,676.387472181308
19,327.019376355802
19,648.147391795501
19,720.275398386785
19,484.952674808657
19,937.566416823643
19,806.696644127983
19,537.895439542758
19,689.422091094387
19,847.306193502667
19,625.715814597883
19,557.758721469006
19,711.082968275686
19,891.300095809358
20,1369.92934661252
20,709.184189277777
20,594.570790443781
20,694.309377062704
20,780.676368113182
20,598.272674408187
20,517.185158387843
20,860.075393871374
20,781.366934576671
20,784.517880126018
20,741.093846755319
20,1174.47487325092
20,823.291272915154
20,666.380772447633
20,744.698702694924
20,807.885331867041
20,958.774887385707
20,518.122404863592
20,667.520074800067
20,983.05080821782
20,406.841746610466
20,947.631676904421
20,1180.38917758025
20,670.397622492941
20,1019.84247922449
20,780.054408101515
20,843.487322403528
20,420.845838681477
20,406.384675847724
20,684.807102141443
20,1033.73443890104
20,846.407657928072
20,699.871483378011
20,497.307925554599
20,906.069604000595
20,914.144245597533
20,690.029441024643
20,720.91328551454
20,850.370257688693
20,663.520836235575
20,761.758160702194
20,888.859614787629
20,633.412645147411
20,493.935097473517
20,636.097638078881
20,568.511736017259
20,931.502112293983
20,693.127205171614
20,708.725716289547
20,164.175476545159
