"id","provenance.lat","provenance.long","genus","species","year","budburst","leafout","yr.end","gdd.start","type","climatetype","id_year_type","gdd_bb","gdd_dvr","fs.count"
"85761",42.307153,-71.120872,"Betula","alleghaniensis",2016,112,119,366,46,"Treespotters","weldhill","85761;2016;weldhill",411.357727272727,82.1210638297872,0
"85761",42.307153,-71.120872,"Betula","alleghaniensis",2017,102,118,365,46,"Treespotters","weldhill","85761;2017;weldhill",274.954347826087,190.811489361702,0
"85761",42.307153,-71.120872,"Betula","alleghaniensis",2018,114,123,365,46,"Treespotters","weldhill","85761;2018;weldhill",313.551007905138,131.465212765957,0
"85761",42.307153,-71.120872,"Betula","alleghaniensis",2019,107,122,365,46,"Treespotters","weldhill","85761;2019;weldhill",266.564565217391,175.93,0
"85762",42.307153,-71.120872,"Betula","alleghaniensis",2016,102,114,366,46,"Treespotters","weldhill","85762;2016;weldhill",318.409466403162,129.644574468085,0
"85762",42.307153,-71.120872,"Betula","alleghaniensis",2017,102,117,365,46,"Treespotters","weldhill","85762;2017;weldhill",274.954347826087,171.710212765957,0
"85762",42.307153,-71.120872,"Betula","alleghaniensis",2018,114,122,365,46,"Treespotters","weldhill","85762;2018;weldhill",313.551007905138,108.41329787234,0
"85762",42.307153,-71.120872,"Betula","alleghaniensis",2019,107,110,365,46,"Treespotters","weldhill","85762;2019;weldhill",266.564565217391,57.0021739130435,0
"85763",42.307153,-71.120872,"Betula","alleghaniensis",2016,110,121,366,46,"Treespotters","weldhill","85763;2016;weldhill",386.78337944664,118.239255319149,0
"85763",42.307153,-71.120872,"Betula","alleghaniensis",2017,102,117,365,46,"Treespotters","weldhill","85763;2017;weldhill",274.954347826087,171.710212765957,0
"85763",42.307153,-71.120872,"Betula","alleghaniensis",2018,118,122,365,46,"Treespotters","weldhill","85763;2018;weldhill",366.747529644269,62.6851063829787,0
"85763",42.307153,-71.120872,"Betula","alleghaniensis",2019,112,122,365,46,"Treespotters","weldhill","85763;2019;weldhill",341.490217391304,102.726086956522,0
"85764",41.816407,-88.054785,"Betula","alleghaniensis",2016,102,114,366,46,"Treespotters","weldhill","85764;2016;weldhill",318.409466403162,129.644574468085,0
"85764",41.816407,-88.054785,"Betula","alleghaniensis",2017,102,117,365,46,"Treespotters","weldhill","85764;2017;weldhill",274.954347826087,171.710212765957,0
"85764",41.816407,-88.054785,"Betula","alleghaniensis",2018,114,121,365,46,"Treespotters","weldhill","85764;2018;weldhill",313.551007905138,85.7381914893617,0
"85764",41.816407,-88.054785,"Betula","alleghaniensis",2019,106,110,365,46,"Treespotters","weldhill","85764;2019;weldhill",256.628043478261,66.4717391304348,0
"86258",42.307153,-71.120872,"Betula","nigra",2016,114,132,366,46,"Treespotters","weldhill","86258;2016;weldhill",444.821640316206,172.551063829787,0
"86258",42.307153,-71.120872,"Betula","nigra",2017,100,118,365,46,"Treespotters","weldhill","86258;2017;weldhill",241.141304347826,226.916170212766,0
"86258",42.307153,-71.120872,"Betula","nigra",2018,125,125,365,46,"Treespotters","weldhill","86258;2018;weldhill",487.634920948617,17.116914893617,0
"86258",42.307153,-71.120872,"Betula","nigra",2019,112,126,365,46,"Treespotters","weldhill","86258;2019;weldhill",341.490217391304,143.240434782609,0
"86259",40.063779,90.741031,"Betula","nigra",2016,111,127,366,46,"Treespotters","weldhill","86259;2016;weldhill",396.095553359684,154.193404255319,0
"86259",40.063779,90.741031,"Betula","nigra",2017,100,108,365,46,"Treespotters","weldhill","86259;2017;weldhill",241.141304347826,122.673510638298,0
"86259",40.063779,90.741031,"Betula","nigra",2018,118,125,365,46,"Treespotters","weldhill","86259;2018;weldhill",366.747529644269,125.012553191489,0
"86259",40.063779,90.741031,"Betula","nigra",2019,107,122,365,46,"Treespotters","weldhill","86259;2019;weldhill",266.564565217391,175.93,0
"86260",40.063779,90.741031,"Betula","nigra",2015,142,313,365,46,"Treespotters","weldhill","86260;2015;weldhill",NA,NA,NA
"86260",40.063779,90.741031,"Betula","nigra",2016,111,125,366,46,"Treespotters","weldhill","86260;2016;weldhill",396.095553359684,138.269680851064,0
"86260",40.063779,90.741031,"Betula","nigra",2017,101,117,365,46,"Treespotters","weldhill","86260;2017;weldhill",261.100434782609,191.612021276596,0
"86260",40.063779,90.741031,"Betula","nigra",2018,118,122,365,46,"Treespotters","weldhill","86260;2018;weldhill",366.747529644269,62.6851063829787,0
"86260",40.063779,90.741031,"Betula","nigra",2019,107,122,365,46,"Treespotters","weldhill","86260;2019;weldhill",266.564565217391,175.93,0
"86261",42.307153,-71.120872,"Betula","nigra",2016,114,130,366,46,"Treespotters","weldhill","86261;2016;weldhill",444.821640316206,143.774361702128,0
"86261",42.307153,-71.120872,"Betula","nigra",2017,100,118,365,46,"Treespotters","weldhill","86261;2017;weldhill",241.141304347826,226.916170212766,0
"86261",42.307153,-71.120872,"Betula","nigra",2018,122,122,365,46,"Treespotters","weldhill","86261;2018;weldhill",421.078833992095,22.6751063829787,0
"86261",42.307153,-71.120872,"Betula","nigra",2019,111,126,365,46,"Treespotters","weldhill","86261;2019;weldhill",329.831956521739,159.442173913043,0
"87754",40.063779,90.741031,"Betula","nigra",2016,112,130,366,46,"Treespotters","weldhill","87754;2016;weldhill",411.357727272727,175.335744680851,0
"87754",40.063779,90.741031,"Betula","nigra",2017,101,118,365,46,"Treespotters","weldhill","87754;2017;weldhill",261.100434782609,210.71329787234,0
"87754",40.063779,90.741031,"Betula","nigra",2018,122,125,365,46,"Treespotters","weldhill","87754;2018;weldhill",421.078833992095,85.0025531914894,0
"87754",40.063779,90.741031,"Betula","nigra",2019,110,126,365,46,"Treespotters","weldhill","87754;2019;weldhill",313.630217391304,178.037391304348,0
"92209",42.307153,-71.120872,"Acer","saccharum",2016,116,130,366,46,"Treespotters","weldhill","92209;2016;weldhill",465.100770750988,122.908510638298,0
"92209",42.307153,-71.120872,"Acer","saccharum",2017,102,108,365,46,"Treespotters","weldhill","92209;2017;weldhill",274.954347826087,86.5688297872341,0
"86289",42.307153,-71.120872,"Tilia","americana",2016,94,118,366,46,"Treespotters","weldhill","86289;2016;weldhill",280.791205533597,179.005106382979,2
"86289",42.307153,-71.120872,"Tilia","americana",2017,98,107,365,46,"Treespotters","weldhill","86289;2017;weldhill",213.050869565217,130.154893617021,0
"86289",42.307153,-71.120872,"Tilia","americana",2018,121,122,365,46,"Treespotters","weldhill","86289;2018;weldhill",397.107964426877,34.7522340425532,0
"86289",42.307153,-71.120872,"Tilia","americana",2019,115,115,365,46,"Treespotters","weldhill","86289;2019;weldhill",373.804130434783,10.2608695652174,0
"87757",42.307153,-71.120872,"Tilia","americana",2016,94,118,366,46,"Treespotters","weldhill","87757;2016;weldhill",280.791205533597,179.005106382979,2
"87757",42.307153,-71.120872,"Tilia","americana",2017,109,116,365,46,"Treespotters","weldhill","87757;2017;weldhill",364.123913043478,71.0746808510638,0
"87757",42.307153,-71.120872,"Tilia","americana",2018,123,124,365,46,"Treespotters","weldhill","87757;2018;weldhill",444.858833992095,45.2105319148936,0
"87757",42.307153,-71.120872,"Tilia","americana",2019,113,123,365,46,"Treespotters","weldhill","87757;2019;weldhill",350.669782608696,100.956956521739,0
"87756",42.307153,-71.120872,"Quercus","alba",2016,115,133,366,46,"Treespotters","weldhill","87756;2016;weldhill",454.007727272727,177.322765957447,0
"87756",42.307153,-71.120872,"Quercus","alba",2017,117,120,365,46,"Treespotters","weldhill","87756;2017;weldhill",444.645217391304,62.9372340425532,0
"87756",42.307153,-71.120872,"Quercus","alba",2019,113,123,365,46,"Treespotters","weldhill","87756;2019;weldhill",350.669782608696,100.956956521739,0
"86278",42.307153,-71.120872,"Populus","deltoides",2016,110,136,366,46,"Treespotters","weldhill","86278;2016;weldhill",386.78337944664,281.772553191489,0
"86278",42.307153,-71.120872,"Populus","deltoides",2017,107,124,365,46,"Treespotters","weldhill","86278;2017;weldhill",349.632608695652,198.521595744681,0
"86278",42.307153,-71.120872,"Populus","deltoides",2018,117,124,365,46,"Treespotters","weldhill","86278;2018;weldhill",351.141877470356,117.430425531915,0
"86278",42.307153,-71.120872,"Populus","deltoides",2019,123,123,365,46,"Treespotters","weldhill","86278;2019;weldhill",442.447173913043,9.88913043478261,0
"86279",42.307153,-71.120872,"Populus","deltoides",2017,107,124,365,46,"Treespotters","weldhill","86279;2017;weldhill",349.632608695652,198.521595744681,0
"86279",42.307153,-71.120872,"Populus","deltoides",2018,117,124,365,46,"Treespotters","weldhill","86279;2018;weldhill",351.141877470356,117.430425531915,0
"86280",42.307153,-71.120872,"Populus","deltoides",2016,122,136,366,46,"Treespotters","weldhill","86280;2016;weldhill",514.625553359684,163.53329787234,0
"86280",42.307153,-71.120872,"Populus","deltoides",2017,107,124,365,46,"Treespotters","weldhill","86280;2017;weldhill",349.632608695652,198.521595744681,0
"86280",42.307153,-71.120872,"Populus","deltoides",2018,117,129,365,46,"Treespotters","weldhill","86280;2018;weldhill",351.141877470356,192.244255319149,0
"86281",42.307153,-71.120872,"Populus","deltoides",2017,107,124,365,46,"Treespotters","weldhill","86281;2017;weldhill",349.632608695652,198.521595744681,0
"86281",42.307153,-71.120872,"Populus","deltoides",2018,117,124,365,46,"Treespotters","weldhill","86281;2018;weldhill",351.141877470356,117.430425531915,0
"86281",42.307153,-71.120872,"Populus","deltoides",2019,123,128,365,46,"Treespotters","weldhill","86281;2019;weldhill",442.447173913043,68.8230434782609,0
"86282",43.13047,-77.604658,"Populus","deltoides",2016,127,133,366,46,"Treespotters","weldhill","86282;2016;weldhill",555.039466403162,85.4474468085106,0
"86282",43.13047,-77.604658,"Populus","deltoides",2017,102,120,365,46,"Treespotters","weldhill","86282;2017;weldhill",274.954347826087,220.580744680851,0
"86282",43.13047,-77.604658,"Populus","deltoides",2018,117,118,365,46,"Treespotters","weldhill","86282;2018;weldhill",351.141877470356,23.6726595744681,0
"86282",43.13047,-77.604658,"Populus","deltoides",2019,123,128,365,46,"Treespotters","weldhill","86282;2019;weldhill",442.447173913043,68.8230434782609,0
"85757",35.054271,-83.201019,"Aesculus","flava",2016,114,116,366,46,"Treespotters","weldhill","85757;2016;weldhill",444.821640316206,30.88,0
"85757",35.054271,-83.201019,"Aesculus","flava",2017,107,114,365,46,"Treespotters","weldhill","85757;2017;weldhill",349.632608695652,75.6017021276596,0
"85757",35.054271,-83.201019,"Aesculus","flava",2018,116,117,365,46,"Treespotters","weldhill","85757;2018;weldhill",340.795790513834,22.5051063829787,0
"85757",35.054271,-83.201019,"Aesculus","flava",2019,104,109,365,46,"Treespotters","weldhill","85757;2019;weldhill",233.340217391304,76.1847826086957,0
"85755",35.054271,-83.201019,"Aesculus","flava",2016,111,112,366,46,"Treespotters","weldhill","85755;2016;weldhill",396.095553359684,22.843829787234,0
"85755",35.054271,-83.201019,"Aesculus","flava",2017,108,108,365,46,"Treespotters","weldhill","85755;2017;weldhill",357.207391304348,7.185,0
"85755",35.054271,-83.201019,"Aesculus","flava",2018,114,117,365,46,"Treespotters","weldhill","85755;2018;weldhill",313.551007905138,45.7281914893617,0
"85756",35.054271,-83.201019,"Aesculus","flava",2016,110,112,366,46,"Treespotters","weldhill","85756;2016;weldhill",386.78337944664,31.8362765957447,0
"85756",35.054271,-83.201019,"Aesculus","flava",2017,108,108,365,46,"Treespotters","weldhill","85756;2017;weldhill",357.207391304348,7.185,0
"85756",35.054271,-83.201019,"Aesculus","flava",2018,114,117,365,46,"Treespotters","weldhill","85756;2018;weldhill",313.551007905138,45.7281914893617,0
"85758",NA,NA,"Aesculus","flava",2016,110,112,366,46,"Treespotters","weldhill","85758;2016;weldhill",386.78337944664,31.8362765957447,0
"85758",NA,NA,"Aesculus","flava",2017,101,108,365,46,"Treespotters","weldhill","85758;2017;weldhill",261.100434782609,106.470638297872,0
"85758",NA,NA,"Aesculus","flava",2018,112,116,365,46,"Treespotters","weldhill","85758;2018;weldhill",290.518833992095,55.0044680851064,0
"85758",NA,NA,"Aesculus","flava",2019,107,107,365,46,"Treespotters","weldhill","85758;2019;weldhill",266.564565217391,9.93652173913043,0
"85751",35.054271,-83.201019,"Aesculus","flava",2016,105,108,366,46,"Treespotters","weldhill","85751;2016;weldhill",340.98337944664,32.0724468085106,0
"85751",35.054271,-83.201019,"Aesculus","flava",2017,108,108,365,46,"Treespotters","weldhill","85751;2017;weldhill",357.207391304348,7.185,0
"85751",35.054271,-83.201019,"Aesculus","flava",2018,117,122,365,46,"Treespotters","weldhill","85751;2018;weldhill",351.141877470356,72.2198936170213,0
"86276",42.307153,-71.120872,"Fagus","grandifolia",2016,115,118,366,46,"Treespotters","weldhill","86276;2016;weldhill",454.007727272727,29.6941489361702,0
"86276",42.307153,-71.120872,"Fagus","grandifolia",2017,108,117,365,46,"Treespotters","weldhill","86276;2017;weldhill",357.207391304348,92.3263829787234,0
"86276",42.307153,-71.120872,"Fagus","grandifolia",2019,115,119,365,46,"Treespotters","weldhill","86276;2019;weldhill",373.804130434783,44.7852173913044,0
"86277",42.307153,-71.120872,"Fagus","grandifolia",2016,108,115,366,46,"Treespotters","weldhill","86277;2016;weldhill",366.721205533597,94.148829787234,0
"86273",NA,NA,"Fagus","grandifolia",2016,101,115,366,46,"Treespotters","weldhill","86273;2016;weldhill",307.999031620553,140.090319148936,0
"86273",NA,NA,"Fagus","grandifolia",2017,109,113,365,46,"Treespotters","weldhill","86273;2017;weldhill",364.123913043478,38.4148936170213,0
"86274",42.307153,-71.120872,"Fagus","grandifolia",2016,115,115,366,46,"Treespotters","weldhill","86274;2016;weldhill",454.007727272727,8.04,0
"86274",42.307153,-71.120872,"Fagus","grandifolia",2017,108,117,365,46,"Treespotters","weldhill","86274;2017;weldhill",357.207391304348,92.3263829787234,0
"86274",42.307153,-71.120872,"Fagus","grandifolia",2019,107,115,365,46,"Treespotters","weldhill","86274;2019;weldhill",266.564565217391,117.176086956522,0
"86275",42.307153,-71.120872,"Fagus","grandifolia",2016,101,115,366,46,"Treespotters","weldhill","86275;2016;weldhill",307.999031620553,140.090319148936,0
"86275",42.307153,-71.120872,"Fagus","grandifolia",2017,103,112,365,46,"Treespotters","weldhill","86275;2017;weldhill",285.03,101.44329787234,0
"86275",42.307153,-71.120872,"Fagus","grandifolia",2018,121,122,365,46,"Treespotters","weldhill","86275;2018;weldhill",397.107964426877,34.7522340425532,0
"86266",42.307153,-71.120872,"Carya","glabra",2016,118,122,366,46,"Treespotters","weldhill","86266;2016;weldhill",479.128162055336,41.3996808510638,0
"86266",42.307153,-71.120872,"Carya","glabra",2017,100,117,365,46,"Treespotters","weldhill","86266;2017;weldhill",241.141304347826,207.814893617021,0
"86266",42.307153,-71.120872,"Carya","glabra",2018,118,122,365,46,"Treespotters","weldhill","86266;2018;weldhill",366.747529644269,62.6851063829787,0
"86266",42.307153,-71.120872,"Carya","glabra",2019,108,111,365,46,"Treespotters","weldhill","86266;2019;weldhill",275.205,63.2673913043478,0
"86263",42.307153,-71.120872,"Carya","glabra",2016,118,118,366,46,"Treespotters","weldhill","86263;2016;weldhill",479.128162055336,7.56159574468085,0
"86263",42.307153,-71.120872,"Carya","glabra",2017,110,118,365,46,"Treespotters","weldhill","86263;2017;weldhill",373.486086956522,98.2313829787234,0
"86263",42.307153,-71.120872,"Carya","glabra",2018,118,122,365,46,"Treespotters","weldhill","86263;2018;weldhill",366.747529644269,62.6851063829787,0
"86263",42.307153,-71.120872,"Carya","glabra",2019,108,111,365,46,"Treespotters","weldhill","86263;2019;weldhill",275.205,63.2673913043478,0
"86264",43.13047,-77.604658,"Carya","glabra",2016,110,118,366,46,"Treespotters","weldhill","86264;2016;weldhill",386.78337944664,91.6962765957447,0
"86264",43.13047,-77.604658,"Carya","glabra",2017,100,114,365,46,"Treespotters","weldhill","86264;2017;weldhill",241.141304347826,174.616063829787,0
"86264",43.13047,-77.604658,"Carya","glabra",2018,119,122,365,46,"Treespotters","weldhill","86264;2018;weldhill",377.862747035573,48.5472340425532,0
"86264",43.13047,-77.604658,"Carya","glabra",2019,108,111,365,46,"Treespotters","weldhill","86264;2019;weldhill",275.205,63.2673913043478,0
"86262",42.307153,-71.120872,"Carya","glabra",2017,118,120,365,46,"Treespotters","weldhill","86262;2017;weldhill",464.513043478261,48.8705319148936,0
"86262",42.307153,-71.120872,"Carya","glabra",2018,123,126,365,46,"Treespotters","weldhill","86262;2018;weldhill",444.858833992095,76.3794680851064,0
"86262",42.307153,-71.120872,"Carya","glabra",2019,111,124,365,46,"Treespotters","weldhill","86262;2019;weldhill",329.831956521739,139.524782608696,0
"86265",42.307153,-71.120872,"Carya","glabra",2016,122,122,366,46,"Treespotters","weldhill","86265;2016;weldhill",514.625553359684,7.29510638297872,0
"86265",42.307153,-71.120872,"Carya","glabra",2017,100,118,365,46,"Treespotters","weldhill","86265;2017;weldhill",241.141304347826,226.916170212766,0
"86265",42.307153,-71.120872,"Carya","glabra",2019,108,115,365,46,"Treespotters","weldhill","86265;2019;weldhill",275.205,107.239565217391,0
"86270",42.307153,-71.120872,"Carya","ovata",2016,110,127,366,46,"Treespotters","weldhill","86270;2016;weldhill",386.78337944664,163.18585106383,0
"86270",42.307153,-71.120872,"Carya","ovata",2017,105,117,365,46,"Treespotters","weldhill","86270;2017;weldhill",308.199130434783,141.176595744681,0
"86270",42.307153,-71.120872,"Carya","ovata",2018,122,125,365,46,"Treespotters","weldhill","86270;2018;weldhill",421.078833992095,85.0025531914894,0
"86270",42.307153,-71.120872,"Carya","ovata",2019,108,119,365,46,"Treespotters","weldhill","86270;2019;weldhill",275.205,141.763913043478,0
"86271",42.307153,-71.120872,"Carya","ovata",2016,130,132,366,46,"Treespotters","weldhill","86271;2016;weldhill",588.275118577075,39.5871276595745,0
"86271",42.307153,-71.120872,"Carya","ovata",2017,105,118,365,46,"Treespotters","weldhill","86271;2017;weldhill",308.199130434783,160.277872340426,0
"86271",42.307153,-71.120872,"Carya","ovata",2018,118,125,365,46,"Treespotters","weldhill","86271;2018;weldhill",366.747529644269,125.012553191489,0
"86271",42.307153,-71.120872,"Carya","ovata",2019,108,124,365,46,"Treespotters","weldhill","86271;2019;weldhill",275.205,186.590434782609,0
"86272",42.307153,-71.120872,"Carya","ovata",2016,125,132,366,46,"Treespotters","weldhill","86272;2016;weldhill",538.959466403162,81.1521276595745,0
"86272",42.307153,-71.120872,"Carya","ovata",2017,112,118,365,46,"Treespotters","weldhill","86272;2017;weldhill",386.706956521739,82.448085106383,0
"86272",42.307153,-71.120872,"Carya","ovata",2018,118,125,365,46,"Treespotters","weldhill","86272;2018;weldhill",366.747529644269,125.012553191489,0
"86272",42.307153,-71.120872,"Carya","ovata",2019,108,124,365,46,"Treespotters","weldhill","86272;2019;weldhill",275.205,186.590434782609,0
"86268",42.307153,-71.120872,"Carya","ovata",2016,130,131,366,46,"Treespotters","weldhill","86268;2016;weldhill",588.275118577075,23.3575531914894,0
"86268",42.307153,-71.120872,"Carya","ovata",2017,105,118,365,46,"Treespotters","weldhill","86268;2017;weldhill",308.199130434783,160.277872340426,0
"86268",42.307153,-71.120872,"Carya","ovata",2018,118,125,365,46,"Treespotters","weldhill","86268;2018;weldhill",366.747529644269,125.012553191489,0
"86268",42.307153,-71.120872,"Carya","ovata",2019,110,121,365,46,"Treespotters","weldhill","86268;2019;weldhill",313.630217391304,130.47,0
"86269",42.307153,-71.120872,"Carya","ovata",2016,130,132,366,46,"Treespotters","weldhill","86269;2016;weldhill",588.275118577075,39.5871276595745,0
"86269",42.307153,-71.120872,"Carya","ovata",2017,105,118,365,46,"Treespotters","weldhill","86269;2017;weldhill",308.199130434783,160.277872340426,0
"86269",42.307153,-71.120872,"Carya","ovata",2018,118,125,365,46,"Treespotters","weldhill","86269;2018;weldhill",366.747529644269,125.012553191489,0
"86269",42.307153,-71.120872,"Carya","ovata",2019,108,124,365,46,"Treespotters","weldhill","86269;2019;weldhill",275.205,186.590434782609,0
"87758",NA,NA,"Quercus","alba",2016,115,282,366,46,"Treespotters","weldhill","87758;2016;weldhill",454.007727272727,3106.0970212766,0
"87758",NA,NA,"Quercus","alba",2017,118,119,365,46,"Treespotters","weldhill","87758;2017;weldhill",464.513043478261,39.363829787234,0
"87758",NA,NA,"Quercus","alba",2019,117,127,365,46,"Treespotters","weldhill","87758;2019;weldhill",390.274130434783,106.250869565217,0
"87759",42.307153,-71.120872,"Quercus","alba",2017,110,124,365,46,"Treespotters","weldhill","87759;2017;weldhill",373.486086956522,168.851170212766,0
"87759",42.307153,-71.120872,"Quercus","alba",2019,117,127,365,46,"Treespotters","weldhill","87759;2019;weldhill",390.274130434783,106.250869565217,0
"88311",NA,NA,"Quercus","alba",2016,115,282,366,46,"Treespotters","weldhill","88311;2016;weldhill",454.007727272727,3106.0970212766,0
"88311",NA,NA,"Quercus","alba",2017,110,119,365,46,"Treespotters","weldhill","88311;2017;weldhill",373.486086956522,118.493936170213,0
"88311",NA,NA,"Quercus","alba",2019,117,127,365,46,"Treespotters","weldhill","88311;2019;weldhill",390.274130434783,106.250869565217,0
"87761",33.786369,-84.303699,"Quercus","alba",2016,115,282,366,46,"Treespotters","weldhill","87761;2016;weldhill",454.007727272727,3106.0970212766,0
"87761",33.786369,-84.303699,"Quercus","alba",2017,117,124,365,46,"Treespotters","weldhill","87761;2017;weldhill",444.645217391304,103.787765957447,0
"87761",33.786369,-84.303699,"Quercus","alba",2018,122,123,365,46,"Treespotters","weldhill","87761;2018;weldhill",421.078833992095,45.7270212765957,0
"87761",33.786369,-84.303699,"Quercus","alba",2019,111,127,365,46,"Treespotters","weldhill","87761;2019;weldhill",329.831956521739,174.240434782609,0
"86285",35.054271,-83.201019,"Quercus","rubra",2016,115,282,366,46,"Treespotters","weldhill","86285;2016;weldhill",454.007727272727,3106.0970212766,0
"86285",35.054271,-83.201019,"Quercus","rubra",2017,117,118,365,46,"Treespotters","weldhill","86285;2017;weldhill",444.645217391304,33.1679787234043,0
"86285",35.054271,-83.201019,"Quercus","rubra",2018,122,122,365,46,"Treespotters","weldhill","86285;2018;weldhill",421.078833992095,22.6751063829787,0
"86285",35.054271,-83.201019,"Quercus","rubra",2019,110,118,365,46,"Treespotters","weldhill","86285;2019;weldhill",313.630217391304,103.36652173913,0
"86286",35.054271,-83.201019,"Quercus","rubra",2016,127,282,366,46,"Treespotters","weldhill","86286;2016;weldhill",555.039466403162,3014.22170212766,0
"86286",35.054271,-83.201019,"Quercus","rubra",2017,119,124,365,46,"Treespotters","weldhill","86286;2017;weldhill",486.749565217391,70.6197872340425,0
"86286",35.054271,-83.201019,"Quercus","rubra",2018,122,125,365,46,"Treespotters","weldhill","86286;2018;weldhill",421.078833992095,85.0025531914894,0
"86286",35.054271,-83.201019,"Quercus","rubra",2019,110,128,365,46,"Treespotters","weldhill","86286;2019;weldhill",313.630217391304,206.346086956522,0
"86288",35.054271,-83.201019,"Quercus","rubra",2016,115,130,366,46,"Treespotters","weldhill","86288;2016;weldhill",454.007727272727,130.948510638298,0
"86288",35.054271,-83.201019,"Quercus","rubra",2017,110,119,365,46,"Treespotters","weldhill","86288;2017;weldhill",373.486086956522,118.493936170213,0
"86288",35.054271,-83.201019,"Quercus","rubra",2018,122,123,365,46,"Treespotters","weldhill","86288;2018;weldhill",421.078833992095,45.7270212765957,0
"86288",35.054271,-83.201019,"Quercus","rubra",2019,107,128,365,46,"Treespotters","weldhill","86288;2019;weldhill",266.564565217391,244.753043478261,0
"87760",42.307153,-71.120872,"Quercus","rubra",2016,115,127,366,46,"Treespotters","weldhill","87760;2016;weldhill",454.007727272727,101.183723404255,0
"87760",42.307153,-71.120872,"Quercus","rubra",2017,110,117,365,46,"Treespotters","weldhill","87760;2017;weldhill",373.486086956522,79.1301063829787,0
"87760",42.307153,-71.120872,"Quercus","rubra",2018,122,122,365,46,"Treespotters","weldhill","87760;2018;weldhill",421.078833992095,22.6751063829787,0
"87760",42.307153,-71.120872,"Quercus","rubra",2019,107,113,365,46,"Treespotters","weldhill","87760;2019;weldhill",266.564565217391,94.0417391304348,0
"86287",42.307153,-71.120872,"Quercus","rubra",2016,115,127,366,46,"Treespotters","weldhill","86287;2016;weldhill",454.007727272727,101.183723404255,0
"86287",42.307153,-71.120872,"Quercus","rubra",2017,110,113,365,46,"Treespotters","weldhill","86287;2017;weldhill",373.486086956522,32.4036170212766,0
"86287",42.307153,-71.120872,"Quercus","rubra",2018,118,122,365,46,"Treespotters","weldhill","86287;2018;weldhill",366.747529644269,62.6851063829787,0
"86287",42.307153,-71.120872,"Quercus","rubra",2019,107,113,365,46,"Treespotters","weldhill","86287;2019;weldhill",266.564565217391,94.0417391304348,0
"92204",42.307153,-71.120872,"Acer","saccharum",2016,109,112,366,46,"Treespotters","weldhill","92204;2016;weldhill",377.608596837945,44.8774468085106,0
"92204",42.307153,-71.120872,"Acer","saccharum",2017,101,108,365,46,"Treespotters","weldhill","92204;2017;weldhill",261.100434782609,106.470638297872,0
"92204",42.307153,-71.120872,"Acer","saccharum",2019,106,111,365,46,"Treespotters","weldhill","92204;2019;weldhill",256.628043478261,82.6734782608696,0
